|dates|Macomb_Michigan_UnitedStates.BLS_EmployedPopulation.data|Macomb_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Macomb_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Macomb_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Macomb_Michigan_UnitedStates.BLS_UnemploymentRate.data|Macomb_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Macomb_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Macomb_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-10-18|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-10-19|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-10-20|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-10-21|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-10-22|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-10-23|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-10-24|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-10-25|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-10-26|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-10-27|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-10-28|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-10-29|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-10-30|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-10-31|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-01|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-02|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-03|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-04|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-05|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-06|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-07|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-08|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-09|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-10|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-11|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-12|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-13|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-14|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-15|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-16|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-17|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-18|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-19|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-20|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
0|2021-11-21|404521.0|0|18580.0|0|4.391386453825446|0|423101.0|0
