|dates|Lewis_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Lewis_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Lewis_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Lewis_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Lewis_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Lewis_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Lewis_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Lewis_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|2606.0|0|2606.0|0|57.0|0|0.0|100
0|2021-11-08|2607.0|0|2607.0|0|58.0|0|0.0|100
0|2021-11-09|2609.0|0|2609.0|0|58.0|0|0.0|100
0|2021-11-10|2609.0|0|2615.0|0|58.0|0|0.0|100
0|2021-11-11|2615.0|0|2615.0|0|58.0|0|0.0|100
0|2021-11-12|2626.0|0|2626.0|0|58.0|0|0.0|100
0|2021-11-13|2626.0|0|2626.0|0|58.0|0|0.0|100
0|2021-11-14|2626.0|0|2626.0|0|58.0|0|0.0|100
0|2021-11-15|2634.0|0|2634.0|0|58.0|0|0.0|100
0|2021-11-16|2650.0|0|2650.0|0|58.0|0|0.0|100
0|2021-11-17|2663.0|0|2663.0|0|58.0|0|0.0|100
0|2021-11-18|2672.0|0|2672.0|0|58.0|0|0.0|100
0|2021-11-19|2671.0|0|2671.0|0|60.0|0|0.0|100
0|2021-11-20|2671.0|0|2671.0|0|60.0|0|0.0|100
0|2021-11-21|2671.0|0|2671.0|0|60.0|0|0.0|100
0|2021-11-22|2682.0|0|2682.0|0|60.0|0|0.0|100
0|2021-11-23|2689.0|0|2689.0|0|60.0|0|0.0|100
0|2021-11-24|2697.0|0|2697.0|0|60.0|0|0.0|100
0|2021-11-25|2697.0|0|2697.0|0|60.0|0|0.0|100
0|2021-11-26|2697.0|0|2697.0|0|60.0|0|0.0|100
0|2021-11-27|2697.0|0|2697.0|0|60.0|0|0.0|100
0|2021-11-28|2697.0|0|2697.0|0|60.0|0|0.0|100
0|2021-11-29|2713.0|0|2713.0|0|60.0|0|0.0|100
0|2021-11-30|2714.0|0|2714.0|0|60.0|0|0.0|100
0|2021-12-01|2742.0|0|2742.0|0|60.0|0|0.0|100
0|2021-12-02|2742.0|0|2758.0|0|60.0|0|0.0|100
0|2021-12-03|2771.0|0|2771.0|0|60.0|0|0.0|100
0|2021-12-04|2771.0|0|2771.0|0|60.0|0|0.0|100
0|2021-12-05|2771.0|0|2771.0|0|60.0|0|0.0|100
0|2021-12-06|2800.0|0|2800.0|0|61.0|0|0.0|100
0|2021-12-07|2819.0|0|2819.0|0|61.0|0|0.0|100
0|2021-12-08|2835.0|0|2835.0|0|62.0|0|0.0|100
0|2021-12-09|2853.0|0|2853.0|0|63.0|0|0.0|100
0|2021-12-10|2869.0|0|2869.0|0|64.0|0|0.0|100
0|2021-12-11|2869.0|0|2869.0|0|64.0|0|0.0|100
0|2021-12-12|2869.0|0|2869.0|0|64.0|0|0.0|100
0|2021-12-13|2896.0|0|2896.0|0|64.0|0|0.0|100
0|2021-12-14|2896.0|0|2913.0|0|64.0|0|0.0|100
0|2021-12-15|2938.0|0|2938.0|0|64.0|0|0.0|100
0|2021-12-16|2955.0|0|2955.0|0|64.0|0|0.0|100
0|2021-12-17|2979.0|0|2979.0|0|65.0|0|0.0|100
0|2021-12-18|2979.0|0|2979.0|0|65.0|0|0.0|100
0|2021-12-19|2979.0|0|2979.0|0|65.0|0|0.0|100
0|2021-12-20|3001.0|0|3001.0|0|65.0|0|0.0|100
0|2021-12-21|3015.0|0|3015.0|0|66.0|0|0.0|100
0|2021-12-22|3033.0|0|3033.0|0|66.0|0|0.0|100
0|2021-12-23|3033.0|0|3033.0|0|66.0|0|0.0|100
0|2021-12-24|3033.0|0|3033.0|0|66.0|0|0.0|100
0|2021-12-25|3033.0|0|3033.0|0|66.0|0|0.0|100
0|2021-12-26|3033.0|0|3033.0|0|66.0|0|0.0|100
0|2021-12-27|3064.0|0|3064.0|0|67.0|0|0.0|100
0|2021-12-28|3074.0|0|3074.0|0|68.0|0|0.0|100
0|2021-12-29|3111.0|0|3111.0|0|68.0|0|0.0|100
0|2021-12-30|3111.0|0|3111.0|0|68.0|0|0.0|100
0|2021-12-31|3111.0|0|3111.0|0|68.0|0|0.0|100
0|2022-01-01|3111.0|0|3111.0|0|68.0|0|0.0|100
0|2022-01-02|3111.0|0|3111.0|0|68.0|0|0.0|100
0|2022-01-03|3164.0|0|3164.0|0|69.0|0|0.0|100
0|2022-01-04|3177.0|0|3177.0|0|69.0|0|0.0|100
0|2022-01-05|3196.0|0|3196.0|0|69.0|0|0.0|100
0|2022-01-06|3223.0|0|3223.0|0|70.0|0|0.0|100
0|2022-01-07|3247.0|0|3247.0|0|70.0|0|0.0|100
0|2022-01-08|3247.0|0|3247.0|0|70.0|0|0.0|100
0|2022-01-09|3247.0|0|3247.0|0|70.0|0|0.0|100
0|2022-01-10|3270.0|0|3270.0|0|71.0|0|0.0|100
0|2022-01-11|3297.0|0|3297.0|0|71.0|0|0.0|100
0|2022-01-12|3336.0|0|3336.0|0|71.0|0|0.0|100
0|2022-01-13|3336.0|0|3358.0|0|71.0|0|0.0|100
0|2022-01-14|3391.0|0|3391.0|0|71.0|0|0.0|100
0|2022-01-15|3391.0|0|3391.0|0|71.0|0|0.0|100
0|2022-01-16|3391.0|0|3391.0|0|71.0|0|0.0|100
0|2022-01-17|3391.0|0|0.0|100|71.0|0|0.0|100
