|dates|Brazos_Texas_UnitedStates.JHU_ConfirmedCases.data|Brazos_Texas_UnitedStates.JHU_ConfirmedCases.missing|Brazos_Texas_UnitedStates.NYT_ConfirmedCases.data|Brazos_Texas_UnitedStates.NYT_ConfirmedCases.missing|Brazos_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Brazos_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Brazos_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Brazos_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|39026.0|0|39026.0|0|364.0|0|0.0|100
0|2021-11-25|39026.0|0|39026.0|0|364.0|0|0.0|100
0|2021-11-26|39026.0|0|39026.0|0|364.0|0|0.0|100
0|2021-11-27|39026.0|0|39026.0|0|364.0|0|0.0|100
0|2021-11-28|39026.0|0|39026.0|0|364.0|0|0.0|100
0|2021-11-29|39055.0|0|39055.0|0|364.0|0|0.0|100
0|2021-11-30|39082.0|0|39082.0|0|364.0|0|0.0|100
0|2021-12-01|39111.0|0|39111.0|0|364.0|0|0.0|100
0|2021-12-02|39142.0|0|39142.0|0|364.0|0|0.0|100
0|2021-12-03|39167.0|0|39167.0|0|366.0|0|0.0|100
0|2021-12-04|39167.0|0|39167.0|0|366.0|0|0.0|100
0|2021-12-05|39167.0|0|39167.0|0|366.0|0|0.0|100
0|2021-12-06|39194.0|0|39194.0|0|366.0|0|0.0|100
0|2021-12-07|39222.0|0|39222.0|0|366.0|0|0.0|100
0|2021-12-08|39249.0|0|39249.0|0|366.0|0|0.0|100
0|2021-12-09|39274.0|0|39274.0|0|366.0|0|0.0|100
0|2021-12-10|39302.0|0|39302.0|0|368.0|0|0.0|100
0|2021-12-11|39302.0|0|39302.0|0|368.0|0|0.0|100
0|2021-12-12|39302.0|0|39302.0|0|368.0|0|0.0|100
0|2021-12-13|39324.0|0|39324.0|0|368.0|0|0.0|100
0|2021-12-14|39324.0|0|39351.0|0|368.0|0|0.0|100
0|2021-12-15|39381.0|0|39381.0|0|368.0|0|0.0|100
0|2021-12-16|39415.0|0|39415.0|0|368.0|0|0.0|100
0|2021-12-17|39446.0|0|39446.0|0|368.0|0|0.0|100
0|2021-12-18|39446.0|0|39446.0|0|368.0|0|0.0|100
0|2021-12-19|39448.0|0|39448.0|0|368.0|0|0.0|100
0|2021-12-20|39493.0|0|39493.0|0|368.0|0|0.0|100
0|2021-12-21|39549.0|0|39549.0|0|368.0|0|0.0|100
0|2021-12-22|39685.0|0|39685.0|0|368.0|0|0.0|100
0|2021-12-23|39865.0|0|39865.0|0|368.0|0|0.0|100
0|2021-12-24|39865.0|0|39865.0|0|368.0|0|0.0|100
0|2021-12-25|39865.0|0|39865.0|0|368.0|0|0.0|100
0|2021-12-26|39865.0|0|39865.0|0|368.0|0|0.0|100
0|2021-12-27|40491.0|0|40491.0|0|368.0|0|0.0|100
0|2021-12-28|40558.0|0|40558.0|0|368.0|0|0.0|100
0|2021-12-29|40641.0|0|40641.0|0|368.0|0|0.0|100
0|2021-12-30|40712.0|0|40712.0|0|368.0|0|0.0|100
0|2021-12-31|40712.0|0|40712.0|0|368.0|0|0.0|100
0|2022-01-01|40712.0|0|40712.0|0|368.0|0|0.0|100
0|2022-01-02|40712.0|0|40712.0|0|368.0|0|0.0|100
0|2022-01-03|42894.0|0|42894.0|0|368.0|0|0.0|100
0|2022-01-04|43358.0|0|43358.0|0|368.0|0|0.0|100
0|2022-01-05|43877.0|0|43877.0|0|368.0|0|0.0|100
0|2022-01-06|44709.0|0|44709.0|0|368.0|0|0.0|100
0|2022-01-07|45559.0|0|45559.0|0|368.0|0|0.0|100
0|2022-01-08|46041.0|0|46041.0|0|368.0|0|0.0|100
0|2022-01-09|46425.0|0|46425.0|0|368.0|0|0.0|100
0|2022-01-10|46882.0|0|46882.0|0|368.0|0|0.0|100
0|2022-01-11|47444.0|0|47444.0|0|368.0|0|0.0|100
0|2022-01-12|47748.0|0|47748.0|0|368.0|0|0.0|100
0|2022-01-13|47748.0|0|48387.0|0|368.0|0|0.0|100
0|2022-01-14|48387.0|0|48872.0|0|368.0|0|0.0|100
0|2022-01-15|49714.0|0|49714.0|0|368.0|0|0.0|100
0|2022-01-16|50285.0|0|50285.0|0|368.0|0|0.0|100
0|2022-01-17|50792.0|0|0.0|100|368.0|0|0.0|100
