|dates|Sioux_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Sioux_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Sioux_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Sioux_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Sioux_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Sioux_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Sioux_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Sioux_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-10-18|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-10-19|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-10-20|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-10-21|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-10-22|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-10-23|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-10-24|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-10-25|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-10-26|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-10-27|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-10-28|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-10-29|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-10-30|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-10-31|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-01|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-02|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-03|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-04|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-05|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-06|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-07|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-08|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-09|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-10|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-11|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-12|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-13|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-14|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-15|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-16|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-17|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-18|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-19|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-20|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-21|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-22|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-23|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-24|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-25|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
0|2021-11-26|711.0|0|11.0|0|1.5235457063711912|0|722.0|0
