|dates|Oswego_NewYork_UnitedStates.JHU_ConfirmedCases.data|Oswego_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Oswego_NewYork_UnitedStates.NYT_ConfirmedCases.data|Oswego_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Oswego_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Oswego_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Oswego_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Oswego_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|15742.0|0|15742.0|0|138.0|0|0.0|100
0|2021-12-17|15862.0|0|15862.0|0|138.0|0|0.0|100
0|2021-12-18|15970.0|0|15970.0|0|139.0|0|0.0|100
0|2021-12-19|16039.0|0|16039.0|0|139.0|0|0.0|100
0|2021-12-20|16106.0|0|16106.0|0|139.0|0|0.0|100
0|2021-12-21|16165.0|0|16165.0|0|139.0|0|0.0|100
0|2021-12-22|16278.0|0|16278.0|0|140.0|0|0.0|100
0|2021-12-23|16370.0|0|16370.0|0|143.0|0|0.0|100
0|2021-12-24|16491.0|0|16491.0|0|143.0|0|0.0|100
0|2021-12-25|16491.0|0|16491.0|0|143.0|0|0.0|100
0|2021-12-26|16565.0|0|16565.0|0|143.0|0|0.0|100
0|2021-12-27|16593.0|0|16593.0|0|144.0|0|0.0|100
0|2021-12-28|16628.0|0|16628.0|0|144.0|0|0.0|100
0|2021-12-29|16844.0|0|16844.0|0|146.0|0|0.0|100
0|2021-12-30|17021.0|0|17021.0|0|147.0|0|0.0|100
0|2021-12-31|17204.0|0|17204.0|0|147.0|0|0.0|100
0|2022-01-01|17204.0|0|17454.0|0|148.0|0|0.0|100
0|2022-01-02|17204.0|0|17574.0|0|148.0|0|0.0|100
0|2022-01-03|17764.0|0|17764.0|0|148.0|0|0.0|100
0|2022-01-04|17952.0|0|17952.0|0|149.0|0|0.0|100
0|2022-01-05|18144.0|0|18144.0|0|150.0|0|0.0|100
0|2022-01-06|18422.0|0|18422.0|0|151.0|0|0.0|100
0|2022-01-07|18675.0|0|18675.0|0|151.0|0|0.0|100
0|2022-01-08|19048.0|0|19048.0|0|151.0|0|0.0|100
0|2022-01-09|19323.0|0|19323.0|0|153.0|0|0.0|100
0|2022-01-10|19526.0|0|19526.0|0|153.0|0|0.0|100
0|2022-01-11|19791.0|0|19791.0|0|153.0|0|0.0|100
0|2022-01-12|20002.0|0|20002.0|0|154.0|0|0.0|100
0|2022-01-13|20002.0|0|20288.0|0|154.0|0|0.0|100
0|2022-01-14|20551.0|0|20551.0|0|155.0|0|0.0|100
0|2022-01-15|20814.0|0|20814.0|0|156.0|0|0.0|100
0|2022-01-16|21066.0|0|21066.0|0|157.0|0|0.0|100
0|2022-01-17|21220.0|0|0.0|100|157.0|0|0.0|100
