|dates|Fulton_Georgia_UnitedStates.JHU_ConfirmedCases.data|Fulton_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Fulton_Georgia_UnitedStates.NYT_ConfirmedCases.data|Fulton_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Fulton_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|130608.0|0|130929.0|0|1700.0|0|0.0|100
0|2021-10-18|130882.0|0|131211.0|0|1709.0|0|0.0|100
0|2021-10-19|130991.0|0|131320.0|0|1715.0|0|0.0|100
0|2021-10-20|131107.0|0|131436.0|0|1723.0|0|0.0|100
0|2021-10-21|131151.0|0|131480.0|0|1733.0|0|0.0|100
0|2021-10-22|131261.0|0|131590.0|0|1741.0|0|0.0|100
0|2021-10-23|131261.0|0|131590.0|0|1741.0|0|0.0|100
0|2021-10-24|131261.0|0|131590.0|0|1741.0|0|0.0|100
0|2021-10-25|131476.0|0|131817.0|0|1750.0|0|0.0|100
0|2021-10-26|131559.0|0|131900.0|0|1755.0|0|0.0|100
0|2021-10-27|131658.0|0|131999.0|0|1764.0|0|0.0|100
0|2021-10-28|131781.0|0|132122.0|0|1767.0|0|0.0|100
0|2021-10-29|131898.0|0|132239.0|0|1776.0|0|0.0|100
0|2021-10-30|131898.0|0|132239.0|0|1776.0|0|0.0|100
0|2021-10-31|131898.0|0|132239.0|0|1776.0|0|0.0|100
0|2021-11-01|132103.0|0|132449.0|0|1780.0|0|0.0|100
0|2021-11-02|132172.0|0|132518.0|0|1786.0|0|0.0|100
0|2021-11-03|132290.0|0|132636.0|0|1790.0|0|0.0|100
0|2021-11-04|132397.0|0|132743.0|0|1791.0|0|0.0|100
0|2021-11-05|132459.0|0|132805.0|0|1796.0|0|0.0|100
0|2021-11-06|132459.0|0|132805.0|0|1796.0|0|0.0|100
0|2021-11-07|132459.0|0|132805.0|0|1796.0|0|0.0|100
0|2021-11-08|132459.0|0|132805.0|0|1796.0|0|0.0|100
0|2021-11-09|132681.0|0|133027.0|0|1801.0|0|0.0|100
0|2021-11-10|132778.0|0|133124.0|0|1805.0|0|0.0|100
0|2021-11-11|132778.0|0|133124.0|0|1805.0|0|0.0|100
0|2021-11-12|133011.0|0|133357.0|0|1809.0|0|0.0|100
0|2021-11-13|133011.0|0|133357.0|0|1809.0|0|0.0|100
0|2021-11-14|133011.0|0|133357.0|0|1809.0|0|0.0|100
0|2021-11-15|133246.0|0|133610.0|0|1811.0|0|0.0|100
0|2021-11-16|133350.0|0|133714.0|0|1811.0|0|0.0|100
0|2021-11-17|133443.0|0|133807.0|0|1817.0|0|0.0|100
0|2021-11-18|133581.0|0|133945.0|0|1819.0|0|0.0|100
0|2021-11-19|133728.0|0|134092.0|0|1819.0|0|0.0|100
0|2021-11-20|133728.0|0|134092.0|0|1819.0|0|0.0|100
0|2021-11-21|133728.0|0|134092.0|0|1819.0|0|0.0|100
0|2021-11-22|133931.0|0|134313.0|0|1826.0|0|0.0|100
0|2021-11-23|134066.0|0|134448.0|0|1828.0|0|0.0|100
0|2021-11-24|134159.0|0|134541.0|0|1829.0|0|0.0|100
0|2021-11-25|134159.0|0|134541.0|0|1829.0|0|0.0|100
0|2021-11-26|134159.0|0|134541.0|0|1829.0|0|0.0|100
0|2021-11-27|134159.0|0|134541.0|0|1829.0|0|0.0|100
0|2021-11-28|134159.0|0|134541.0|0|1829.0|0|0.0|100
0|2021-11-29|134525.0|0|134907.0|0|1830.0|0|0.0|100
0|2021-11-30|134627.0|0|135029.0|0|1830.0|0|0.0|100
0|2021-12-01|134809.0|0|135211.0|0|1834.0|0|0.0|100
0|2021-12-02|134978.0|0|135380.0|0|1834.0|0|0.0|100
0|2021-12-03|135102.0|0|135504.0|0|1837.0|0|0.0|100
0|2021-12-04|135102.0|0|135504.0|0|1837.0|0|0.0|100
0|2021-12-05|135102.0|0|135504.0|0|1837.0|0|0.0|100
0|2021-12-06|135432.0|0|135854.0|0|1841.0|0|0.0|100
0|2021-12-07|135562.0|0|135984.0|0|1844.0|0|0.0|100
0|2021-12-08|135819.0|0|136241.0|0|1846.0|0|0.0|100
0|2021-12-09|135999.0|0|136421.0|0|1851.0|0|0.0|100
0|2021-12-10|136224.0|0|136646.0|0|1852.0|0|0.0|100
0|2021-12-11|136224.0|0|136646.0|0|1852.0|0|0.0|100
0|2021-12-12|136224.0|0|136646.0|0|1852.0|0|0.0|100
0|2021-12-13|136605.0|0|137036.0|0|1855.0|0|0.0|100
0|2021-12-14|136605.0|0|137202.0|0|1855.0|0|0.0|100
0|2021-12-15|137244.0|0|137675.0|0|1856.0|0|0.0|100
0|2021-12-16|137659.0|0|138090.0|0|1856.0|0|0.0|100
0|2021-12-17|138114.0|0|138545.0|0|1862.0|0|0.0|100
0|2021-12-18|138114.0|0|138545.0|0|1862.0|0|0.0|100
0|2021-12-19|138114.0|0|138545.0|0|1862.0|0|0.0|100
0|2021-12-20|139828.0|0|140282.0|0|1865.0|0|0.0|100
0|2021-12-21|140754.0|0|141208.0|0|1870.0|0|0.0|100
0|2021-12-22|142318.0|0|142772.0|0|1872.0|0|0.0|100
0|2021-12-23|144176.0|0|144630.0|0|1876.0|0|0.0|100
0|2021-12-24|145806.0|0|146260.0|0|1877.0|0|0.0|100
0|2021-12-25|145806.0|0|146260.0|0|1877.0|0|0.0|100
0|2021-12-26|145806.0|0|146260.0|0|1877.0|0|0.0|100
0|2021-12-27|150840.0|0|151323.0|0|1883.0|0|0.0|100
0|2021-12-28|152577.0|0|153060.0|0|1888.0|0|0.0|100
0|2021-12-29|155291.0|0|155774.0|0|1890.0|0|0.0|100
0|2021-12-30|158277.0|0|158760.0|0|1892.0|0|0.0|100
0|2021-12-31|161050.0|0|161533.0|0|1893.0|0|0.0|100
0|2022-01-01|161050.0|0|161533.0|0|1893.0|0|0.0|100
0|2022-01-02|161050.0|0|161533.0|0|1893.0|0|0.0|100
0|2022-01-03|161050.0|0|161533.0|0|1893.0|0|0.0|100
0|2022-01-04|168602.0|0|169085.0|0|1895.0|0|0.0|100
0|2022-01-05|171062.0|0|171545.0|0|1896.0|0|0.0|100
0|2022-01-06|171062.0|0|171545.0|0|1896.0|0|0.0|100
0|2022-01-07|171062.0|0|171545.0|0|1896.0|0|0.0|100
0|2022-01-08|171062.0|0|171545.0|0|1896.0|0|0.0|100
0|2022-01-09|171062.0|0|171545.0|0|1896.0|0|0.0|100
0|2022-01-10|180426.0|0|180943.0|0|1899.0|0|0.0|100
0|2022-01-11|182019.0|0|182536.0|0|1901.0|0|0.0|100
0|2022-01-12|183410.0|0|183927.0|0|1910.0|0|0.0|100
0|2022-01-13|183410.0|0|185525.0|0|1910.0|0|0.0|100
0|2022-01-14|186324.0|0|186841.0|0|1918.0|0|0.0|100
0|2022-01-15|186324.0|0|186841.0|0|1918.0|0|0.0|100
0|2022-01-16|186324.0|0|186841.0|0|1918.0|0|0.0|100
0|2022-01-17|188850.0|0|0.0|100|1923.0|0|0.0|100
