|dates|Love_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Love_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Love_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Love_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Love_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Love_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Love_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Love_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|2036.0|0|2036.0|0|29.0|0|0.0|100
0|2021-12-04|2036.0|0|2036.0|0|29.0|0|0.0|100
0|2021-12-05|2036.0|0|2036.0|0|29.0|0|0.0|100
0|2021-12-06|2036.0|0|2036.0|0|29.0|0|0.0|100
0|2021-12-07|2036.0|0|2036.0|0|29.0|0|0.0|100
0|2021-12-08|2045.0|0|2045.0|0|29.0|0|0.0|100
0|2021-12-09|2045.0|0|2045.0|0|29.0|0|0.0|100
0|2021-12-10|2045.0|0|2045.0|0|29.0|0|0.0|100
0|2021-12-11|2045.0|0|2045.0|0|29.0|0|0.0|100
0|2021-12-12|2045.0|0|2045.0|0|29.0|0|0.0|100
0|2021-12-13|2045.0|0|2045.0|0|29.0|0|0.0|100
0|2021-12-14|2045.0|0|2045.0|0|29.0|0|0.0|100
0|2021-12-15|2050.0|0|2050.0|0|29.0|0|0.0|100
0|2021-12-16|2050.0|0|2050.0|0|29.0|0|0.0|100
0|2021-12-17|2050.0|0|2050.0|0|29.0|0|0.0|100
0|2021-12-18|2050.0|0|2050.0|0|29.0|0|0.0|100
0|2021-12-19|2050.0|0|2050.0|0|29.0|0|0.0|100
0|2021-12-20|2050.0|0|2050.0|0|29.0|0|0.0|100
0|2021-12-21|2050.0|0|2050.0|0|29.0|0|0.0|100
0|2021-12-22|2057.0|0|2057.0|0|29.0|0|0.0|100
0|2021-12-23|2057.0|0|2057.0|0|30.0|0|0.0|100
0|2021-12-24|2057.0|0|2057.0|0|30.0|0|0.0|100
0|2021-12-25|2057.0|0|2057.0|0|30.0|0|0.0|100
0|2021-12-26|2057.0|0|2057.0|0|30.0|0|0.0|100
0|2021-12-27|2057.0|0|2057.0|0|30.0|0|0.0|100
0|2021-12-28|2057.0|0|2057.0|0|30.0|0|0.0|100
0|2021-12-29|2075.0|0|2075.0|0|30.0|0|0.0|100
0|2021-12-30|2075.0|0|2075.0|0|30.0|0|0.0|100
0|2021-12-31|2075.0|0|2075.0|0|30.0|0|0.0|100
0|2022-01-01|2075.0|0|2075.0|0|30.0|0|0.0|100
0|2022-01-02|2075.0|0|2075.0|0|30.0|0|0.0|100
0|2022-01-03|2075.0|0|2075.0|0|30.0|0|0.0|100
0|2022-01-04|2075.0|0|2075.0|0|30.0|0|0.0|100
0|2022-01-05|2142.0|0|2142.0|0|30.0|0|0.0|100
0|2022-01-06|2142.0|0|2142.0|0|30.0|0|0.0|100
0|2022-01-07|2142.0|0|2142.0|0|30.0|0|0.0|100
0|2022-01-08|2142.0|0|2142.0|0|30.0|0|0.0|100
0|2022-01-09|2142.0|0|2142.0|0|30.0|0|0.0|100
0|2022-01-10|2142.0|0|2142.0|0|30.0|0|0.0|100
0|2022-01-11|2142.0|0|2142.0|0|30.0|0|0.0|100
0|2022-01-12|2290.0|0|2290.0|0|30.0|0|0.0|100
0|2022-01-13|2290.0|0|2290.0|0|30.0|0|0.0|100
0|2022-01-14|2290.0|0|2290.0|0|30.0|0|0.0|100
0|2022-01-15|2290.0|0|2290.0|0|30.0|0|0.0|100
0|2022-01-16|2290.0|0|2290.0|0|30.0|0|0.0|100
0|2022-01-17|2290.0|0|0.0|100|30.0|0|0.0|100
