|dates|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Roosevelt_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Roosevelt_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|3538.0|0|3538.0|0|81.0|0|0.0|100
0|2022-01-04|3584.0|0|3584.0|0|82.0|0|0.0|100
0|2022-01-05|3630.0|0|3630.0|0|83.0|0|0.0|100
0|2022-01-06|3648.0|0|3648.0|0|83.0|0|0.0|100
0|2022-01-07|3706.0|0|3706.0|0|83.0|0|0.0|100
0|2022-01-08|3706.0|0|3706.0|0|83.0|0|0.0|100
0|2022-01-09|3706.0|0|3706.0|0|83.0|0|0.0|100
0|2022-01-10|3732.0|0|3732.0|0|83.0|0|0.0|100
0|2022-01-11|3773.0|0|3773.0|0|83.0|0|0.0|100
0|2022-01-12|3822.0|0|3822.0|0|83.0|0|0.0|100
0|2022-01-13|3822.0|0|3892.0|0|83.0|0|0.0|100
0|2022-01-14|3981.0|0|3981.0|0|84.0|0|0.0|100
0|2022-01-15|3981.0|0|3981.0|0|84.0|0|0.0|100
0|2022-01-16|3981.0|0|3981.0|0|84.0|0|0.0|100
0|2022-01-17|3981.0|0|0.0|100|84.0|0|0.0|100
