|dates|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Roosevelt_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Roosevelt_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2651.0|0|2651.0|0|68.0|0|0.0|100
0|2021-10-18|2671.0|0|2671.0|0|68.0|0|0.0|100
0|2021-10-19|2675.0|0|2675.0|0|68.0|0|0.0|100
0|2021-10-20|2684.0|0|2684.0|0|68.0|0|0.0|100
0|2021-10-21|2687.0|0|2687.0|0|68.0|0|0.0|100
0|2021-10-22|2691.0|0|2691.0|0|68.0|0|0.0|100
0|2021-10-23|2691.0|0|2691.0|0|68.0|0|0.0|100
0|2021-10-24|2691.0|0|2691.0|0|68.0|0|0.0|100
0|2021-10-25|2701.0|0|2701.0|0|68.0|0|0.0|100
0|2021-10-26|2715.0|0|2715.0|0|68.0|0|0.0|100
0|2021-10-27|2731.0|0|2731.0|0|68.0|0|0.0|100
0|2021-10-28|2734.0|0|2734.0|0|68.0|0|0.0|100
0|2021-10-29|2739.0|0|2739.0|0|68.0|0|0.0|100
0|2021-10-30|2739.0|0|2739.0|0|68.0|0|0.0|100
0|2021-10-31|2739.0|0|2739.0|0|68.0|0|0.0|100
0|2021-11-01|2768.0|0|2768.0|0|69.0|0|0.0|100
0|2021-11-02|2778.0|0|2778.0|0|69.0|0|0.0|100
0|2021-11-03|2792.0|0|2792.0|0|70.0|0|0.0|100
0|2021-11-04|2807.0|0|2807.0|0|70.0|0|0.0|100
0|2021-11-05|2814.0|0|2814.0|0|70.0|0|0.0|100
0|2021-11-06|2814.0|0|2814.0|0|70.0|0|0.0|100
0|2021-11-07|2814.0|0|2814.0|0|70.0|0|0.0|100
0|2021-11-08|2833.0|0|2833.0|0|70.0|0|0.0|100
0|2021-11-09|2835.0|0|2835.0|0|70.0|0|0.0|100
0|2021-11-10|2835.0|0|2835.0|0|70.0|0|0.0|100
0|2021-11-11|2835.0|0|2835.0|0|70.0|0|0.0|100
0|2021-11-12|2852.0|0|2852.0|0|70.0|0|0.0|100
0|2021-11-13|2852.0|0|2852.0|0|70.0|0|0.0|100
0|2021-11-14|2852.0|0|2852.0|0|70.0|0|0.0|100
0|2021-11-15|2858.0|0|2858.0|0|70.0|0|0.0|100
0|2021-11-16|2861.0|0|2861.0|0|70.0|0|0.0|100
0|2021-11-17|2863.0|0|2863.0|0|70.0|0|0.0|100
0|2021-11-18|2875.0|0|2875.0|0|70.0|0|0.0|100
0|2021-11-19|2940.0|0|2940.0|0|70.0|0|0.0|100
0|2021-11-20|2940.0|0|2940.0|0|70.0|0|0.0|100
0|2021-11-21|2940.0|0|2940.0|0|70.0|0|0.0|100
0|2021-11-22|2955.0|0|2955.0|0|70.0|0|0.0|100
0|2021-11-23|2959.0|0|2959.0|0|70.0|0|0.0|100
0|2021-11-24|2979.0|0|2979.0|0|71.0|0|0.0|100
0|2021-11-25|2979.0|0|2979.0|0|71.0|0|0.0|100
0|2021-11-26|2979.0|0|2979.0|0|71.0|0|0.0|100
0|2021-11-27|2979.0|0|2979.0|0|71.0|0|0.0|100
0|2021-11-28|2979.0|0|2979.0|0|71.0|0|0.0|100
0|2021-11-29|3007.0|0|3007.0|0|71.0|0|0.0|100
0|2021-11-30|3016.0|0|3016.0|0|71.0|0|0.0|100
0|2021-12-01|3044.0|0|3044.0|0|71.0|0|0.0|100
0|2021-12-02|3064.0|0|3064.0|0|71.0|0|0.0|100
0|2021-12-03|3107.0|0|3086.0|0|71.0|0|0.0|100
0|2021-12-04|3107.0|0|3107.0|0|71.0|0|0.0|100
0|2021-12-05|3107.0|0|3107.0|0|71.0|0|0.0|100
0|2021-12-06|3128.0|0|3128.0|0|71.0|0|0.0|100
0|2021-12-07|3148.0|0|3148.0|0|71.0|0|0.0|100
0|2021-12-08|3158.0|0|3158.0|0|71.0|0|0.0|100
0|2021-12-09|3181.0|0|3181.0|0|72.0|0|0.0|100
0|2021-12-10|3260.0|0|3221.0|0|72.0|0|0.0|100
0|2021-12-11|3260.0|0|3260.0|0|72.0|0|0.0|100
0|2021-12-12|3260.0|0|3260.0|0|72.0|0|0.0|100
0|2021-12-13|3288.0|0|3288.0|0|73.0|0|0.0|100
0|2021-12-14|3288.0|0|3287.0|0|73.0|0|0.0|100
0|2021-12-15|3319.0|0|3319.0|0|74.0|0|0.0|100
0|2021-12-16|3319.0|0|3345.0|0|74.0|0|0.0|100
0|2021-12-17|3387.0|0|3370.0|0|75.0|0|0.0|100
0|2021-12-18|3387.0|0|3387.0|0|75.0|0|0.0|100
0|2021-12-19|3387.0|0|3387.0|0|75.0|0|0.0|100
0|2021-12-20|3406.0|0|3406.0|0|77.0|0|0.0|100
0|2021-12-21|3408.0|0|3408.0|0|77.0|0|0.0|100
0|2021-12-22|3411.0|0|3411.0|0|79.0|0|0.0|100
0|2021-12-23|3448.0|0|3448.0|0|80.0|0|0.0|100
0|2021-12-24|3448.0|0|3448.0|0|80.0|0|0.0|100
0|2021-12-25|3448.0|0|3448.0|0|80.0|0|0.0|100
0|2021-12-26|3448.0|0|3448.0|0|80.0|0|0.0|100
0|2021-12-27|3469.0|0|3469.0|0|80.0|0|0.0|100
0|2021-12-28|3485.0|0|3485.0|0|81.0|0|0.0|100
0|2021-12-29|3506.0|0|3506.0|0|81.0|0|0.0|100
0|2021-12-30|3509.0|0|3509.0|0|81.0|0|0.0|100
0|2021-12-31|3509.0|0|3509.0|0|81.0|0|0.0|100
0|2022-01-01|3509.0|0|3509.0|0|81.0|0|0.0|100
0|2022-01-02|3509.0|0|3509.0|0|81.0|0|0.0|100
