|dates|Gonzales_Texas_UnitedStates.JHU_ConfirmedCases.data|Gonzales_Texas_UnitedStates.JHU_ConfirmedCases.missing|Gonzales_Texas_UnitedStates.NYT_ConfirmedCases.data|Gonzales_Texas_UnitedStates.NYT_ConfirmedCases.missing|Gonzales_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Gonzales_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Gonzales_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Gonzales_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3529.0|0|3529.0|0|83.0|0|0.0|100
0|2021-10-18|3530.0|0|3530.0|0|83.0|0|0.0|100
0|2021-10-19|3530.0|0|3530.0|0|83.0|0|0.0|100
0|2021-10-20|3534.0|0|3534.0|0|83.0|0|0.0|100
0|2021-10-21|3534.0|0|3534.0|0|83.0|0|0.0|100
0|2021-10-22|3535.0|0|3535.0|0|83.0|0|0.0|100
0|2021-10-23|3535.0|0|3535.0|0|83.0|0|0.0|100
0|2021-10-24|3535.0|0|3535.0|0|83.0|0|0.0|100
0|2021-10-25|3536.0|0|3536.0|0|83.0|0|0.0|100
0|2021-10-26|3536.0|0|3536.0|0|83.0|0|0.0|100
0|2021-10-27|3536.0|0|3536.0|0|83.0|0|0.0|100
0|2021-10-28|3546.0|0|3546.0|0|83.0|0|0.0|100
0|2021-10-29|3549.0|0|3549.0|0|83.0|0|0.0|100
0|2021-10-30|3549.0|0|3549.0|0|83.0|0|0.0|100
0|2021-10-31|3549.0|0|3549.0|0|83.0|0|0.0|100
0|2021-11-01|3549.0|0|3549.0|0|83.0|0|0.0|100
0|2021-11-02|3549.0|0|3549.0|0|83.0|0|0.0|100
0|2021-11-03|3549.0|0|3549.0|0|85.0|0|0.0|100
0|2021-11-04|3549.0|0|3549.0|0|85.0|0|0.0|100
0|2021-11-05|3549.0|0|3549.0|0|85.0|0|0.0|100
0|2021-11-06|3549.0|0|3549.0|0|85.0|0|0.0|100
0|2021-11-07|3549.0|0|3549.0|0|85.0|0|0.0|100
0|2021-11-08|3549.0|0|3549.0|0|85.0|0|0.0|100
0|2021-11-09|3549.0|0|3549.0|0|85.0|0|0.0|100
0|2021-11-10|3549.0|0|3549.0|0|85.0|0|0.0|100
0|2021-11-11|3549.0|0|3549.0|0|85.0|0|0.0|100
0|2021-11-12|3552.0|0|3552.0|0|85.0|0|0.0|100
0|2021-11-13|3552.0|0|3552.0|0|85.0|0|0.0|100
0|2021-11-14|3552.0|0|3552.0|0|85.0|0|0.0|100
0|2021-11-15|3552.0|0|3552.0|0|85.0|0|0.0|100
0|2021-11-16|3557.0|0|3557.0|0|85.0|0|0.0|100
0|2021-11-17|3563.0|0|3563.0|0|85.0|0|0.0|100
0|2021-11-18|3563.0|0|3563.0|0|85.0|0|0.0|100
0|2021-11-19|3571.0|0|3571.0|0|85.0|0|0.0|100
0|2021-11-20|3571.0|0|3571.0|0|85.0|0|0.0|100
0|2021-11-21|3571.0|0|3571.0|0|85.0|0|0.0|100
0|2021-11-22|3579.0|0|3579.0|0|85.0|0|0.0|100
0|2021-11-23|3579.0|0|3579.0|0|85.0|0|0.0|100
0|2021-11-24|3579.0|0|3579.0|0|85.0|0|0.0|100
0|2021-11-25|3579.0|0|3579.0|0|85.0|0|0.0|100
0|2021-11-26|3579.0|0|3579.0|0|85.0|0|0.0|100
0|2021-11-27|3579.0|0|3579.0|0|85.0|0|0.0|100
0|2021-11-28|3579.0|0|3579.0|0|85.0|0|0.0|100
0|2021-11-29|3579.0|0|3579.0|0|85.0|0|0.0|100
0|2021-11-30|3595.0|0|3595.0|0|85.0|0|0.0|100
0|2021-12-01|3597.0|0|3597.0|0|85.0|0|0.0|100
0|2021-12-02|3597.0|0|3597.0|0|85.0|0|0.0|100
0|2021-12-03|3597.0|0|3597.0|0|85.0|0|0.0|100
0|2021-12-04|3598.0|0|3598.0|0|85.0|0|0.0|100
0|2021-12-05|3599.0|0|3599.0|0|85.0|0|0.0|100
0|2021-12-06|3600.0|0|3600.0|0|85.0|0|0.0|100
0|2021-12-07|3601.0|0|3601.0|0|85.0|0|0.0|100
0|2021-12-08|3605.0|0|3605.0|0|85.0|0|0.0|100
0|2021-12-09|3607.0|0|3607.0|0|85.0|0|0.0|100
0|2021-12-10|3610.0|0|3610.0|0|86.0|0|0.0|100
0|2021-12-11|3610.0|0|3610.0|0|86.0|0|0.0|100
0|2021-12-12|3610.0|0|3610.0|0|86.0|0|0.0|100
0|2021-12-13|3610.0|0|3610.0|0|86.0|0|0.0|100
0|2021-12-14|3610.0|0|3610.0|0|86.0|0|0.0|100
0|2021-12-15|3613.0|0|3613.0|0|86.0|0|0.0|100
0|2021-12-16|3615.0|0|3615.0|0|86.0|0|0.0|100
0|2021-12-17|3615.0|0|3615.0|0|87.0|0|0.0|100
0|2021-12-18|3617.0|0|3617.0|0|87.0|0|0.0|100
0|2021-12-19|3617.0|0|3617.0|0|87.0|0|0.0|100
0|2021-12-20|3618.0|0|3618.0|0|87.0|0|0.0|100
0|2021-12-21|3619.0|0|3619.0|0|87.0|0|0.0|100
0|2021-12-22|3620.0|0|3620.0|0|87.0|0|0.0|100
0|2021-12-23|3625.0|0|3625.0|0|87.0|0|0.0|100
0|2021-12-24|3625.0|0|3625.0|0|87.0|0|0.0|100
0|2021-12-25|3625.0|0|3625.0|0|87.0|0|0.0|100
0|2021-12-26|3625.0|0|3625.0|0|87.0|0|0.0|100
0|2021-12-27|3630.0|0|3630.0|0|87.0|0|0.0|100
0|2021-12-28|3634.0|0|3634.0|0|88.0|0|0.0|100
0|2021-12-29|3641.0|0|3641.0|0|88.0|0|0.0|100
0|2021-12-30|3643.0|0|3643.0|0|88.0|0|0.0|100
0|2021-12-31|3643.0|0|3643.0|0|88.0|0|0.0|100
0|2022-01-01|3643.0|0|3643.0|0|88.0|0|0.0|100
0|2022-01-02|3643.0|0|3643.0|0|88.0|0|0.0|100
0|2022-01-03|3689.0|0|3689.0|0|88.0|0|0.0|100
0|2022-01-04|3699.0|0|3699.0|0|89.0|0|0.0|100
0|2022-01-05|3718.0|0|3718.0|0|89.0|0|0.0|100
0|2022-01-06|3734.0|0|3734.0|0|89.0|0|0.0|100
0|2022-01-07|3754.0|0|3754.0|0|89.0|0|0.0|100
0|2022-01-08|3793.0|0|3793.0|0|90.0|0|0.0|100
0|2022-01-09|3800.0|0|3800.0|0|90.0|0|0.0|100
0|2022-01-10|3817.0|0|3817.0|0|90.0|0|0.0|100
0|2022-01-11|3839.0|0|3839.0|0|90.0|0|0.0|100
0|2022-01-12|3862.0|0|3862.0|0|90.0|0|0.0|100
0|2022-01-13|3862.0|0|3885.0|0|90.0|0|0.0|100
0|2022-01-14|3885.0|0|3944.0|0|90.0|0|0.0|100
0|2022-01-15|3988.0|0|3988.0|0|91.0|0|0.0|100
0|2022-01-16|4007.0|0|4007.0|0|91.0|0|0.0|100
0|2022-01-17|4046.0|0|0.0|100|91.0|0|0.0|100
