|dates|Ceiba_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Ceiba_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Ceiba_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Ceiba_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Ceiba_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Ceiba_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Ceiba_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Ceiba_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-02|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-03|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-04|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-05|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-06|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-07|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-08|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-09|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-10|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-11|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-12|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-13|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-14|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-15|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-16|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-17|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-18|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-19|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
0|2020-01-20|3107.5|0|363.0|0|10.45958795562599|0|3470.5|0
