|dates|SaltLake_Utah_UnitedStates.JHU_ConfirmedCases.data|SaltLake_Utah_UnitedStates.JHU_ConfirmedCases.missing|SaltLake_Utah_UnitedStates.NYT_ConfirmedCases.data|SaltLake_Utah_UnitedStates.NYT_ConfirmedCases.missing|SaltLake_Utah_UnitedStates.JHU_ConfirmedDeaths.data|SaltLake_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|SaltLake_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|SaltLake_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-28|223678.0|0|223678.0|0|1310.0|0|0.0|100
0|2021-12-29|225040.0|0|225040.0|0|1312.0|0|0.0|100
0|2021-12-30|226602.0|0|226602.0|0|1314.0|0|0.0|100
0|2021-12-31|226602.0|0|226602.0|0|1314.0|0|0.0|100
0|2022-01-01|226602.0|0|226602.0|0|1314.0|0|0.0|100
0|2022-01-02|226602.0|0|226602.0|0|1314.0|0|0.0|100
0|2022-01-03|233157.0|0|233157.0|0|1315.0|0|0.0|100
0|2022-01-04|235267.0|0|235267.0|0|1318.0|0|0.0|100
0|2022-01-05|238865.0|0|238865.0|0|1353.0|0|0.0|100
0|2022-01-06|243005.0|0|243005.0|0|1358.0|0|0.0|100
0|2022-01-07|247610.0|0|247610.0|0|1366.0|0|0.0|100
0|2022-01-08|247610.0|0|247610.0|0|1366.0|0|0.0|100
0|2022-01-09|247610.0|0|247610.0|0|1366.0|0|0.0|100
0|2022-01-10|258942.0|0|258942.0|0|1368.0|0|0.0|100
0|2022-01-11|263369.0|0|263369.0|0|1373.0|0|0.0|100
0|2022-01-12|267879.0|0|267879.0|0|1375.0|0|0.0|100
0|2022-01-13|267879.0|0|273659.0|0|1375.0|0|0.0|100
0|2022-01-14|278477.0|0|278477.0|0|1380.0|0|0.0|100
0|2022-01-15|278477.0|0|278477.0|0|1380.0|0|0.0|100
0|2022-01-16|278477.0|0|278477.0|0|1380.0|0|0.0|100
0|2022-01-17|278477.0|0|0.0|100|1380.0|0|0.0|100
