|dates|SaltLake_Utah_UnitedStates.JHU_ConfirmedCases.data|SaltLake_Utah_UnitedStates.JHU_ConfirmedCases.missing|SaltLake_Utah_UnitedStates.NYT_ConfirmedCases.data|SaltLake_Utah_UnitedStates.NYT_ConfirmedCases.missing|SaltLake_Utah_UnitedStates.JHU_ConfirmedDeaths.data|SaltLake_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|SaltLake_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|SaltLake_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|188954.0|0|188954.0|0|1120.0|0|0.0|100
0|2021-10-18|189906.0|0|189906.0|0|1127.0|0|0.0|100
0|2021-10-19|190297.0|0|190297.0|0|1130.0|0|0.0|100
0|2021-10-20|190744.0|0|190744.0|0|1133.0|0|0.0|100
0|2021-10-21|191461.0|0|191461.0|0|1136.0|0|0.0|100
0|2021-10-22|191988.0|0|191988.0|0|1139.0|0|0.0|100
0|2021-10-23|191988.0|0|191988.0|0|1139.0|0|0.0|100
0|2021-10-24|191988.0|0|191988.0|0|1139.0|0|0.0|100
0|2021-10-25|193145.0|0|193145.0|0|1142.0|0|0.0|100
0|2021-10-26|193665.0|0|193665.0|0|1143.0|0|0.0|100
0|2021-10-27|194342.0|0|194342.0|0|1150.0|0|0.0|100
0|2021-10-28|194961.0|0|194961.0|0|1152.0|0|0.0|100
0|2021-10-29|195587.0|0|195587.0|0|1156.0|0|0.0|100
0|2021-10-30|195587.0|0|195587.0|0|1156.0|0|0.0|100
0|2021-10-31|195587.0|0|195587.0|0|1156.0|0|0.0|100
0|2021-11-01|196671.0|0|196671.0|0|1169.0|0|0.0|100
0|2021-11-02|197067.0|0|197067.0|0|1172.0|0|0.0|100
0|2021-11-03|197772.0|0|197772.0|0|1176.0|0|0.0|100
0|2021-11-04|198457.0|0|198457.0|0|1180.0|0|0.0|100
0|2021-11-05|199049.0|0|199049.0|0|1180.0|0|0.0|100
0|2021-11-06|199049.0|0|199049.0|0|1180.0|0|0.0|100
0|2021-11-07|199049.0|0|199049.0|0|1180.0|0|0.0|100
0|2021-11-08|200328.0|0|200328.0|0|1180.0|0|0.0|100
0|2021-11-09|200859.0|0|200859.0|0|1182.0|0|0.0|100
0|2021-11-10|201316.0|0|201316.0|0|1186.0|0|0.0|100
0|2021-11-11|201316.0|0|201316.0|0|1186.0|0|0.0|100
0|2021-11-12|202568.0|0|202568.0|0|1191.0|0|0.0|100
0|2021-11-13|202568.0|0|202568.0|0|1191.0|0|0.0|100
0|2021-11-14|202568.0|0|202568.0|0|1191.0|0|0.0|100
0|2021-11-15|204142.0|0|204142.0|0|1196.0|0|0.0|100
0|2021-11-16|204518.0|0|204518.0|0|1200.0|0|0.0|100
0|2021-11-17|205239.0|0|205239.0|0|1203.0|0|0.0|100
0|2021-11-18|205843.0|0|205843.0|0|1207.0|0|0.0|100
0|2021-11-19|206496.0|0|206496.0|0|1213.0|0|0.0|100
0|2021-11-20|206496.0|0|206496.0|0|1213.0|0|0.0|100
0|2021-11-21|206496.0|0|206496.0|0|1213.0|0|0.0|100
0|2021-11-22|207843.0|0|207843.0|0|1219.0|0|0.0|100
0|2021-11-23|208196.0|0|208196.0|0|1225.0|0|0.0|100
0|2021-11-24|208805.0|0|208805.0|0|1228.0|0|0.0|100
0|2021-11-25|208805.0|0|208805.0|0|1228.0|0|0.0|100
0|2021-11-26|209677.0|0|209677.0|0|1230.0|0|0.0|100
0|2021-11-27|209677.0|0|209677.0|0|1230.0|0|0.0|100
0|2021-11-28|209677.0|0|209677.0|0|1230.0|0|0.0|100
0|2021-11-29|210547.0|0|210547.0|0|1235.0|0|0.0|100
0|2021-11-30|210937.0|0|210937.0|0|1243.0|0|0.0|100
0|2021-12-01|211688.0|0|211688.0|0|1248.0|0|0.0|100
0|2021-12-02|212365.0|0|212365.0|0|1248.0|0|0.0|100
0|2021-12-03|213068.0|0|213068.0|0|1257.0|0|0.0|100
0|2021-12-04|213068.0|0|213068.0|0|1257.0|0|0.0|100
0|2021-12-05|213068.0|0|213068.0|0|1257.0|0|0.0|100
0|2021-12-06|214241.0|0|214241.0|0|1263.0|0|0.0|100
0|2021-12-07|214619.0|0|214619.0|0|1264.0|0|0.0|100
0|2021-12-08|215111.0|0|215111.0|0|1271.0|0|0.0|100
0|2021-12-09|215661.0|0|215661.0|0|1276.0|0|0.0|100
0|2021-12-10|216146.0|0|216146.0|0|1277.0|0|0.0|100
0|2021-12-11|216146.0|0|216146.0|0|1277.0|0|0.0|100
0|2021-12-12|216146.0|0|216146.0|0|1277.0|0|0.0|100
0|2021-12-13|217164.0|0|217164.0|0|1281.0|0|0.0|100
0|2021-12-14|217164.0|0|217461.0|0|1281.0|0|0.0|100
0|2021-12-15|217953.0|0|217953.0|0|1288.0|0|0.0|100
0|2021-12-16|218361.0|0|218361.0|0|1289.0|0|0.0|100
0|2021-12-17|218701.0|0|218701.0|0|1292.0|0|0.0|100
0|2021-12-18|218701.0|0|218701.0|0|1292.0|0|0.0|100
0|2021-12-19|218701.0|0|218701.0|0|1292.0|0|0.0|100
0|2021-12-20|219652.0|0|219652.0|0|1294.0|0|0.0|100
0|2021-12-21|219976.0|0|219976.0|0|1298.0|0|0.0|100
0|2021-12-22|220495.0|0|220495.0|0|1302.0|0|0.0|100
0|2021-12-23|221014.0|0|221014.0|0|1303.0|0|0.0|100
0|2021-12-24|221014.0|0|221014.0|0|1303.0|0|0.0|100
0|2021-12-25|221014.0|0|221014.0|0|1303.0|0|0.0|100
0|2021-12-26|221014.0|0|221014.0|0|1303.0|0|0.0|100
0|2021-12-27|222912.0|0|222912.0|0|1308.0|0|0.0|100
