|dates|Fayette_Georgia_UnitedStates.JHU_ConfirmedCases.data|Fayette_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Georgia_UnitedStates.NYT_ConfirmedCases.data|Fayette_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Fayette_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-07|17079.0|0|17097.0|0|254.0|0|0.0|100
0|2022-01-08|17079.0|0|17097.0|0|254.0|0|0.0|100
0|2022-01-09|17079.0|0|17097.0|0|254.0|0|0.0|100
0|2022-01-10|18100.0|0|18120.0|0|257.0|0|0.0|100
0|2022-01-11|18373.0|0|18393.0|0|258.0|0|0.0|100
0|2022-01-12|18494.0|0|18514.0|0|259.0|0|0.0|100
0|2022-01-13|18494.0|0|18714.0|0|259.0|0|0.0|100
0|2022-01-14|18846.0|0|18866.0|0|259.0|0|0.0|100
0|2022-01-15|18846.0|0|18866.0|0|259.0|0|0.0|100
0|2022-01-16|18846.0|0|18866.0|0|259.0|0|0.0|100
0|2022-01-17|19107.0|0|0.0|100|262.0|0|0.0|100
