|dates|Eaton_Michigan_UnitedStates.JHU_ConfirmedCases.data|Eaton_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Eaton_Michigan_UnitedStates.NYT_ConfirmedCases.data|Eaton_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Eaton_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Eaton_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Eaton_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Eaton_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|12716.0|0|12716.0|0|236.0|0|0.0|100
0|2021-10-18|12818.0|0|12818.0|0|236.0|0|0.0|100
0|2021-10-19|12818.0|0|12818.0|0|236.0|0|0.0|100
0|2021-10-20|12905.0|0|12905.0|0|237.0|0|0.0|100
0|2021-10-21|12905.0|0|12905.0|0|237.0|0|0.0|100
0|2021-10-22|13034.0|0|13034.0|0|241.0|0|0.0|100
0|2021-10-23|13034.0|0|13034.0|0|241.0|0|0.0|100
0|2021-10-24|13034.0|0|13034.0|0|241.0|0|0.0|100
0|2021-10-25|13121.0|0|13121.0|0|242.0|0|0.0|100
0|2021-10-26|13121.0|0|13121.0|0|242.0|0|0.0|100
0|2021-10-27|13207.0|0|13207.0|0|245.0|0|0.0|100
0|2021-10-28|13207.0|0|13207.0|0|245.0|0|0.0|100
0|2021-10-29|13325.0|0|13325.0|0|247.0|0|0.0|100
0|2021-10-30|13325.0|0|13325.0|0|247.0|0|0.0|100
0|2021-10-31|13325.0|0|13325.0|0|247.0|0|0.0|100
0|2021-11-01|13451.0|0|13451.0|0|247.0|0|0.0|100
0|2021-11-02|13451.0|0|13451.0|0|247.0|0|0.0|100
0|2021-11-03|13637.0|0|13637.0|0|249.0|0|0.0|100
0|2021-11-04|13637.0|0|13637.0|0|249.0|0|0.0|100
0|2021-11-05|13793.0|0|13793.0|0|249.0|0|0.0|100
0|2021-11-06|13793.0|0|13793.0|0|249.0|0|0.0|100
0|2021-11-07|13793.0|0|13793.0|0|249.0|0|0.0|100
0|2021-11-08|13967.0|0|13967.0|0|249.0|0|0.0|100
0|2021-11-09|13967.0|0|13967.0|0|249.0|0|0.0|100
0|2021-11-10|13967.0|0|14087.0|0|249.0|0|0.0|100
0|2021-11-11|14087.0|0|14087.0|0|254.0|0|0.0|100
0|2021-11-12|14371.0|0|14371.0|0|254.0|0|0.0|100
0|2021-11-13|14371.0|0|14371.0|0|254.0|0|0.0|100
0|2021-11-14|14371.0|0|14371.0|0|254.0|0|0.0|100
0|2021-11-15|14686.0|0|14686.0|0|255.0|0|0.0|100
0|2021-11-16|14686.0|0|14686.0|0|255.0|0|0.0|100
0|2021-11-17|14963.0|0|14963.0|0|261.0|0|0.0|100
0|2021-11-18|14963.0|0|14963.0|0|261.0|0|0.0|100
0|2021-11-19|15227.0|0|15227.0|0|264.0|0|0.0|100
0|2021-11-20|15227.0|0|15227.0|0|264.0|0|0.0|100
0|2021-11-21|15227.0|0|15227.0|0|264.0|0|0.0|100
0|2021-11-22|15491.0|0|15491.0|0|268.0|0|0.0|100
0|2021-11-23|15491.0|0|15491.0|0|268.0|0|0.0|100
0|2021-11-24|15736.0|0|15736.0|0|276.0|0|0.0|100
0|2021-11-25|15736.0|0|15736.0|0|276.0|0|0.0|100
0|2021-11-26|15736.0|0|15736.0|0|276.0|0|0.0|100
0|2021-11-27|15736.0|0|15736.0|0|276.0|0|0.0|100
0|2021-11-28|15736.0|0|15736.0|0|276.0|0|0.0|100
0|2021-11-29|16039.0|0|16039.0|0|279.0|0|0.0|100
0|2021-11-30|16039.0|0|16039.0|0|279.0|0|0.0|100
0|2021-12-01|16288.0|0|16288.0|0|282.0|0|0.0|100
0|2021-12-02|16288.0|0|16288.0|0|282.0|0|0.0|100
0|2021-12-03|16523.0|0|16523.0|0|285.0|0|0.0|100
0|2021-12-04|16523.0|0|16523.0|0|285.0|0|0.0|100
0|2021-12-05|16523.0|0|16523.0|0|285.0|0|0.0|100
0|2021-12-06|16728.0|0|16728.0|0|288.0|0|0.0|100
0|2021-12-07|16728.0|0|16728.0|0|288.0|0|0.0|100
0|2021-12-08|16940.0|0|16940.0|0|291.0|0|0.0|100
0|2021-12-09|16940.0|0|16940.0|0|291.0|0|0.0|100
0|2021-12-10|17064.0|0|17064.0|0|295.0|0|0.0|100
0|2021-12-11|17064.0|0|17064.0|0|295.0|0|0.0|100
0|2021-12-12|17064.0|0|17064.0|0|295.0|0|0.0|100
0|2021-12-13|17272.0|0|17272.0|0|298.0|0|0.0|100
0|2021-12-14|17272.0|0|17272.0|0|298.0|0|0.0|100
0|2021-12-15|17422.0|0|17422.0|0|302.0|0|0.0|100
0|2021-12-16|17422.0|0|17422.0|0|302.0|0|0.0|100
0|2021-12-17|17567.0|0|17567.0|0|310.0|0|0.0|100
0|2021-12-18|17567.0|0|17567.0|0|310.0|0|0.0|100
0|2021-12-19|17567.0|0|17567.0|0|310.0|0|0.0|100
0|2021-12-20|17729.0|0|17729.0|0|311.0|0|0.0|100
0|2021-12-21|17729.0|0|17729.0|0|311.0|0|0.0|100
0|2021-12-22|17861.0|0|17861.0|0|313.0|0|0.0|100
