|dates|Hidalgo_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hidalgo_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hidalgo_Texas_UnitedStates.Male_Total_Population.data|Hidalgo_Texas_UnitedStates.Male_Total_Population.missing|Hidalgo_Texas_UnitedStates.Female_Total_Population.data|Hidalgo_Texas_UnitedStates.Female_Total_Population.missing|Hidalgo_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hidalgo_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-10-18|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-10-19|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-10-20|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-10-21|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-10-22|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-10-23|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-10-24|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-10-25|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-10-26|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-10-27|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-10-28|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-10-29|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-10-30|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-10-31|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-01|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-02|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-03|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-04|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-05|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-06|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-07|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-08|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-09|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-10|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-11|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-12|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-13|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-14|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-15|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-16|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-17|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-18|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-19|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-20|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-21|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-22|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-23|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-24|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-25|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-26|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-27|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-28|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-29|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-11-30|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-01|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-02|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-03|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-04|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-05|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-06|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-07|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-08|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-09|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-10|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-11|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-12|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-13|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-14|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-15|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-16|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-17|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-18|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-19|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-20|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-21|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-22|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-23|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-24|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-25|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-26|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-27|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-28|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-29|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-30|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2021-12-31|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-01|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-02|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-03|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-04|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-05|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-06|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-07|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-08|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-09|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-10|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-11|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-12|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-13|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-14|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-15|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-16|96025.0|0|424482.0|0|441457.0|0|281965.0|0
0|2022-01-17|96025.0|0|424482.0|0|441457.0|0|281965.0|0
