|dates|Pope_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Pope_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Pope_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Pope_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Pope_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Pope_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Pope_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Pope_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1532.0|0|1532.0|0|8.0|0|0.0|100
0|2021-10-18|1537.0|0|1537.0|0|8.0|0|0.0|100
0|2021-10-19|1588.0|0|1588.0|0|8.0|0|0.0|100
0|2021-10-20|1590.0|0|1590.0|0|8.0|0|0.0|100
0|2021-10-21|1612.0|0|1612.0|0|8.0|0|0.0|100
0|2021-10-22|1614.0|0|1614.0|0|8.0|0|0.0|100
0|2021-10-23|1614.0|0|1614.0|0|8.0|0|0.0|100
0|2021-10-24|1614.0|0|1614.0|0|8.0|0|0.0|100
0|2021-10-25|1619.0|0|1619.0|0|8.0|0|0.0|100
0|2021-10-26|1634.0|0|1634.0|0|8.0|0|0.0|100
0|2021-10-27|1646.0|0|1646.0|0|8.0|0|0.0|100
0|2021-10-28|1657.0|0|1657.0|0|9.0|0|0.0|100
0|2021-10-29|1668.0|0|1668.0|0|9.0|0|0.0|100
0|2021-10-30|1668.0|0|1668.0|0|9.0|0|0.0|100
0|2021-10-31|1668.0|0|1668.0|0|9.0|0|0.0|100
0|2021-11-01|1703.0|0|1703.0|0|10.0|0|0.0|100
0|2021-11-02|1719.0|0|1719.0|0|10.0|0|0.0|100
0|2021-11-03|1743.0|0|1743.0|0|10.0|0|0.0|100
0|2021-11-04|1763.0|0|1763.0|0|10.0|0|0.0|100
0|2021-11-05|1780.0|0|1780.0|0|10.0|0|0.0|100
0|2021-11-06|1780.0|0|1780.0|0|10.0|0|0.0|100
0|2021-11-07|1780.0|0|1780.0|0|10.0|0|0.0|100
0|2021-11-08|1797.0|0|1797.0|0|10.0|0|0.0|100
0|2021-11-09|1821.0|0|1821.0|0|10.0|0|0.0|100
0|2021-11-10|1841.0|0|1841.0|0|10.0|0|0.0|100
0|2021-11-11|1858.0|0|1858.0|0|10.0|0|0.0|100
0|2021-11-12|1863.0|0|1863.0|0|10.0|0|0.0|100
0|2021-11-13|1863.0|0|1863.0|0|10.0|0|0.0|100
0|2021-11-14|1863.0|0|1863.0|0|10.0|0|0.0|100
0|2021-11-15|1873.0|0|1873.0|0|10.0|0|0.0|100
0|2021-11-16|1881.0|0|1881.0|0|10.0|0|0.0|100
0|2021-11-17|1928.0|0|1928.0|0|10.0|0|0.0|100
0|2021-11-18|1945.0|0|1945.0|0|10.0|0|0.0|100
0|2021-11-19|1962.0|0|1962.0|0|10.0|0|0.0|100
0|2021-11-20|1962.0|0|1962.0|0|10.0|0|0.0|100
0|2021-11-21|1962.0|0|1962.0|0|10.0|0|0.0|100
0|2021-11-22|1964.0|0|1964.0|0|10.0|0|0.0|100
0|2021-11-23|1986.0|0|1986.0|0|10.0|0|0.0|100
0|2021-11-24|2012.0|0|2012.0|0|10.0|0|0.0|100
0|2021-11-25|2012.0|0|2012.0|0|10.0|0|0.0|100
0|2021-11-26|2032.0|0|2032.0|0|10.0|0|0.0|100
0|2021-11-27|2032.0|0|2032.0|0|10.0|0|0.0|100
0|2021-11-28|2032.0|0|2032.0|0|10.0|0|0.0|100
0|2021-11-29|2038.0|0|2038.0|0|10.0|0|0.0|100
0|2021-11-30|2067.0|0|2067.0|0|10.0|0|0.0|100
0|2021-12-01|2074.0|0|2074.0|0|10.0|0|0.0|100
0|2021-12-02|2094.0|0|2094.0|0|10.0|0|0.0|100
0|2021-12-03|2099.0|0|2099.0|0|10.0|0|0.0|100
0|2021-12-04|2099.0|0|2099.0|0|10.0|0|0.0|100
0|2021-12-05|2099.0|0|2099.0|0|10.0|0|0.0|100
0|2021-12-06|2103.0|0|2103.0|0|10.0|0|0.0|100
0|2021-12-07|2116.0|0|2116.0|0|10.0|0|0.0|100
0|2021-12-08|2117.0|0|2117.0|0|10.0|0|0.0|100
0|2021-12-09|2121.0|0|2121.0|0|10.0|0|0.0|100
0|2021-12-10|2125.0|0|2125.0|0|10.0|0|0.0|100
0|2021-12-11|2125.0|0|2125.0|0|10.0|0|0.0|100
0|2021-12-12|2125.0|0|2125.0|0|10.0|0|0.0|100
0|2021-12-13|2141.0|0|2141.0|0|10.0|0|0.0|100
0|2021-12-14|2141.0|0|2197.0|0|10.0|0|0.0|100
0|2021-12-15|2213.0|0|2213.0|0|10.0|0|0.0|100
0|2021-12-16|2225.0|0|2225.0|0|12.0|0|0.0|100
0|2021-12-17|2233.0|0|2233.0|0|12.0|0|0.0|100
0|2021-12-18|2233.0|0|2233.0|0|12.0|0|0.0|100
0|2021-12-19|2233.0|0|2233.0|0|12.0|0|0.0|100
0|2021-12-20|2238.0|0|2238.0|0|13.0|0|0.0|100
0|2021-12-21|2246.0|0|2246.0|0|13.0|0|0.0|100
0|2021-12-22|2253.0|0|2253.0|0|13.0|0|0.0|100
0|2021-12-23|2259.0|0|2259.0|0|14.0|0|0.0|100
0|2021-12-24|2259.0|0|2259.0|0|14.0|0|0.0|100
0|2021-12-25|2259.0|0|2259.0|0|14.0|0|0.0|100
0|2021-12-26|2259.0|0|2259.0|0|14.0|0|0.0|100
0|2021-12-27|2260.0|0|2260.0|0|14.0|0|0.0|100
0|2021-12-28|2266.0|0|2266.0|0|14.0|0|0.0|100
0|2021-12-29|2272.0|0|2272.0|0|14.0|0|0.0|100
0|2021-12-30|2279.0|0|2279.0|0|14.0|0|0.0|100
0|2021-12-31|2279.0|0|2279.0|0|14.0|0|0.0|100
0|2022-01-01|2279.0|0|2279.0|0|14.0|0|0.0|100
0|2022-01-02|2279.0|0|2279.0|0|14.0|0|0.0|100
0|2022-01-03|2282.0|0|2282.0|0|14.0|0|0.0|100
0|2022-01-04|2292.0|0|2292.0|0|14.0|0|0.0|100
0|2022-01-05|2312.0|0|2312.0|0|14.0|0|0.0|100
0|2022-01-06|2317.0|0|2317.0|0|14.0|0|0.0|100
0|2022-01-07|2324.0|0|2324.0|0|14.0|0|0.0|100
0|2022-01-08|2324.0|0|2324.0|0|14.0|0|0.0|100
0|2022-01-09|2324.0|0|2324.0|0|14.0|0|0.0|100
0|2022-01-10|2331.0|0|2331.0|0|14.0|0|0.0|100
0|2022-01-11|2357.0|0|2357.0|0|14.0|0|0.0|100
0|2022-01-12|2362.0|0|2362.0|0|14.0|0|0.0|100
0|2022-01-13|2362.0|0|2375.0|0|14.0|0|0.0|100
0|2022-01-14|2382.0|0|2382.0|0|14.0|0|0.0|100
0|2022-01-15|2382.0|0|2382.0|0|14.0|0|0.0|100
0|2022-01-16|2382.0|0|2382.0|0|14.0|0|0.0|100
0|2022-01-17|2382.0|0|0.0|100|14.0|0|0.0|100
