|dates|Lafayette_Florida_UnitedStates.JHU_ConfirmedCases.data|Lafayette_Florida_UnitedStates.JHU_ConfirmedCases.missing|Lafayette_Florida_UnitedStates.NYT_ConfirmedCases.data|Lafayette_Florida_UnitedStates.NYT_ConfirmedCases.missing|Lafayette_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Lafayette_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Lafayette_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Lafayette_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|2230.0|0|2230.0|0|26.0|0|0.0|100
0|2021-12-18|2230.0|0|2230.0|0|26.0|0|0.0|100
0|2021-12-19|2230.0|0|2230.0|0|26.0|0|0.0|100
0|2021-12-20|2230.0|0|2230.0|0|26.0|0|0.0|100
0|2021-12-21|2230.0|0|2230.0|0|26.0|0|0.0|100
0|2021-12-22|2230.0|0|2230.0|0|26.0|0|0.0|100
0|2021-12-23|2230.0|0|2230.0|0|26.0|0|0.0|100
0|2021-12-24|2230.0|0|2232.0|0|26.0|0|0.0|100
0|2021-12-25|2232.0|0|2232.0|0|26.0|0|0.0|100
0|2021-12-26|2232.0|0|2232.0|0|26.0|0|0.0|100
0|2021-12-27|2232.0|0|2232.0|0|26.0|0|0.0|100
0|2021-12-28|2232.0|0|2232.0|0|26.0|0|0.0|100
0|2021-12-29|2232.0|0|2232.0|0|26.0|0|0.0|100
0|2021-12-30|2232.0|0|2232.0|0|26.0|0|0.0|100
0|2021-12-31|2250.0|0|2250.0|0|26.0|0|0.0|100
0|2022-01-01|2250.0|0|2250.0|0|26.0|0|0.0|100
0|2022-01-02|2250.0|0|2250.0|0|26.0|0|0.0|100
0|2022-01-03|2250.0|0|2250.0|0|26.0|0|0.0|100
0|2022-01-04|2250.0|0|2250.0|0|26.0|0|0.0|100
0|2022-01-05|2250.0|0|2250.0|0|26.0|0|0.0|100
0|2022-01-06|2250.0|0|2250.0|0|26.0|0|0.0|100
0|2022-01-07|2274.0|0|2274.0|0|26.0|0|0.0|100
0|2022-01-08|2274.0|0|2274.0|0|26.0|0|0.0|100
0|2022-01-09|2274.0|0|2274.0|0|26.0|0|0.0|100
0|2022-01-10|2274.0|0|2274.0|0|26.0|0|0.0|100
0|2022-01-11|2274.0|0|2274.0|0|26.0|0|0.0|100
0|2022-01-12|2274.0|0|2274.0|0|51.0|0|0.0|100
0|2022-01-13|2274.0|0|2274.0|0|51.0|0|0.0|100
0|2022-01-14|2274.0|0|2361.0|0|51.0|0|0.0|100
0|2022-01-15|2361.0|0|2361.0|0|51.0|0|0.0|100
0|2022-01-16|2361.0|0|2361.0|0|51.0|0|0.0|100
0|2022-01-17|2361.0|0|0.0|100|51.0|0|0.0|100
