|dates|Lincoln_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Lincoln_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Lincoln_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|3667.0|0|3667.0|0|57.0|0|0.0|100
0|2021-11-21|3667.0|0|3667.0|0|57.0|0|0.0|100
0|2021-11-22|3668.0|0|3668.0|0|57.0|0|0.0|100
0|2021-11-23|3673.0|0|3673.0|0|57.0|0|0.0|100
0|2021-11-24|3675.0|0|3675.0|0|57.0|0|0.0|100
0|2021-11-25|3676.0|0|3676.0|0|57.0|0|0.0|100
0|2021-11-26|3676.0|0|3676.0|0|57.0|0|0.0|100
0|2021-11-27|3677.0|0|3677.0|0|57.0|0|0.0|100
0|2021-11-28|3679.0|0|3679.0|0|57.0|0|0.0|100
0|2021-11-29|3679.0|0|3679.0|0|57.0|0|0.0|100
0|2021-11-30|3679.0|0|3697.0|0|57.0|0|0.0|100
0|2021-12-01|3699.0|0|3699.0|0|57.0|0|0.0|100
0|2021-12-02|3705.0|0|3705.0|0|58.0|0|0.0|100
0|2021-12-03|3714.0|0|3714.0|0|58.0|0|0.0|100
0|2021-12-04|3718.0|0|3718.0|0|58.0|0|0.0|100
0|2021-12-05|3719.0|0|3719.0|0|58.0|0|0.0|100
0|2021-12-06|3720.0|0|3720.0|0|58.0|0|0.0|100
0|2021-12-07|3729.0|0|3729.0|0|58.0|0|0.0|100
0|2021-12-08|3731.0|0|3731.0|0|58.0|0|0.0|100
0|2021-12-09|3734.0|0|3734.0|0|58.0|0|0.0|100
0|2021-12-10|3758.0|0|3758.0|0|58.0|0|0.0|100
0|2021-12-11|3761.0|0|3761.0|0|58.0|0|0.0|100
0|2021-12-12|3761.0|0|3761.0|0|58.0|0|0.0|100
0|2021-12-13|3761.0|0|3761.0|0|58.0|0|0.0|100
0|2021-12-14|3761.0|0|3769.0|0|58.0|0|0.0|100
0|2021-12-15|3774.0|0|3774.0|0|58.0|0|0.0|100
0|2021-12-16|3776.0|0|3776.0|0|58.0|0|0.0|100
0|2021-12-17|3784.0|0|3784.0|0|58.0|0|0.0|100
0|2021-12-18|3786.0|0|3786.0|0|58.0|0|0.0|100
0|2021-12-19|3787.0|0|3787.0|0|58.0|0|0.0|100
0|2021-12-20|3788.0|0|3788.0|0|58.0|0|0.0|100
0|2021-12-21|3790.0|0|3790.0|0|58.0|0|0.0|100
0|2021-12-22|3795.0|0|3795.0|0|58.0|0|0.0|100
0|2021-12-23|3815.0|0|3815.0|0|58.0|0|0.0|100
0|2021-12-24|3822.0|0|3822.0|0|58.0|0|0.0|100
0|2021-12-25|3824.0|0|3824.0|0|58.0|0|0.0|100
0|2021-12-26|3824.0|0|3824.0|0|58.0|0|0.0|100
0|2021-12-27|3827.0|0|3827.0|0|58.0|0|0.0|100
0|2021-12-28|3830.0|0|3830.0|0|58.0|0|0.0|100
0|2021-12-29|3882.0|0|3882.0|0|58.0|0|0.0|100
0|2021-12-30|3890.0|0|3890.0|0|58.0|0|0.0|100
0|2021-12-31|3907.0|0|3907.0|0|58.0|0|0.0|100
0|2022-01-01|3918.0|0|3918.0|0|58.0|0|0.0|100
0|2022-01-02|3923.0|0|3923.0|0|58.0|0|0.0|100
0|2022-01-03|3929.0|0|3929.0|0|58.0|0|0.0|100
0|2022-01-04|3947.0|0|3947.0|0|59.0|0|0.0|100
0|2022-01-05|3983.0|0|3983.0|0|59.0|0|0.0|100
0|2022-01-06|4001.0|0|4001.0|0|59.0|0|0.0|100
0|2022-01-07|4022.0|0|4022.0|0|59.0|0|0.0|100
0|2022-01-08|4051.0|0|4051.0|0|59.0|0|0.0|100
0|2022-01-09|4051.0|0|4051.0|0|59.0|0|0.0|100
0|2022-01-10|4060.0|0|4060.0|0|59.0|0|0.0|100
0|2022-01-11|4120.0|0|4120.0|0|59.0|0|0.0|100
0|2022-01-12|4194.0|0|4194.0|0|59.0|0|0.0|100
0|2022-01-13|4194.0|0|4259.0|0|59.0|0|0.0|100
0|2022-01-14|4286.0|0|4286.0|0|59.0|0|0.0|100
0|2022-01-15|4372.0|0|4372.0|0|59.0|0|0.0|100
0|2022-01-16|4397.0|0|4397.0|0|59.0|0|0.0|100
0|2022-01-17|4415.0|0|0.0|100|59.0|0|0.0|100
