|dates|Sussex_Delaware_UnitedStates.JHU_ConfirmedCases.data|Sussex_Delaware_UnitedStates.JHU_ConfirmedCases.missing|Sussex_Delaware_UnitedStates.NYT_ConfirmedCases.data|Sussex_Delaware_UnitedStates.NYT_ConfirmedCases.missing|Sussex_Delaware_UnitedStates.JHU_ConfirmedDeaths.data|Sussex_Delaware_UnitedStates.JHU_ConfirmedDeaths.missing|Sussex_Delaware_UnitedStates.JHU_ConfirmedRecoveries.data|Sussex_Delaware_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|36907.0|0|36907.0|0|647.0|0|0.0|100
0|2021-11-22|36955.0|0|36955.0|0|647.0|0|0.0|100
0|2021-11-23|37010.0|0|37010.0|0|647.0|0|0.0|100
0|2021-11-24|37062.0|0|37062.0|0|647.0|0|0.0|100
0|2021-11-25|37202.0|0|37202.0|0|650.0|0|0.0|100
0|2021-11-26|37297.0|0|37297.0|0|650.0|0|0.0|100
0|2021-11-27|37349.0|0|37349.0|0|650.0|0|0.0|100
0|2021-11-28|37407.0|0|37407.0|0|650.0|0|0.0|100
0|2021-11-29|37457.0|0|37457.0|0|650.0|0|0.0|100
0|2021-11-30|37513.0|0|37513.0|0|653.0|0|0.0|100
0|2021-12-01|37610.0|0|37610.0|0|653.0|0|0.0|100
0|2021-12-02|37610.0|0|37777.0|0|653.0|0|0.0|100
0|2021-12-03|37938.0|0|37938.0|0|655.0|0|0.0|100
0|2021-12-04|38097.0|0|38097.0|0|655.0|0|0.0|100
0|2021-12-05|38225.0|0|38225.0|0|655.0|0|0.0|100
0|2021-12-06|38225.0|0|38364.0|0|655.0|0|0.0|100
0|2021-12-07|38414.0|0|38414.0|0|660.0|0|0.0|100
0|2021-12-08|38557.0|0|38557.0|0|660.0|0|0.0|100
0|2021-12-09|38747.0|0|38747.0|0|660.0|0|0.0|100
0|2021-12-10|38922.0|0|38922.0|0|660.0|0|0.0|100
0|2021-12-11|39052.0|0|39052.0|0|660.0|0|0.0|100
0|2021-12-12|39229.0|0|39229.0|0|660.0|0|0.0|100
0|2021-12-13|39329.0|0|39329.0|0|660.0|0|0.0|100
0|2021-12-14|39329.0|0|39423.0|0|660.0|0|0.0|100
0|2021-12-15|39562.0|0|39562.0|0|664.0|0|0.0|100
0|2021-12-16|39782.0|0|39782.0|0|665.0|0|0.0|100
0|2021-12-17|39987.0|0|39987.0|0|666.0|0|0.0|100
0|2021-12-18|40184.0|0|40184.0|0|667.0|0|0.0|100
0|2021-12-19|40374.0|0|40374.0|0|667.0|0|0.0|100
0|2021-12-20|40508.0|0|40508.0|0|667.0|0|0.0|100
0|2021-12-21|40627.0|0|40627.0|0|669.0|0|0.0|100
0|2021-12-22|40814.0|0|40814.0|0|669.0|0|0.0|100
0|2021-12-23|41041.0|0|41041.0|0|670.0|0|0.0|100
0|2021-12-24|41279.0|0|41279.0|0|673.0|0|0.0|100
0|2021-12-25|41545.0|0|41545.0|0|673.0|0|0.0|100
0|2021-12-26|41826.0|0|41826.0|0|673.0|0|0.0|100
0|2021-12-27|41920.0|0|41920.0|0|673.0|0|0.0|100
0|2021-12-28|42029.0|0|42029.0|0|676.0|0|0.0|100
0|2021-12-29|42304.0|0|42304.0|0|679.0|0|0.0|100
0|2021-12-30|42695.0|0|42695.0|0|681.0|0|0.0|100
0|2021-12-31|43548.0|0|43548.0|0|681.0|0|0.0|100
0|2022-01-01|44129.0|0|44129.0|0|681.0|0|0.0|100
0|2022-01-02|44896.0|0|44896.0|0|681.0|0|0.0|100
0|2022-01-03|45253.0|0|45253.0|0|681.0|0|0.0|100
0|2022-01-04|45857.0|0|45857.0|0|681.0|0|0.0|100
0|2022-01-05|46085.0|0|46085.0|0|681.0|0|0.0|100
0|2022-01-06|46508.0|0|46508.0|0|681.0|0|0.0|100
0|2022-01-07|46989.0|0|46989.0|0|697.0|0|0.0|100
0|2022-01-08|47640.0|0|47640.0|0|707.0|0|0.0|100
0|2022-01-09|48355.0|0|48355.0|0|707.0|0|0.0|100
0|2022-01-10|48863.0|0|48863.0|0|707.0|0|0.0|100
0|2022-01-11|49315.0|0|49315.0|0|711.0|0|0.0|100
0|2022-01-12|50147.0|0|50147.0|0|712.0|0|0.0|100
0|2022-01-13|50147.0|0|51137.0|0|712.0|0|0.0|100
0|2022-01-14|51952.0|0|51952.0|0|718.0|0|0.0|100
0|2022-01-15|52805.0|0|52805.0|0|725.0|0|0.0|100
0|2022-01-16|53512.0|0|53512.0|0|725.0|0|0.0|100
0|2022-01-17|54011.0|0|0.0|100|725.0|0|0.0|100
