|dates|Berks_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Berks_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Berks_Pennsylvania_UnitedStates.Male_Total_Population.data|Berks_Pennsylvania_UnitedStates.Male_Total_Population.missing|Berks_Pennsylvania_UnitedStates.Female_Total_Population.data|Berks_Pennsylvania_UnitedStates.Female_Total_Population.missing|Berks_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Berks_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-05|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-06|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-07|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-08|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-09|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-10|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-11|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-12|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-13|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-14|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-15|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-16|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-17|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-18|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-19|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-20|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-21|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-22|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-23|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-24|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-25|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-26|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-27|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-28|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-29|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-30|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2021-12-31|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-01|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-02|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-03|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-04|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-05|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-06|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-07|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-08|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-09|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-10|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-11|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-12|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-13|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-14|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-15|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-16|72352.0|0|206740.0|0|213412.0|0|93834.0|0
0|2022-01-17|72352.0|0|206740.0|0|213412.0|0|93834.0|0
