|dates|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Plaquemines_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Plaquemines_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3803.0|0|3803.0|0|38.0|0|0.0|100
0|2021-10-18|3806.0|0|3806.0|0|38.0|0|0.0|100
0|2021-10-19|3809.0|0|3809.0|0|40.0|0|0.0|100
0|2021-10-20|3809.0|0|3809.0|0|40.0|0|0.0|100
0|2021-10-21|3809.0|0|3809.0|0|40.0|0|0.0|100
0|2021-10-22|3813.0|0|3813.0|0|40.0|0|0.0|100
0|2021-10-23|3813.0|0|3813.0|0|40.0|0|0.0|100
0|2021-10-24|3813.0|0|3813.0|0|40.0|0|0.0|100
0|2021-10-25|3816.0|0|3816.0|0|40.0|0|0.0|100
0|2021-10-26|3818.0|0|3818.0|0|40.0|0|0.0|100
0|2021-10-27|3820.0|0|3820.0|0|40.0|0|0.0|100
0|2021-10-28|3820.0|0|3820.0|0|40.0|0|0.0|100
0|2021-10-29|3820.0|0|3820.0|0|40.0|0|0.0|100
0|2021-10-30|3820.0|0|3820.0|0|40.0|0|0.0|100
0|2021-10-31|3820.0|0|3820.0|0|40.0|0|0.0|100
0|2021-11-01|3998.0|0|3998.0|0|40.0|0|0.0|100
0|2021-11-02|3998.0|0|3998.0|0|40.0|0|0.0|100
0|2021-11-03|4000.0|0|4000.0|0|40.0|0|0.0|100
0|2021-11-04|4001.0|0|4001.0|0|40.0|0|0.0|100
0|2021-11-05|4001.0|0|4001.0|0|40.0|0|0.0|100
0|2021-11-06|4001.0|0|4001.0|0|40.0|0|0.0|100
0|2021-11-07|4001.0|0|4001.0|0|40.0|0|0.0|100
0|2021-11-08|4005.0|0|4005.0|0|40.0|0|0.0|100
0|2021-11-09|4009.0|0|4009.0|0|40.0|0|0.0|100
0|2021-11-10|4009.0|0|4010.0|0|40.0|0|0.0|100
0|2021-11-11|4010.0|0|4010.0|0|40.0|0|0.0|100
0|2021-11-12|4015.0|0|4015.0|0|40.0|0|0.0|100
0|2021-11-13|4015.0|0|4015.0|0|40.0|0|0.0|100
0|2021-11-14|4015.0|0|4015.0|0|40.0|0|0.0|100
0|2021-11-15|4016.0|0|4016.0|0|40.0|0|0.0|100
0|2021-11-16|4017.0|0|4017.0|0|40.0|0|0.0|100
0|2021-11-17|4021.0|0|4021.0|0|40.0|0|0.0|100
0|2021-11-18|4024.0|0|4024.0|0|40.0|0|0.0|100
0|2021-11-19|4025.0|0|4025.0|0|40.0|0|0.0|100
0|2021-11-20|4025.0|0|4025.0|0|40.0|0|0.0|100
0|2021-11-21|4025.0|0|4025.0|0|40.0|0|0.0|100
0|2021-11-22|4025.0|0|4025.0|0|40.0|0|0.0|100
0|2021-11-23|4027.0|0|4027.0|0|40.0|0|0.0|100
0|2021-11-24|4030.0|0|4030.0|0|40.0|0|0.0|100
0|2021-11-25|4030.0|0|4030.0|0|40.0|0|0.0|100
0|2021-11-26|4030.0|0|4030.0|0|40.0|0|0.0|100
0|2021-11-27|4030.0|0|4030.0|0|40.0|0|0.0|100
0|2021-11-28|4030.0|0|4030.0|0|40.0|0|0.0|100
0|2021-11-29|4034.0|0|4034.0|0|40.0|0|0.0|100
0|2021-11-30|4039.0|0|4039.0|0|40.0|0|0.0|100
0|2021-12-01|4043.0|0|4043.0|0|40.0|0|0.0|100
0|2021-12-02|4043.0|0|4046.0|0|40.0|0|0.0|100
0|2021-12-03|4049.0|0|4049.0|0|40.0|0|0.0|100
0|2021-12-04|4049.0|0|4049.0|0|40.0|0|0.0|100
0|2021-12-05|4049.0|0|4049.0|0|40.0|0|0.0|100
0|2021-12-06|4055.0|0|4055.0|0|40.0|0|0.0|100
0|2021-12-07|4056.0|0|4056.0|0|40.0|0|0.0|100
0|2021-12-08|4058.0|0|4058.0|0|40.0|0|0.0|100
0|2021-12-09|4060.0|0|4060.0|0|40.0|0|0.0|100
0|2021-12-10|4065.0|0|4065.0|0|40.0|0|0.0|100
0|2021-12-11|4065.0|0|4065.0|0|40.0|0|0.0|100
0|2021-12-12|4065.0|0|4065.0|0|40.0|0|0.0|100
0|2021-12-13|4068.0|0|4068.0|0|40.0|0|0.0|100
0|2021-12-14|4068.0|0|4072.0|0|40.0|0|0.0|100
0|2021-12-15|4073.0|0|4073.0|0|40.0|0|0.0|100
0|2021-12-16|4077.0|0|4077.0|0|40.0|0|0.0|100
0|2021-12-17|4088.0|0|4088.0|0|40.0|0|0.0|100
0|2021-12-18|4088.0|0|4088.0|0|40.0|0|0.0|100
0|2021-12-19|4088.0|0|4088.0|0|40.0|0|0.0|100
0|2021-12-20|4119.0|0|4119.0|0|41.0|0|0.0|100
0|2021-12-21|4130.0|0|4130.0|0|41.0|0|0.0|100
0|2021-12-22|4140.0|0|4140.0|0|41.0|0|0.0|100
0|2021-12-23|4165.0|0|4165.0|0|41.0|0|0.0|100
0|2021-12-24|4165.0|0|4165.0|0|41.0|0|0.0|100
0|2021-12-25|4165.0|0|4165.0|0|41.0|0|0.0|100
0|2021-12-26|4165.0|0|4165.0|0|41.0|0|0.0|100
0|2021-12-27|4244.0|0|4244.0|0|41.0|0|0.0|100
0|2021-12-28|4264.0|0|4264.0|0|41.0|0|0.0|100
0|2021-12-29|4313.0|0|4313.0|0|41.0|0|0.0|100
0|2021-12-30|4402.0|0|4402.0|0|41.0|0|0.0|100
0|2021-12-31|4402.0|0|4402.0|0|41.0|0|0.0|100
0|2022-01-01|4402.0|0|4402.0|0|41.0|0|0.0|100
0|2022-01-02|4402.0|0|4402.0|0|41.0|0|0.0|100
0|2022-01-03|4600.0|0|4600.0|0|41.0|0|0.0|100
0|2022-01-04|4627.0|0|4627.0|0|41.0|0|0.0|100
0|2022-01-05|4691.0|0|4691.0|0|41.0|0|0.0|100
0|2022-01-06|4760.0|0|4760.0|0|41.0|0|0.0|100
0|2022-01-07|4812.0|0|4812.0|0|41.0|0|0.0|100
0|2022-01-08|4812.0|0|4812.0|0|41.0|0|0.0|100
0|2022-01-09|4812.0|0|4812.0|0|41.0|0|0.0|100
0|2022-01-10|5078.0|0|5078.0|0|41.0|0|0.0|100
