|dates|ElPaso_Texas_UnitedStates.JHU_ConfirmedCases.data|ElPaso_Texas_UnitedStates.JHU_ConfirmedCases.missing|ElPaso_Texas_UnitedStates.NYT_ConfirmedCases.data|ElPaso_Texas_UnitedStates.NYT_ConfirmedCases.missing|ElPaso_Texas_UnitedStates.JHU_ConfirmedDeaths.data|ElPaso_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|ElPaso_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|ElPaso_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|147151.0|0|147151.0|0|2843.0|0|0.0|100
0|2021-10-18|147301.0|0|147301.0|0|2843.0|0|0.0|100
0|2021-10-19|147301.0|0|147301.0|0|2847.0|0|0.0|100
0|2021-10-20|147547.0|0|147547.0|0|2853.0|0|0.0|100
0|2021-10-21|147728.0|0|147728.0|0|2859.0|0|0.0|100
0|2021-10-22|147883.0|0|147883.0|0|2861.0|0|0.0|100
0|2021-10-23|147998.0|0|147998.0|0|2863.0|0|0.0|100
0|2021-10-24|148172.0|0|148172.0|0|2863.0|0|0.0|100
0|2021-10-25|148294.0|0|148294.0|0|2863.0|0|0.0|100
0|2021-10-26|148294.0|0|148294.0|0|2863.0|0|0.0|100
0|2021-10-27|148594.0|0|148594.0|0|2865.0|0|0.0|100
0|2021-10-28|148833.0|0|148833.0|0|2867.0|0|0.0|100
0|2021-10-29|148833.0|0|148833.0|0|2871.0|0|0.0|100
0|2021-10-30|149326.0|0|149326.0|0|2876.0|0|0.0|100
0|2021-10-31|149520.0|0|149520.0|0|2876.0|0|0.0|100
0|2021-11-01|149682.0|0|149682.0|0|2876.0|0|0.0|100
0|2021-11-02|149831.0|0|149831.0|0|2878.0|0|0.0|100
0|2021-11-03|150030.0|0|150030.0|0|2881.0|0|0.0|100
0|2021-11-04|150303.0|0|150303.0|0|2884.0|0|0.0|100
0|2021-11-05|150303.0|0|150303.0|0|2887.0|0|0.0|100
0|2021-11-06|150902.0|0|150902.0|0|2888.0|0|0.0|100
0|2021-11-07|151112.0|0|151112.0|0|2889.0|0|0.0|100
0|2021-11-08|151377.0|0|151377.0|0|2889.0|0|0.0|100
0|2021-11-09|151627.0|0|151627.0|0|2889.0|0|0.0|100
0|2021-11-10|151627.0|0|151627.0|0|2889.0|0|0.0|100
0|2021-11-11|152337.0|0|152337.0|0|2893.0|0|0.0|100
0|2021-11-12|152337.0|0|152337.0|0|2900.0|0|0.0|100
0|2021-11-13|152991.0|0|152991.0|0|2903.0|0|0.0|100
0|2021-11-14|152991.0|0|152991.0|0|2904.0|0|0.0|100
0|2021-11-15|153558.0|0|153558.0|0|2904.0|0|0.0|100
0|2021-11-16|153908.0|0|153908.0|0|2905.0|0|0.0|100
0|2021-11-17|154262.0|0|154262.0|0|2911.0|0|0.0|100
0|2021-11-18|154878.0|0|154878.0|0|2914.0|0|0.0|100
0|2021-11-19|155417.0|0|155417.0|0|2920.0|0|0.0|100
0|2021-11-20|155417.0|0|155417.0|0|2927.0|0|0.0|100
0|2021-11-21|156094.0|0|156094.0|0|2929.0|0|0.0|100
0|2021-11-22|156448.0|0|156448.0|0|2929.0|0|0.0|100
0|2021-11-23|157065.0|0|157065.0|0|2931.0|0|0.0|100
0|2021-11-24|157526.0|0|157526.0|0|2935.0|0|0.0|100
0|2021-11-25|157526.0|0|157526.0|0|2935.0|0|0.0|100
0|2021-11-26|157526.0|0|157526.0|0|2935.0|0|0.0|100
0|2021-11-27|157526.0|0|157526.0|0|2935.0|0|0.0|100
0|2021-11-28|157526.0|0|157526.0|0|2935.0|0|0.0|100
0|2021-11-29|159696.0|0|159696.0|0|2943.0|0|0.0|100
0|2021-11-30|160304.0|0|160304.0|0|2948.0|0|0.0|100
0|2021-12-01|160504.0|0|160504.0|0|2954.0|0|0.0|100
0|2021-12-02|160598.0|0|160598.0|0|2961.0|0|0.0|100
0|2021-12-03|160893.0|0|160893.0|0|2967.0|0|0.0|100
0|2021-12-04|161115.0|0|161115.0|0|2975.0|0|0.0|100
0|2021-12-05|161269.0|0|161269.0|0|2978.0|0|0.0|100
0|2021-12-06|161605.0|0|161605.0|0|2978.0|0|0.0|100
0|2021-12-07|161891.0|0|161891.0|0|2981.0|0|0.0|100
0|2021-12-08|162046.0|0|162046.0|0|2987.0|0|0.0|100
0|2021-12-09|162139.0|0|162139.0|0|2992.0|0|0.0|100
0|2021-12-10|163499.0|0|163499.0|0|3005.0|0|0.0|100
0|2021-12-11|163961.0|0|163961.0|0|3006.0|0|0.0|100
0|2021-12-12|164160.0|0|164160.0|0|3009.0|0|0.0|100
0|2021-12-13|164433.0|0|164433.0|0|3013.0|0|0.0|100
0|2021-12-14|164433.0|0|164719.0|0|3013.0|0|0.0|100
0|2021-12-15|164815.0|0|164815.0|0|3032.0|0|0.0|100
0|2021-12-16|164963.0|0|164963.0|0|3043.0|0|0.0|100
0|2021-12-17|165070.0|0|165070.0|0|3059.0|0|0.0|100
0|2021-12-18|165291.0|0|165291.0|0|3063.0|0|0.0|100
0|2021-12-19|165616.0|0|165616.0|0|3064.0|0|0.0|100
0|2021-12-20|165849.0|0|165849.0|0|3064.0|0|0.0|100
0|2021-12-21|166039.0|0|166039.0|0|3068.0|0|0.0|100
0|2021-12-22|166122.0|0|166122.0|0|3077.0|0|0.0|100
0|2021-12-23|166243.0|0|166243.0|0|3087.0|0|0.0|100
0|2021-12-24|166243.0|0|166243.0|0|3087.0|0|0.0|100
0|2021-12-25|166243.0|0|166243.0|0|3087.0|0|0.0|100
0|2021-12-26|166243.0|0|166243.0|0|3087.0|0|0.0|100
0|2021-12-27|166785.0|0|166785.0|0|3108.0|0|0.0|100
0|2021-12-28|167139.0|0|167139.0|0|3117.0|0|0.0|100
0|2021-12-29|167251.0|0|167251.0|0|3123.0|0|0.0|100
0|2021-12-30|167363.0|0|167363.0|0|3136.0|0|0.0|100
0|2021-12-31|167363.0|0|167363.0|0|3136.0|0|0.0|100
0|2022-01-01|167363.0|0|167363.0|0|3136.0|0|0.0|100
0|2022-01-02|167363.0|0|167363.0|0|3136.0|0|0.0|100
0|2022-01-03|169708.0|0|169708.0|0|3156.0|0|0.0|100
0|2022-01-04|170476.0|0|170476.0|0|3161.0|0|0.0|100
0|2022-01-05|171237.0|0|171237.0|0|3173.0|0|0.0|100
0|2022-01-06|172015.0|0|172015.0|0|3187.0|0|0.0|100
0|2022-01-07|172829.0|0|172829.0|0|3199.0|0|0.0|100
0|2022-01-08|174338.0|0|174338.0|0|3217.0|0|0.0|100
0|2022-01-09|174930.0|0|174930.0|0|3229.0|0|0.0|100
0|2022-01-10|176626.0|0|176626.0|0|3230.0|0|0.0|100
0|2022-01-11|177815.0|0|177815.0|0|3234.0|0|0.0|100
0|2022-01-12|180008.0|0|180008.0|0|3241.0|0|0.0|100
0|2022-01-13|180008.0|0|182096.0|0|3241.0|0|0.0|100
0|2022-01-14|182096.0|0|163279.0|0|3245.0|0|0.0|100
0|2022-01-15|182096.0|0|166001.0|0|3245.0|0|0.0|100
0|2022-01-16|182096.0|0|166690.0|0|3279.0|0|0.0|100
0|2022-01-17|168580.0|0|0.0|100|3279.0|0|0.0|100
