|dates|Phillips_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Phillips_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Phillips_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Phillips_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Phillips_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Phillips_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Phillips_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Phillips_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|3219.0|0|3219.0|0|77.0|0|0.0|100
0|2021-11-10|3220.0|0|3220.0|0|77.0|0|0.0|100
0|2021-11-11|3222.0|0|3222.0|0|77.0|0|0.0|100
0|2021-11-12|3222.0|0|3222.0|0|77.0|0|0.0|100
0|2021-11-13|3225.0|0|3225.0|0|77.0|0|0.0|100
0|2021-11-14|3225.0|0|3225.0|0|77.0|0|0.0|100
0|2021-11-15|3226.0|0|3226.0|0|77.0|0|0.0|100
0|2021-11-16|3227.0|0|3227.0|0|77.0|0|0.0|100
0|2021-11-17|3229.0|0|3229.0|0|77.0|0|0.0|100
0|2021-11-18|3229.0|0|3229.0|0|77.0|0|0.0|100
0|2021-11-19|3230.0|0|3230.0|0|77.0|0|0.0|100
0|2021-11-20|3230.0|0|3230.0|0|77.0|0|0.0|100
0|2021-11-21|3230.0|0|3230.0|0|77.0|0|0.0|100
0|2021-11-22|3230.0|0|3230.0|0|77.0|0|0.0|100
0|2021-11-23|3231.0|0|3231.0|0|77.0|0|0.0|100
0|2021-11-24|3231.0|0|3231.0|0|77.0|0|0.0|100
0|2021-11-25|3232.0|0|3232.0|0|77.0|0|0.0|100
0|2021-11-26|3233.0|0|3233.0|0|77.0|0|0.0|100
0|2021-11-27|3234.0|0|3234.0|0|77.0|0|0.0|100
0|2021-11-28|3234.0|0|3234.0|0|77.0|0|0.0|100
0|2021-11-29|3234.0|0|3234.0|0|77.0|0|0.0|100
0|2021-11-30|3242.0|0|3242.0|0|78.0|0|0.0|100
0|2021-12-01|3242.0|0|3242.0|0|78.0|0|0.0|100
0|2021-12-02|3247.0|0|3247.0|0|78.0|0|0.0|100
0|2021-12-03|3254.0|0|3254.0|0|78.0|0|0.0|100
0|2021-12-04|3254.0|0|3254.0|0|78.0|0|0.0|100
0|2021-12-05|3255.0|0|3255.0|0|78.0|0|0.0|100
0|2021-12-06|3258.0|0|3258.0|0|78.0|0|0.0|100
0|2021-12-07|3260.0|0|3260.0|0|78.0|0|0.0|100
0|2021-12-08|3262.0|0|3262.0|0|78.0|0|0.0|100
0|2021-12-09|3267.0|0|3267.0|0|78.0|0|0.0|100
0|2021-12-10|3269.0|0|3269.0|0|78.0|0|0.0|100
0|2021-12-11|3271.0|0|3271.0|0|78.0|0|0.0|100
0|2021-12-12|3271.0|0|3271.0|0|78.0|0|0.0|100
0|2021-12-13|3273.0|0|3273.0|0|78.0|0|0.0|100
0|2021-12-14|3273.0|0|3279.0|0|78.0|0|0.0|100
0|2021-12-15|3285.0|0|3285.0|0|79.0|0|0.0|100
0|2021-12-16|3291.0|0|3291.0|0|79.0|0|0.0|100
0|2021-12-17|3292.0|0|3292.0|0|79.0|0|0.0|100
0|2021-12-18|3303.0|0|3303.0|0|79.0|0|0.0|100
0|2021-12-19|3306.0|0|3306.0|0|79.0|0|0.0|100
0|2021-12-20|3306.0|0|3306.0|0|79.0|0|0.0|100
0|2021-12-21|3311.0|0|3311.0|0|79.0|0|0.0|100
0|2021-12-22|3314.0|0|3314.0|0|79.0|0|0.0|100
0|2021-12-23|3325.0|0|3325.0|0|79.0|0|0.0|100
0|2021-12-24|3342.0|0|3342.0|0|80.0|0|0.0|100
0|2021-12-25|3347.0|0|3347.0|0|80.0|0|0.0|100
0|2021-12-26|3350.0|0|3350.0|0|80.0|0|0.0|100
0|2021-12-27|3354.0|0|3354.0|0|80.0|0|0.0|100
0|2021-12-28|3378.0|0|3378.0|0|81.0|0|0.0|100
0|2021-12-29|3421.0|0|3421.0|0|81.0|0|0.0|100
0|2021-12-30|3450.0|0|3450.0|0|81.0|0|0.0|100
0|2021-12-31|3484.0|0|3484.0|0|81.0|0|0.0|100
0|2022-01-01|3531.0|0|3531.0|0|83.0|0|0.0|100
0|2022-01-02|3543.0|0|3543.0|0|83.0|0|0.0|100
0|2022-01-03|3557.0|0|3557.0|0|83.0|0|0.0|100
0|2022-01-04|3608.0|0|3608.0|0|83.0|0|0.0|100
0|2022-01-05|3625.0|0|3625.0|0|83.0|0|0.0|100
0|2022-01-06|3684.0|0|3684.0|0|83.0|0|0.0|100
0|2022-01-07|3729.0|0|3729.0|0|84.0|0|0.0|100
0|2022-01-08|3779.0|0|3779.0|0|84.0|0|0.0|100
0|2022-01-09|3779.0|0|3779.0|0|84.0|0|0.0|100
0|2022-01-10|3874.0|0|3874.0|0|84.0|0|0.0|100
0|2022-01-11|3921.0|0|3921.0|0|84.0|0|0.0|100
0|2022-01-12|3986.0|0|3986.0|0|84.0|0|0.0|100
0|2022-01-13|3986.0|0|4047.0|0|84.0|0|0.0|100
0|2022-01-14|4073.0|0|4073.0|0|84.0|0|0.0|100
0|2022-01-15|4153.0|0|4153.0|0|84.0|0|0.0|100
0|2022-01-16|4175.0|0|4175.0|0|84.0|0|0.0|100
0|2022-01-17|4220.0|0|0.0|100|84.0|0|0.0|100
