|dates|Matanuska-Susitna_Alaska_UnitedStates.BLS_EmployedPopulation.data|Matanuska-Susitna_Alaska_UnitedStates.BLS_EmployedPopulation.missing|Matanuska-Susitna_Alaska_UnitedStates.BLS_UnemployedPopulation.data|Matanuska-Susitna_Alaska_UnitedStates.BLS_UnemployedPopulation.missing|Matanuska-Susitna_Alaska_UnitedStates.BLS_UnemploymentRate.data|Matanuska-Susitna_Alaska_UnitedStates.BLS_UnemploymentRate.missing|Matanuska-Susitna_Alaska_UnitedStates.BLS_LaborForcePopulation.data|Matanuska-Susitna_Alaska_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-10-18|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-10-19|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-10-20|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-10-21|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-10-22|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-10-23|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-10-24|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-10-25|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-10-26|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-10-27|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-10-28|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-10-29|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-10-30|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-10-31|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-11-01|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-11-02|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-11-03|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-11-04|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-11-05|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-11-06|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
0|2021-11-07|45133.0|0|3422.0|0|7.047677891051385|0|48555.0|0
