|dates|Luna_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Luna_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Luna_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Luna_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Luna_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Luna_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Luna_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Luna_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3877.0|0|3877.0|0|94.0|0|0.0|100
0|2021-10-18|3886.0|0|3886.0|0|94.0|0|0.0|100
0|2021-10-19|3891.0|0|3891.0|0|94.0|0|0.0|100
0|2021-10-20|3896.0|0|3896.0|0|94.0|0|0.0|100
0|2021-10-21|3920.0|0|3920.0|0|94.0|0|0.0|100
0|2021-10-22|3929.0|0|3929.0|0|94.0|0|0.0|100
0|2021-10-23|3929.0|0|3929.0|0|94.0|0|0.0|100
0|2021-10-24|3929.0|0|3929.0|0|94.0|0|0.0|100
0|2021-10-25|3965.0|0|3965.0|0|94.0|0|0.0|100
0|2021-10-26|3975.0|0|3975.0|0|94.0|0|0.0|100
0|2021-10-27|3990.0|0|3990.0|0|95.0|0|0.0|100
0|2021-10-28|4006.0|0|4006.0|0|95.0|0|0.0|100
0|2021-10-29|4015.0|0|4015.0|0|95.0|0|0.0|100
0|2021-10-30|4015.0|0|4015.0|0|95.0|0|0.0|100
0|2021-10-31|4015.0|0|4015.0|0|95.0|0|0.0|100
0|2021-11-01|4050.0|0|4050.0|0|95.0|0|0.0|100
0|2021-11-02|4061.0|0|4061.0|0|95.0|0|0.0|100
0|2021-11-03|4069.0|0|4069.0|0|95.0|0|0.0|100
0|2021-11-04|4098.0|0|4098.0|0|96.0|0|0.0|100
0|2021-11-05|4117.0|0|4117.0|0|96.0|0|0.0|100
0|2021-11-06|4117.0|0|4117.0|0|96.0|0|0.0|100
0|2021-11-07|4117.0|0|4117.0|0|96.0|0|0.0|100
0|2021-11-08|4177.0|0|4177.0|0|96.0|0|0.0|100
0|2021-11-09|4189.0|0|4189.0|0|96.0|0|0.0|100
0|2021-11-10|4189.0|0|4204.0|0|96.0|0|0.0|100
0|2021-11-11|4204.0|0|4204.0|0|96.0|0|0.0|100
0|2021-11-12|4258.0|0|4258.0|0|96.0|0|0.0|100
0|2021-11-13|4258.0|0|4258.0|0|96.0|0|0.0|100
0|2021-11-14|4258.0|0|4258.0|0|96.0|0|0.0|100
0|2021-11-15|4325.0|0|4325.0|0|96.0|0|0.0|100
0|2021-11-16|4336.0|0|4336.0|0|96.0|0|0.0|100
0|2021-11-17|4371.0|0|4371.0|0|96.0|0|0.0|100
0|2021-11-18|4390.0|0|4390.0|0|96.0|0|0.0|100
0|2021-11-19|4407.0|0|4407.0|0|96.0|0|0.0|100
0|2021-11-20|4407.0|0|4407.0|0|96.0|0|0.0|100
0|2021-11-21|4407.0|0|4407.0|0|96.0|0|0.0|100
0|2021-11-22|4439.0|0|4439.0|0|96.0|0|0.0|100
0|2021-11-23|4449.0|0|4449.0|0|97.0|0|0.0|100
0|2021-11-24|4464.0|0|4464.0|0|97.0|0|0.0|100
0|2021-11-25|4464.0|0|4464.0|0|97.0|0|0.0|100
0|2021-11-26|4464.0|0|4464.0|0|97.0|0|0.0|100
0|2021-11-27|4464.0|0|4464.0|0|97.0|0|0.0|100
0|2021-11-28|4464.0|0|4464.0|0|97.0|0|0.0|100
0|2021-11-29|4523.0|0|4523.0|0|97.0|0|0.0|100
0|2021-11-30|4535.0|0|4535.0|0|97.0|0|0.0|100
0|2021-12-01|4547.0|0|4547.0|0|97.0|0|0.0|100
0|2021-12-02|4567.0|0|4567.0|0|97.0|0|0.0|100
0|2021-12-03|4567.0|0|4574.0|0|97.0|0|0.0|100
0|2021-12-04|4580.0|0|4580.0|0|97.0|0|0.0|100
0|2021-12-05|4580.0|0|4580.0|0|97.0|0|0.0|100
0|2021-12-06|4622.0|0|4622.0|0|98.0|0|0.0|100
0|2021-12-07|4637.0|0|4637.0|0|98.0|0|0.0|100
0|2021-12-08|4663.0|0|4663.0|0|98.0|0|0.0|100
0|2021-12-09|4714.0|0|4714.0|0|98.0|0|0.0|100
0|2021-12-10|4730.0|0|4722.0|0|99.0|0|0.0|100
0|2021-12-11|4730.0|0|4730.0|0|99.0|0|0.0|100
0|2021-12-12|4730.0|0|4730.0|0|99.0|0|0.0|100
0|2021-12-13|4750.0|0|4750.0|0|99.0|0|0.0|100
