|dates|Luna_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Luna_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Luna_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Luna_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Luna_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Luna_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Luna_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Luna_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|4750.0|0|4752.0|0|99.0|0|0.0|100
0|2021-12-15|4774.0|0|4774.0|0|100.0|0|0.0|100
0|2021-12-16|4774.0|0|4780.0|0|100.0|0|0.0|100
0|2021-12-17|4792.0|0|4786.0|0|101.0|0|0.0|100
0|2021-12-18|4792.0|0|4792.0|0|101.0|0|0.0|100
0|2021-12-19|4792.0|0|4792.0|0|101.0|0|0.0|100
0|2021-12-20|4821.0|0|4821.0|0|101.0|0|0.0|100
0|2021-12-21|4827.0|0|4827.0|0|102.0|0|0.0|100
0|2021-12-22|4835.0|0|4835.0|0|103.0|0|0.0|100
0|2021-12-23|4844.0|0|4844.0|0|104.0|0|0.0|100
0|2021-12-24|4844.0|0|4844.0|0|104.0|0|0.0|100
0|2021-12-25|4844.0|0|4844.0|0|104.0|0|0.0|100
0|2021-12-26|4844.0|0|4844.0|0|104.0|0|0.0|100
0|2021-12-27|4867.0|0|4867.0|0|104.0|0|0.0|100
0|2021-12-28|4875.0|0|4875.0|0|105.0|0|0.0|100
0|2021-12-29|4890.0|0|4890.0|0|105.0|0|0.0|100
0|2021-12-30|4906.0|0|4906.0|0|106.0|0|0.0|100
0|2021-12-31|4906.0|0|4906.0|0|106.0|0|0.0|100
0|2022-01-01|4906.0|0|4906.0|0|106.0|0|0.0|100
0|2022-01-02|4906.0|0|4906.0|0|106.0|0|0.0|100
0|2022-01-03|4967.0|0|4967.0|0|106.0|0|0.0|100
0|2022-01-04|4977.0|0|4977.0|0|107.0|0|0.0|100
0|2022-01-05|4989.0|0|4989.0|0|107.0|0|0.0|100
0|2022-01-06|5003.0|0|5003.0|0|109.0|0|0.0|100
0|2022-01-07|5023.0|0|5023.0|0|109.0|0|0.0|100
0|2022-01-08|5023.0|0|5023.0|0|109.0|0|0.0|100
0|2022-01-09|5023.0|0|5023.0|0|109.0|0|0.0|100
0|2022-01-10|5132.0|0|5132.0|0|110.0|0|0.0|100
0|2022-01-11|5159.0|0|5159.0|0|110.0|0|0.0|100
0|2022-01-12|5195.0|0|5195.0|0|110.0|0|0.0|100
0|2022-01-13|5195.0|0|5237.0|0|110.0|0|0.0|100
0|2022-01-14|5294.0|0|5294.0|0|110.0|0|0.0|100
0|2022-01-15|5294.0|0|5294.0|0|110.0|0|0.0|100
0|2022-01-16|5294.0|0|5294.0|0|110.0|0|0.0|100
0|2022-01-17|5294.0|0|0.0|100|110.0|0|0.0|100
