|dates|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedCases.data|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Pottawatomie_Kansas_UnitedStates.NYT_ConfirmedCases.data|Pottawatomie_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|3120.0|0|3120.0|0|44.0|0|0.0|100
0|2021-11-27|3120.0|0|3120.0|0|44.0|0|0.0|100
0|2021-11-28|3120.0|0|3120.0|0|44.0|0|0.0|100
0|2021-11-29|3155.0|0|3155.0|0|44.0|0|0.0|100
0|2021-11-30|3155.0|0|3155.0|0|44.0|0|0.0|100
0|2021-12-01|3178.0|0|3178.0|0|44.0|0|0.0|100
0|2021-12-02|3178.0|0|3178.0|0|44.0|0|0.0|100
0|2021-12-03|3178.0|0|3208.0|0|44.0|0|0.0|100
0|2021-12-04|3208.0|0|3208.0|0|44.0|0|0.0|100
0|2021-12-05|3208.0|0|3208.0|0|44.0|0|0.0|100
0|2021-12-06|3236.0|0|3236.0|0|44.0|0|0.0|100
0|2021-12-07|3236.0|0|3236.0|0|44.0|0|0.0|100
0|2021-12-08|3276.0|0|3276.0|0|44.0|0|0.0|100
0|2021-12-09|3276.0|0|3276.0|0|44.0|0|0.0|100
0|2021-12-10|3337.0|0|3337.0|0|44.0|0|0.0|100
0|2021-12-11|3337.0|0|3337.0|0|44.0|0|0.0|100
0|2021-12-12|3337.0|0|3337.0|0|44.0|0|0.0|100
0|2021-12-13|3375.0|0|3375.0|0|44.0|0|0.0|100
0|2021-12-14|3375.0|0|3375.0|0|44.0|0|0.0|100
0|2021-12-15|3412.0|0|3412.0|0|44.0|0|0.0|100
0|2021-12-16|3412.0|0|3412.0|0|44.0|0|0.0|100
0|2021-12-17|3464.0|0|3464.0|0|44.0|0|0.0|100
0|2021-12-18|3464.0|0|3464.0|0|44.0|0|0.0|100
0|2021-12-19|3464.0|0|3464.0|0|44.0|0|0.0|100
0|2021-12-20|3487.0|0|3487.0|0|44.0|0|0.0|100
0|2021-12-21|3487.0|0|3487.0|0|44.0|0|0.0|100
0|2021-12-22|3539.0|0|3539.0|0|44.0|0|0.0|100
0|2021-12-23|3539.0|0|3539.0|0|44.0|0|0.0|100
0|2021-12-24|3539.0|0|3539.0|0|44.0|0|0.0|100
0|2021-12-25|3539.0|0|3539.0|0|44.0|0|0.0|100
0|2021-12-26|3539.0|0|3539.0|0|44.0|0|0.0|100
0|2021-12-27|3589.0|0|3589.0|0|44.0|0|0.0|100
0|2021-12-28|3589.0|0|3589.0|0|44.0|0|0.0|100
0|2021-12-29|3644.0|0|3644.0|0|44.0|0|0.0|100
0|2021-12-30|3644.0|0|3644.0|0|44.0|0|0.0|100
0|2021-12-31|3644.0|0|3644.0|0|44.0|0|0.0|100
0|2022-01-01|3644.0|0|3644.0|0|44.0|0|0.0|100
0|2022-01-02|3644.0|0|3644.0|0|44.0|0|0.0|100
0|2022-01-03|3739.0|0|3739.0|0|44.0|0|0.0|100
0|2022-01-04|3739.0|0|3739.0|0|44.0|0|0.0|100
0|2022-01-05|3839.0|0|3839.0|0|44.0|0|0.0|100
0|2022-01-06|3839.0|0|3839.0|0|44.0|0|0.0|100
0|2022-01-07|3942.0|0|3942.0|0|48.0|0|0.0|100
0|2022-01-08|3942.0|0|3942.0|0|48.0|0|0.0|100
0|2022-01-09|3942.0|0|3942.0|0|48.0|0|0.0|100
0|2022-01-10|4022.0|0|4022.0|0|48.0|0|0.0|100
0|2022-01-11|4022.0|0|4022.0|0|48.0|0|0.0|100
0|2022-01-12|4022.0|0|4125.0|0|48.0|0|0.0|100
0|2022-01-13|4022.0|0|4228.0|0|48.0|0|0.0|100
0|2022-01-14|4451.0|0|4451.0|0|48.0|0|0.0|100
0|2022-01-15|4451.0|0|4451.0|0|48.0|0|0.0|100
0|2022-01-16|4451.0|0|4451.0|0|48.0|0|0.0|100
0|2022-01-17|4451.0|0|0.0|100|48.0|0|0.0|100
