|dates|LewisandClark_Montana_UnitedStates.BLS_EmployedPopulation.data|LewisandClark_Montana_UnitedStates.BLS_EmployedPopulation.missing|LewisandClark_Montana_UnitedStates.BLS_UnemployedPopulation.data|LewisandClark_Montana_UnitedStates.BLS_UnemployedPopulation.missing|LewisandClark_Montana_UnitedStates.BLS_UnemploymentRate.data|LewisandClark_Montana_UnitedStates.BLS_UnemploymentRate.missing|LewisandClark_Montana_UnitedStates.BLS_LaborForcePopulation.data|LewisandClark_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-10-18|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-10-19|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-10-20|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-10-21|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-10-22|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-10-23|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-10-24|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-10-25|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-10-26|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-10-27|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-10-28|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-10-29|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-10-30|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-10-31|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-01|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-02|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-03|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-04|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-05|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-06|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-07|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-08|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-09|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-10|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-11|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-12|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-13|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-14|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-15|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-16|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-17|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-18|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-19|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-20|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-21|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-22|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-23|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-24|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-25|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-26|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-27|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-28|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-29|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-11-30|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-12-01|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-12-02|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-12-03|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-12-04|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-12-05|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-12-06|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
0|2021-12-07|36320.0|0|989.0|0|2.6508349191883998|0|37309.0|0
