|dates|Spokane_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Spokane_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Spokane_Washington_UnitedStates.Male_Total_Population.data|Spokane_Washington_UnitedStates.Male_Total_Population.missing|Spokane_Washington_UnitedStates.Female_Total_Population.data|Spokane_Washington_UnitedStates.Female_Total_Population.missing|Spokane_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Spokane_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-10-18|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-10-19|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-10-20|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-10-21|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-10-22|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-10-23|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-10-24|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-10-25|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-10-26|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-10-27|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-10-28|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-10-29|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-10-30|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-10-31|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-01|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-02|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-03|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-04|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-05|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-06|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-07|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-08|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-09|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-10|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-11|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-12|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-13|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-14|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-15|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-16|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-17|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-18|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-19|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-20|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-21|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-22|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-23|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-24|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-25|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-26|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-27|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-28|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-29|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-11-30|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-01|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-02|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-03|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-04|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-05|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-06|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-07|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-08|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-09|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-10|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-11|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-12|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-13|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-14|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-15|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-16|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-17|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-18|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-19|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-20|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-21|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-22|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-23|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-24|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-25|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-26|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-27|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-28|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-29|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-30|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2021-12-31|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-01|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-02|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-03|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-04|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-05|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-06|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-07|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-08|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-09|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-10|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-11|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-12|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-13|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-14|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-15|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-16|83279.0|0|255193.0|0|259438.0|0|114051.0|0
0|2022-01-17|83279.0|0|255193.0|0|259438.0|0|114051.0|0
