|dates|Eddy_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Eddy_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Eddy_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Eddy_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Eddy_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Eddy_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Eddy_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Eddy_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10695.0|0|10695.0|0|196.0|0|0.0|100
0|2021-10-18|10734.0|0|10734.0|0|197.0|0|0.0|100
0|2021-10-19|10748.0|0|10748.0|0|198.0|0|0.0|100
0|2021-10-20|10761.0|0|10761.0|0|200.0|0|0.0|100
0|2021-10-21|10788.0|0|10788.0|0|201.0|0|0.0|100
0|2021-10-22|10803.0|0|10803.0|0|201.0|0|0.0|100
0|2021-10-23|10803.0|0|10803.0|0|201.0|0|0.0|100
0|2021-10-24|10803.0|0|10803.0|0|201.0|0|0.0|100
0|2021-10-25|10848.0|0|10848.0|0|201.0|0|0.0|100
0|2021-10-26|10864.0|0|10864.0|0|201.0|0|0.0|100
0|2021-10-27|10888.0|0|10888.0|0|201.0|0|0.0|100
0|2021-10-28|10929.0|0|10929.0|0|203.0|0|0.0|100
0|2021-10-29|10955.0|0|10955.0|0|203.0|0|0.0|100
0|2021-10-30|10955.0|0|10955.0|0|203.0|0|0.0|100
0|2021-10-31|10955.0|0|10955.0|0|203.0|0|0.0|100
0|2021-11-01|10995.0|0|10995.0|0|203.0|0|0.0|100
0|2021-11-02|11015.0|0|11015.0|0|203.0|0|0.0|100
0|2021-11-03|11039.0|0|11039.0|0|203.0|0|0.0|100
0|2021-11-04|11069.0|0|11069.0|0|204.0|0|0.0|100
0|2021-11-05|11098.0|0|11098.0|0|205.0|0|0.0|100
0|2021-11-06|11098.0|0|11098.0|0|205.0|0|0.0|100
0|2021-11-07|11098.0|0|11098.0|0|205.0|0|0.0|100
0|2021-11-08|11150.0|0|11150.0|0|206.0|0|0.0|100
0|2021-11-09|11188.0|0|11188.0|0|206.0|0|0.0|100
0|2021-11-10|11204.0|0|11204.0|0|208.0|0|0.0|100
0|2021-11-11|11204.0|0|11204.0|0|208.0|0|0.0|100
0|2021-11-12|11266.0|0|11266.0|0|211.0|0|0.0|100
0|2021-11-13|11266.0|0|11266.0|0|211.0|0|0.0|100
0|2021-11-14|11266.0|0|11266.0|0|211.0|0|0.0|100
0|2021-11-15|11325.0|0|11325.0|0|212.0|0|0.0|100
0|2021-11-16|11364.0|0|11364.0|0|213.0|0|0.0|100
0|2021-11-17|11401.0|0|11401.0|0|213.0|0|0.0|100
0|2021-11-18|11452.0|0|11452.0|0|213.0|0|0.0|100
0|2021-11-19|11481.0|0|11481.0|0|213.0|0|0.0|100
0|2021-11-20|11481.0|0|11481.0|0|213.0|0|0.0|100
0|2021-11-21|11481.0|0|11481.0|0|213.0|0|0.0|100
0|2021-11-22|11541.0|0|11541.0|0|213.0|0|0.0|100
0|2021-11-23|11553.0|0|11553.0|0|213.0|0|0.0|100
0|2021-11-24|11590.0|0|11590.0|0|213.0|0|0.0|100
0|2021-11-25|11590.0|0|11590.0|0|213.0|0|0.0|100
0|2021-11-26|11590.0|0|11590.0|0|213.0|0|0.0|100
0|2021-11-27|11590.0|0|11590.0|0|213.0|0|0.0|100
0|2021-11-28|11590.0|0|11590.0|0|213.0|0|0.0|100
0|2021-11-29|11666.0|0|11666.0|0|216.0|0|0.0|100
0|2021-11-30|11699.0|0|11699.0|0|216.0|0|0.0|100
0|2021-12-01|11736.0|0|11736.0|0|216.0|0|0.0|100
0|2021-12-02|11816.0|0|11816.0|0|216.0|0|0.0|100
0|2021-12-03|11846.0|0|11831.0|0|216.0|0|0.0|100
0|2021-12-04|11846.0|0|11846.0|0|216.0|0|0.0|100
0|2021-12-05|11846.0|0|11846.0|0|216.0|0|0.0|100
0|2021-12-06|11910.0|0|11910.0|0|217.0|0|0.0|100
0|2021-12-07|11928.0|0|11928.0|0|217.0|0|0.0|100
0|2021-12-08|11965.0|0|11965.0|0|218.0|0|0.0|100
0|2021-12-09|12014.0|0|12014.0|0|218.0|0|0.0|100
0|2021-12-10|12065.0|0|12040.0|0|218.0|0|0.0|100
0|2021-12-11|12065.0|0|12065.0|0|218.0|0|0.0|100
0|2021-12-12|12065.0|0|12065.0|0|218.0|0|0.0|100
0|2021-12-13|12133.0|0|12133.0|0|218.0|0|0.0|100
0|2021-12-14|12133.0|0|12162.0|0|218.0|0|0.0|100
0|2021-12-15|12213.0|0|12213.0|0|218.0|0|0.0|100
0|2021-12-16|12213.0|0|12232.0|0|218.0|0|0.0|100
0|2021-12-17|12293.0|0|12250.0|0|218.0|0|0.0|100
0|2021-12-18|12293.0|0|12293.0|0|218.0|0|0.0|100
0|2021-12-19|12293.0|0|12293.0|0|218.0|0|0.0|100
0|2021-12-20|12333.0|0|12333.0|0|219.0|0|0.0|100
0|2021-12-21|12378.0|0|12378.0|0|220.0|0|0.0|100
0|2021-12-22|12403.0|0|12403.0|0|220.0|0|0.0|100
0|2021-12-23|12433.0|0|12433.0|0|221.0|0|0.0|100
0|2021-12-24|12433.0|0|12433.0|0|221.0|0|0.0|100
