|dates|Eddy_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Eddy_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Eddy_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Eddy_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Eddy_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Eddy_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Eddy_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Eddy_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|12433.0|0|12433.0|0|221.0|0|0.0|100
0|2021-12-26|12433.0|0|12433.0|0|221.0|0|0.0|100
0|2021-12-27|12500.0|0|12500.0|0|223.0|0|0.0|100
0|2021-12-28|12515.0|0|12515.0|0|224.0|0|0.0|100
0|2021-12-29|12556.0|0|12556.0|0|227.0|0|0.0|100
0|2021-12-30|12606.0|0|12606.0|0|227.0|0|0.0|100
0|2021-12-31|12606.0|0|12606.0|0|227.0|0|0.0|100
0|2022-01-01|12606.0|0|12606.0|0|227.0|0|0.0|100
0|2022-01-02|12606.0|0|12606.0|0|227.0|0|0.0|100
0|2022-01-03|12711.0|0|12711.0|0|228.0|0|0.0|100
0|2022-01-04|12767.0|0|12767.0|0|229.0|0|0.0|100
0|2022-01-05|12846.0|0|12846.0|0|231.0|0|0.0|100
0|2022-01-06|12942.0|0|12942.0|0|232.0|0|0.0|100
0|2022-01-07|13040.0|0|13040.0|0|233.0|0|0.0|100
0|2022-01-08|13040.0|0|13040.0|0|233.0|0|0.0|100
0|2022-01-09|13040.0|0|13040.0|0|233.0|0|0.0|100
0|2022-01-10|13162.0|0|13162.0|0|233.0|0|0.0|100
0|2022-01-11|13272.0|0|13272.0|0|234.0|0|0.0|100
0|2022-01-12|13362.0|0|13362.0|0|234.0|0|0.0|100
0|2022-01-13|13362.0|0|13509.0|0|234.0|0|0.0|100
0|2022-01-14|13642.0|0|13642.0|0|238.0|0|0.0|100
0|2022-01-15|13642.0|0|13642.0|0|238.0|0|0.0|100
0|2022-01-16|13642.0|0|13642.0|0|238.0|0|0.0|100
0|2022-01-17|13642.0|0|0.0|100|238.0|0|0.0|100
