|dates|Logan_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Logan_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Logan_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Logan_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Logan_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Logan_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|5607.0|0|5607.0|0|140.0|0|0.0|100
0|2021-11-22|5615.0|0|5615.0|0|141.0|0|0.0|100
0|2021-11-23|5644.0|0|5644.0|0|143.0|0|0.0|100
0|2021-11-24|5656.0|0|5656.0|0|144.0|0|0.0|100
0|2021-11-25|5656.0|0|5656.0|0|144.0|0|0.0|100
0|2021-11-26|5656.0|0|5656.0|0|144.0|0|0.0|100
0|2021-11-27|5656.0|0|5656.0|0|144.0|0|0.0|100
0|2021-11-28|5656.0|0|5656.0|0|144.0|0|0.0|100
0|2021-11-29|5712.0|0|5712.0|0|146.0|0|0.0|100
0|2021-11-30|5727.0|0|5727.0|0|146.0|0|0.0|100
0|2021-12-01|5761.0|0|5761.0|0|146.0|0|0.0|100
0|2021-12-02|5784.0|0|5784.0|0|148.0|0|0.0|100
0|2021-12-03|5799.0|0|5799.0|0|148.0|0|0.0|100
0|2021-12-04|5817.0|0|5817.0|0|148.0|0|0.0|100
0|2021-12-05|5834.0|0|5834.0|0|148.0|0|0.0|100
0|2021-12-06|5845.0|0|5845.0|0|148.0|0|0.0|100
0|2021-12-07|5860.0|0|5860.0|0|148.0|0|0.0|100
0|2021-12-08|5871.0|0|5871.0|0|148.0|0|0.0|100
0|2021-12-09|5896.0|0|5896.0|0|149.0|0|0.0|100
0|2021-12-10|5907.0|0|5907.0|0|149.0|0|0.0|100
0|2021-12-11|5921.0|0|5921.0|0|149.0|0|0.0|100
0|2021-12-12|5936.0|0|5936.0|0|149.0|0|0.0|100
0|2021-12-13|5943.0|0|5943.0|0|149.0|0|0.0|100
0|2021-12-14|5943.0|0|5958.0|0|149.0|0|0.0|100
0|2021-12-15|5986.0|0|5986.0|0|150.0|0|0.0|100
0|2021-12-16|6002.0|0|6002.0|0|150.0|0|0.0|100
0|2021-12-17|6018.0|0|6018.0|0|150.0|0|0.0|100
0|2021-12-18|6043.0|0|6043.0|0|150.0|0|0.0|100
0|2021-12-19|6058.0|0|6058.0|0|150.0|0|0.0|100
0|2021-12-20|6058.0|0|6075.0|0|150.0|0|0.0|100
0|2021-12-21|6100.0|0|6100.0|0|150.0|0|0.0|100
0|2021-12-22|6100.0|0|6132.0|0|152.0|0|0.0|100
0|2021-12-23|6155.0|0|6155.0|0|153.0|0|0.0|100
0|2021-12-24|6155.0|0|6155.0|0|153.0|0|0.0|100
0|2021-12-25|6155.0|0|6155.0|0|153.0|0|0.0|100
0|2021-12-26|6155.0|0|6155.0|0|153.0|0|0.0|100
0|2021-12-27|6197.0|0|6197.0|0|153.0|0|0.0|100
0|2021-12-28|6218.0|0|6218.0|0|154.0|0|0.0|100
0|2021-12-29|6253.0|0|6253.0|0|154.0|0|0.0|100
0|2021-12-30|6279.0|0|6279.0|0|154.0|0|0.0|100
0|2021-12-31|6279.0|0|6279.0|0|154.0|0|0.0|100
0|2022-01-01|6279.0|0|6279.0|0|154.0|0|0.0|100
0|2022-01-02|6279.0|0|6279.0|0|154.0|0|0.0|100
0|2022-01-03|6390.0|0|6390.0|0|154.0|0|0.0|100
0|2022-01-04|6429.0|0|6429.0|0|154.0|0|0.0|100
0|2022-01-05|6458.0|0|6458.0|0|154.0|0|0.0|100
0|2022-01-06|6516.0|0|6516.0|0|155.0|0|0.0|100
0|2022-01-07|6576.0|0|6576.0|0|155.0|0|0.0|100
0|2022-01-08|6606.0|0|6606.0|0|155.0|0|0.0|100
0|2022-01-09|6640.0|0|6640.0|0|155.0|0|0.0|100
0|2022-01-10|6672.0|0|6672.0|0|155.0|0|0.0|100
0|2022-01-11|6707.0|0|6707.0|0|155.0|0|0.0|100
0|2022-01-12|6788.0|0|6788.0|0|155.0|0|0.0|100
0|2022-01-13|6788.0|0|6874.0|0|155.0|0|0.0|100
0|2022-01-14|6954.0|0|6954.0|0|155.0|0|0.0|100
0|2022-01-15|7037.0|0|7037.0|0|155.0|0|0.0|100
0|2022-01-16|7087.0|0|7087.0|0|155.0|0|0.0|100
0|2022-01-17|7135.0|0|0.0|100|155.0|0|0.0|100
