|dates|Morgan_Ohio_UnitedStates.BLS_EmployedPopulation.data|Morgan_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Morgan_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Morgan_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Morgan_Ohio_UnitedStates.BLS_UnemploymentRate.data|Morgan_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Morgan_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Morgan_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-10-18|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-10-19|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-10-20|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-10-21|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-10-22|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-10-23|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-10-24|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-10-25|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-10-26|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-10-27|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-10-28|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-10-29|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-10-30|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-10-31|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-01|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-02|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-03|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-04|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-05|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-06|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-07|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-08|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-09|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-10|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-11|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-12|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-13|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-14|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-15|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-16|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-17|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-18|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-19|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-20|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-21|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-22|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-23|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-24|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-25|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-26|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-27|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-28|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-29|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-11-30|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-12-01|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-12-02|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
0|2021-12-03|6156.0|0|387.0|0|5.914718019257221|0|6543.0|0
