|dates|BenHill_Georgia_UnitedStates.JHU_ConfirmedCases.data|BenHill_Georgia_UnitedStates.JHU_ConfirmedCases.missing|BenHill_Georgia_UnitedStates.NYT_ConfirmedCases.data|BenHill_Georgia_UnitedStates.NYT_ConfirmedCases.missing|BenHill_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|BenHill_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|BenHill_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|BenHill_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|3233.0|0|3258.0|0|104.0|0|0.0|100
0|2021-11-16|3234.0|0|3259.0|0|105.0|0|0.0|100
0|2021-11-17|3234.0|0|3259.0|0|105.0|0|0.0|100
0|2021-11-18|3234.0|0|3259.0|0|105.0|0|0.0|100
0|2021-11-19|3235.0|0|3260.0|0|105.0|0|0.0|100
0|2021-11-20|3235.0|0|3260.0|0|105.0|0|0.0|100
0|2021-11-21|3235.0|0|3260.0|0|105.0|0|0.0|100
0|2021-11-22|3235.0|0|3261.0|0|106.0|0|0.0|100
0|2021-11-23|3238.0|0|3264.0|0|106.0|0|0.0|100
0|2021-11-24|3238.0|0|3264.0|0|106.0|0|0.0|100
0|2021-11-25|3238.0|0|3264.0|0|106.0|0|0.0|100
0|2021-11-26|3238.0|0|3264.0|0|106.0|0|0.0|100
0|2021-11-27|3238.0|0|3264.0|0|106.0|0|0.0|100
0|2021-11-28|3238.0|0|3264.0|0|106.0|0|0.0|100
0|2021-11-29|3240.0|0|3266.0|0|106.0|0|0.0|100
0|2021-11-30|3241.0|0|3267.0|0|107.0|0|0.0|100
0|2021-12-01|3243.0|0|3269.0|0|108.0|0|0.0|100
0|2021-12-02|3243.0|0|3269.0|0|108.0|0|0.0|100
0|2021-12-03|3244.0|0|3270.0|0|109.0|0|0.0|100
0|2021-12-04|3244.0|0|3270.0|0|109.0|0|0.0|100
0|2021-12-05|3244.0|0|3270.0|0|109.0|0|0.0|100
0|2021-12-06|3246.0|0|3272.0|0|109.0|0|0.0|100
0|2021-12-07|3246.0|0|3272.0|0|109.0|0|0.0|100
0|2021-12-08|3249.0|0|3275.0|0|109.0|0|0.0|100
0|2021-12-09|3248.0|0|3274.0|0|109.0|0|0.0|100
0|2021-12-10|3248.0|0|3274.0|0|109.0|0|0.0|100
0|2021-12-11|3248.0|0|3274.0|0|109.0|0|0.0|100
0|2021-12-12|3248.0|0|3274.0|0|109.0|0|0.0|100
0|2021-12-13|3248.0|0|3274.0|0|109.0|0|0.0|100
0|2021-12-14|3248.0|0|3274.0|0|109.0|0|0.0|100
0|2021-12-15|3250.0|0|3276.0|0|109.0|0|0.0|100
0|2021-12-16|3250.0|0|3276.0|0|109.0|0|0.0|100
0|2021-12-17|3250.0|0|3276.0|0|110.0|0|0.0|100
0|2021-12-18|3250.0|0|3276.0|0|110.0|0|0.0|100
0|2021-12-19|3250.0|0|3276.0|0|110.0|0|0.0|100
0|2021-12-20|3250.0|0|3276.0|0|110.0|0|0.0|100
0|2021-12-21|3251.0|0|3277.0|0|110.0|0|0.0|100
0|2021-12-22|3251.0|0|3277.0|0|111.0|0|0.0|100
0|2021-12-23|3253.0|0|3279.0|0|111.0|0|0.0|100
0|2021-12-24|3257.0|0|3283.0|0|111.0|0|0.0|100
0|2021-12-25|3257.0|0|3283.0|0|111.0|0|0.0|100
0|2021-12-26|3257.0|0|3283.0|0|111.0|0|0.0|100
0|2021-12-27|3260.0|0|3288.0|0|111.0|0|0.0|100
0|2021-12-28|3260.0|0|3288.0|0|111.0|0|0.0|100
0|2021-12-29|3265.0|0|3293.0|0|111.0|0|0.0|100
0|2021-12-30|3272.0|0|3300.0|0|111.0|0|0.0|100
0|2021-12-31|3295.0|0|3323.0|0|111.0|0|0.0|100
0|2022-01-01|3295.0|0|3323.0|0|111.0|0|0.0|100
0|2022-01-02|3295.0|0|3323.0|0|111.0|0|0.0|100
0|2022-01-03|3295.0|0|3323.0|0|111.0|0|0.0|100
0|2022-01-04|3341.0|0|3369.0|0|112.0|0|0.0|100
0|2022-01-05|3369.0|0|3397.0|0|112.0|0|0.0|100
0|2022-01-06|3369.0|0|3397.0|0|112.0|0|0.0|100
0|2022-01-07|3369.0|0|3397.0|0|112.0|0|0.0|100
0|2022-01-08|3369.0|0|3397.0|0|112.0|0|0.0|100
0|2022-01-09|3369.0|0|3397.0|0|112.0|0|0.0|100
0|2022-01-10|3449.0|0|3478.0|0|112.0|0|0.0|100
0|2022-01-11|3501.0|0|3530.0|0|112.0|0|0.0|100
0|2022-01-12|3522.0|0|3551.0|0|112.0|0|0.0|100
0|2022-01-13|3522.0|0|3577.0|0|112.0|0|0.0|100
0|2022-01-14|3579.0|0|3608.0|0|113.0|0|0.0|100
0|2022-01-15|3579.0|0|3608.0|0|113.0|0|0.0|100
0|2022-01-16|3579.0|0|3608.0|0|113.0|0|0.0|100
0|2022-01-17|3621.0|0|0.0|100|113.0|0|0.0|100
