|dates|SanMiguel_Colorado_UnitedStates.JHU_ConfirmedCases.data|SanMiguel_Colorado_UnitedStates.JHU_ConfirmedCases.missing|SanMiguel_Colorado_UnitedStates.NYT_ConfirmedCases.data|SanMiguel_Colorado_UnitedStates.NYT_ConfirmedCases.missing|SanMiguel_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|SanMiguel_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|SanMiguel_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|SanMiguel_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1158.0|0|1158.0|0|4.0|0|0.0|100
0|2021-10-18|1161.0|0|1161.0|0|4.0|0|0.0|100
0|2021-10-19|1163.0|0|1163.0|0|4.0|0|0.0|100
0|2021-10-20|1164.0|0|1164.0|0|4.0|0|0.0|100
0|2021-10-21|1167.0|0|1167.0|0|4.0|0|0.0|100
0|2021-10-22|1171.0|0|1171.0|0|4.0|0|0.0|100
0|2021-10-23|1171.0|0|1171.0|0|4.0|0|0.0|100
0|2021-10-24|1171.0|0|1171.0|0|4.0|0|0.0|100
0|2021-10-25|1173.0|0|1173.0|0|4.0|0|0.0|100
0|2021-10-26|1171.0|0|1171.0|0|4.0|0|0.0|100
0|2021-10-27|1173.0|0|1173.0|0|4.0|0|0.0|100
0|2021-10-28|1172.0|0|1172.0|0|4.0|0|0.0|100
0|2021-10-29|1180.0|0|1180.0|0|4.0|0|0.0|100
0|2021-10-30|1180.0|0|1180.0|0|4.0|0|0.0|100
0|2021-10-31|1180.0|0|1180.0|0|4.0|0|0.0|100
0|2021-11-01|1191.0|0|1191.0|0|5.0|0|0.0|100
0|2021-11-02|1192.0|0|1192.0|0|5.0|0|0.0|100
0|2021-11-03|1191.0|0|1191.0|0|5.0|0|0.0|100
0|2021-11-04|1197.0|0|1197.0|0|5.0|0|0.0|100
0|2021-11-05|1201.0|0|1201.0|0|5.0|0|0.0|100
0|2021-11-06|1201.0|0|1201.0|0|5.0|0|0.0|100
0|2021-11-07|1201.0|0|1201.0|0|5.0|0|0.0|100
0|2021-11-08|1205.0|0|1205.0|0|5.0|0|0.0|100
0|2021-11-09|1207.0|0|1207.0|0|5.0|0|0.0|100
0|2021-11-10|1207.0|0|1212.0|0|5.0|0|0.0|100
0|2021-11-11|1215.0|0|1215.0|0|5.0|0|0.0|100
0|2021-11-12|1216.0|0|1216.0|0|5.0|0|0.0|100
0|2021-11-13|1216.0|0|1216.0|0|5.0|0|0.0|100
0|2021-11-14|1216.0|0|1216.0|0|5.0|0|0.0|100
0|2021-11-15|1232.0|0|1232.0|0|5.0|0|0.0|100
0|2021-11-16|1231.0|0|1231.0|0|5.0|0|0.0|100
0|2021-11-17|1235.0|0|1235.0|0|5.0|0|0.0|100
0|2021-11-18|1243.0|0|1243.0|0|5.0|0|0.0|100
0|2021-11-19|1253.0|0|1253.0|0|5.0|0|0.0|100
0|2021-11-20|1253.0|0|1253.0|0|5.0|0|0.0|100
0|2021-11-21|1253.0|0|1253.0|0|5.0|0|0.0|100
0|2021-11-22|1259.0|0|1259.0|0|5.0|0|0.0|100
0|2021-11-23|1259.0|0|1259.0|0|5.0|0|0.0|100
0|2021-11-24|1260.0|0|1260.0|0|5.0|0|0.0|100
0|2021-11-25|1263.0|0|1263.0|0|5.0|0|0.0|100
0|2021-11-26|1263.0|0|1263.0|0|5.0|0|0.0|100
0|2021-11-27|1263.0|0|1263.0|0|5.0|0|0.0|100
0|2021-11-28|1263.0|0|1263.0|0|5.0|0|0.0|100
0|2021-11-29|1268.0|0|1268.0|0|5.0|0|0.0|100
0|2021-11-30|1270.0|0|1270.0|0|5.0|0|0.0|100
0|2021-12-01|1270.0|0|1271.0|0|5.0|0|0.0|100
0|2021-12-02|1278.0|0|1278.0|0|5.0|0|0.0|100
0|2021-12-03|1279.0|0|1279.0|0|5.0|0|0.0|100
0|2021-12-04|1279.0|0|1279.0|0|5.0|0|0.0|100
0|2021-12-05|1279.0|0|1279.0|0|5.0|0|0.0|100
0|2021-12-06|1281.0|0|1281.0|0|5.0|0|0.0|100
0|2021-12-07|1286.0|0|1286.0|0|5.0|0|0.0|100
0|2021-12-08|1288.0|0|1288.0|0|5.0|0|0.0|100
0|2021-12-09|1294.0|0|1294.0|0|5.0|0|0.0|100
0|2021-12-10|1298.0|0|1298.0|0|5.0|0|0.0|100
0|2021-12-11|1298.0|0|1298.0|0|5.0|0|0.0|100
0|2021-12-12|1298.0|0|1298.0|0|5.0|0|0.0|100
0|2021-12-13|1302.0|0|1302.0|0|5.0|0|0.0|100
0|2021-12-14|1302.0|0|1307.0|0|5.0|0|0.0|100
0|2021-12-15|1308.0|0|1308.0|0|5.0|0|0.0|100
0|2021-12-16|1311.0|0|1311.0|0|5.0|0|0.0|100
0|2021-12-17|1322.0|0|1322.0|0|5.0|0|0.0|100
0|2021-12-18|1322.0|0|1322.0|0|5.0|0|0.0|100
0|2021-12-19|1322.0|0|1322.0|0|5.0|0|0.0|100
0|2021-12-20|1322.0|0|1322.0|0|6.0|0|0.0|100
0|2021-12-21|1324.0|0|1324.0|0|7.0|0|0.0|100
0|2021-12-22|1327.0|0|1327.0|0|7.0|0|0.0|100
0|2021-12-23|1373.0|0|1373.0|0|7.0|0|0.0|100
0|2021-12-24|1459.0|0|1459.0|0|7.0|0|0.0|100
0|2021-12-25|1459.0|0|1459.0|0|7.0|0|0.0|100
0|2021-12-26|1459.0|0|1459.0|0|7.0|0|0.0|100
0|2021-12-27|1471.0|0|1471.0|0|7.0|0|0.0|100
0|2021-12-28|1477.0|0|1477.0|0|7.0|0|0.0|100
0|2021-12-29|1505.0|0|1505.0|0|7.0|0|0.0|100
0|2021-12-30|1590.0|0|1590.0|0|7.0|0|0.0|100
0|2021-12-31|1642.0|0|1642.0|0|7.0|0|0.0|100
0|2022-01-01|1642.0|0|1642.0|0|7.0|0|0.0|100
0|2022-01-02|1642.0|0|1642.0|0|7.0|0|0.0|100
0|2022-01-03|1675.0|0|1675.0|0|7.0|0|0.0|100
0|2022-01-04|1693.0|0|1693.0|0|7.0|0|0.0|100
0|2022-01-05|1705.0|0|1705.0|0|7.0|0|0.0|100
0|2022-01-06|1714.0|0|1714.0|0|7.0|0|0.0|100
0|2022-01-07|1721.0|0|1721.0|0|7.0|0|0.0|100
0|2022-01-08|1721.0|0|1721.0|0|7.0|0|0.0|100
0|2022-01-09|1721.0|0|1721.0|0|7.0|0|0.0|100
0|2022-01-10|1851.0|0|1851.0|0|7.0|0|0.0|100
0|2022-01-11|1877.0|0|1877.0|0|7.0|0|0.0|100
0|2022-01-12|1883.0|0|1883.0|0|7.0|0|0.0|100
0|2022-01-13|1883.0|0|1947.0|0|7.0|0|0.0|100
0|2022-01-14|1966.0|0|1957.0|0|7.0|0|0.0|100
0|2022-01-15|1966.0|0|1966.0|0|7.0|0|0.0|100
0|2022-01-16|1966.0|0|1966.0|0|7.0|0|0.0|100
0|2022-01-17|1990.0|0|0.0|100|7.0|0|0.0|100
