|dates|GraysHarbor_Washington_UnitedStates.JHU_ConfirmedCases.data|GraysHarbor_Washington_UnitedStates.JHU_ConfirmedCases.missing|GraysHarbor_Washington_UnitedStates.NYT_ConfirmedCases.data|GraysHarbor_Washington_UnitedStates.NYT_ConfirmedCases.missing|GraysHarbor_Washington_UnitedStates.JHU_ConfirmedDeaths.data|GraysHarbor_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|GraysHarbor_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|GraysHarbor_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|10285.0|0|10285.0|0|155.0|0|0.0|100
0|2022-01-01|10285.0|0|10285.0|0|155.0|0|0.0|100
0|2022-01-02|10285.0|0|10285.0|0|155.0|0|0.0|100
0|2022-01-03|10543.0|0|10543.0|0|155.0|0|0.0|100
0|2022-01-04|10559.0|0|10559.0|0|155.0|0|0.0|100
0|2022-01-05|10591.0|0|10591.0|0|155.0|0|0.0|100
0|2022-01-06|10693.0|0|10693.0|0|155.0|0|0.0|100
0|2022-01-07|10871.0|0|10871.0|0|156.0|0|0.0|100
0|2022-01-08|10871.0|0|10871.0|0|156.0|0|0.0|100
0|2022-01-09|10871.0|0|10871.0|0|156.0|0|0.0|100
0|2022-01-10|11304.0|0|11304.0|0|157.0|0|0.0|100
0|2022-01-11|11416.0|0|11416.0|0|157.0|0|0.0|100
0|2022-01-12|11591.0|0|11591.0|0|159.0|0|0.0|100
0|2022-01-13|11591.0|0|11668.0|0|159.0|0|0.0|100
0|2022-01-14|11909.0|0|11909.0|0|164.0|0|0.0|100
0|2022-01-15|11909.0|0|11909.0|0|164.0|0|0.0|100
0|2022-01-16|11909.0|0|11909.0|0|164.0|0|0.0|100
0|2022-01-17|11909.0|0|0.0|100|164.0|0|0.0|100
