|dates|GraysHarbor_Washington_UnitedStates.JHU_ConfirmedCases.data|GraysHarbor_Washington_UnitedStates.JHU_ConfirmedCases.missing|GraysHarbor_Washington_UnitedStates.NYT_ConfirmedCases.data|GraysHarbor_Washington_UnitedStates.NYT_ConfirmedCases.missing|GraysHarbor_Washington_UnitedStates.JHU_ConfirmedDeaths.data|GraysHarbor_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|GraysHarbor_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|GraysHarbor_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|8301.0|0|8301.0|0|119.0|0|0.0|100
0|2021-10-18|8301.0|0|8301.0|0|119.0|0|0.0|100
0|2021-10-19|8407.0|0|8407.0|0|119.0|0|0.0|100
0|2021-10-20|8474.0|0|8474.0|0|120.0|0|0.0|100
0|2021-10-21|8523.0|0|8523.0|0|121.0|0|0.0|100
0|2021-10-22|8563.0|0|8563.0|0|126.0|0|0.0|100
0|2021-10-23|8563.0|0|8563.0|0|126.0|0|0.0|100
0|2021-10-24|8563.0|0|8563.0|0|126.0|0|0.0|100
0|2021-10-25|8617.0|0|8617.0|0|128.0|0|0.0|100
0|2021-10-26|8628.0|0|8628.0|0|128.0|0|0.0|100
0|2021-10-27|8643.0|0|8643.0|0|130.0|0|0.0|100
0|2021-10-28|8683.0|0|8683.0|0|130.0|0|0.0|100
0|2021-10-29|8695.0|0|8695.0|0|131.0|0|0.0|100
0|2021-10-30|8695.0|0|8695.0|0|131.0|0|0.0|100
0|2021-10-31|8695.0|0|8695.0|0|131.0|0|0.0|100
0|2021-11-01|8764.0|0|8764.0|0|131.0|0|0.0|100
0|2021-11-02|8778.0|0|8778.0|0|132.0|0|0.0|100
0|2021-11-03|8796.0|0|8796.0|0|132.0|0|0.0|100
0|2021-11-04|8818.0|0|8818.0|0|133.0|0|0.0|100
0|2021-11-05|8850.0|0|8850.0|0|133.0|0|0.0|100
0|2021-11-06|8850.0|0|8850.0|0|133.0|0|0.0|100
0|2021-11-07|8850.0|0|8850.0|0|133.0|0|0.0|100
0|2021-11-08|8930.0|0|8930.0|0|134.0|0|0.0|100
0|2021-11-09|8938.0|0|8938.0|0|135.0|0|0.0|100
0|2021-11-10|8956.0|0|8956.0|0|135.0|0|0.0|100
0|2021-11-11|8956.0|0|8956.0|0|135.0|0|0.0|100
0|2021-11-12|9021.0|0|9021.0|0|140.0|0|0.0|100
0|2021-11-13|9021.0|0|9021.0|0|140.0|0|0.0|100
0|2021-11-14|9021.0|0|9021.0|0|140.0|0|0.0|100
0|2021-11-15|9090.0|0|9090.0|0|140.0|0|0.0|100
0|2021-11-16|9106.0|0|9106.0|0|141.0|0|0.0|100
0|2021-11-17|9127.0|0|9127.0|0|141.0|0|0.0|100
0|2021-11-18|9174.0|0|9174.0|0|142.0|0|0.0|100
0|2021-11-19|9210.0|0|9210.0|0|144.0|0|0.0|100
0|2021-11-20|9210.0|0|9210.0|0|144.0|0|0.0|100
0|2021-11-21|9210.0|0|9210.0|0|144.0|0|0.0|100
0|2021-11-22|9272.0|0|9272.0|0|145.0|0|0.0|100
0|2021-11-23|9283.0|0|9283.0|0|145.0|0|0.0|100
0|2021-11-24|9293.0|0|9293.0|0|145.0|0|0.0|100
0|2021-11-25|9293.0|0|9293.0|0|145.0|0|0.0|100
0|2021-11-26|9293.0|0|9293.0|0|145.0|0|0.0|100
0|2021-11-27|9293.0|0|9293.0|0|145.0|0|0.0|100
0|2021-11-28|9293.0|0|9293.0|0|145.0|0|0.0|100
0|2021-11-29|9409.0|0|9409.0|0|145.0|0|0.0|100
0|2021-11-30|9426.0|0|9426.0|0|146.0|0|0.0|100
0|2021-12-01|9426.0|0|9426.0|0|146.0|0|0.0|100
0|2021-12-02|9504.0|0|9504.0|0|147.0|0|0.0|100
0|2021-12-03|9552.0|0|9552.0|0|147.0|0|0.0|100
0|2021-12-04|9552.0|0|9552.0|0|147.0|0|0.0|100
0|2021-12-05|9552.0|0|9552.0|0|147.0|0|0.0|100
0|2021-12-06|9634.0|0|9634.0|0|147.0|0|0.0|100
0|2021-12-07|9673.0|0|9673.0|0|148.0|0|0.0|100
0|2021-12-08|9684.0|0|9684.0|0|149.0|0|0.0|100
0|2021-12-09|9728.0|0|9728.0|0|149.0|0|0.0|100
0|2021-12-10|9750.0|0|9750.0|0|149.0|0|0.0|100
0|2021-12-11|9750.0|0|9750.0|0|149.0|0|0.0|100
0|2021-12-12|9750.0|0|9750.0|0|149.0|0|0.0|100
0|2021-12-13|9825.0|0|9825.0|0|149.0|0|0.0|100
0|2021-12-14|9825.0|0|9838.0|0|149.0|0|0.0|100
0|2021-12-15|9872.0|0|9872.0|0|150.0|0|0.0|100
0|2021-12-16|9916.0|0|9916.0|0|150.0|0|0.0|100
0|2021-12-17|9933.0|0|9933.0|0|150.0|0|0.0|100
0|2021-12-18|9933.0|0|9933.0|0|150.0|0|0.0|100
0|2021-12-19|9933.0|0|9933.0|0|150.0|0|0.0|100
0|2021-12-20|9998.0|0|9998.0|0|151.0|0|0.0|100
0|2021-12-21|10003.0|0|10003.0|0|153.0|0|0.0|100
0|2021-12-22|10030.0|0|10030.0|0|153.0|0|0.0|100
0|2021-12-23|10064.0|0|10064.0|0|153.0|0|0.0|100
0|2021-12-24|10064.0|0|10064.0|0|153.0|0|0.0|100
0|2021-12-25|10064.0|0|10064.0|0|153.0|0|0.0|100
0|2021-12-26|10064.0|0|10064.0|0|153.0|0|0.0|100
0|2021-12-27|10230.0|0|10230.0|0|153.0|0|0.0|100
0|2021-12-28|10248.0|0|10248.0|0|154.0|0|0.0|100
0|2021-12-29|10263.0|0|10263.0|0|155.0|0|0.0|100
0|2021-12-30|10285.0|0|10285.0|0|155.0|0|0.0|100
