|dates|Saline_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Saline_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Saline_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Saline_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Saline_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Saline_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Saline_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Saline_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|18381.0|0|18381.0|0|241.0|0|0.0|100
0|2021-10-18|18386.0|0|18386.0|0|241.0|0|0.0|100
0|2021-10-19|18406.0|0|18406.0|0|241.0|0|0.0|100
0|2021-10-20|18421.0|0|18421.0|0|240.0|0|0.0|100
0|2021-10-21|18432.0|0|18432.0|0|240.0|0|0.0|100
0|2021-10-22|18454.0|0|18454.0|0|240.0|0|0.0|100
0|2021-10-23|18466.0|0|18466.0|0|241.0|0|0.0|100
0|2021-10-24|18474.0|0|18474.0|0|242.0|0|0.0|100
0|2021-10-25|18477.0|0|18477.0|0|242.0|0|0.0|100
0|2021-10-26|18488.0|0|18488.0|0|242.0|0|0.0|100
0|2021-10-27|18494.0|0|18494.0|0|243.0|0|0.0|100
0|2021-10-28|18508.0|0|18508.0|0|242.0|0|0.0|100
0|2021-10-29|18519.0|0|18519.0|0|242.0|0|0.0|100
0|2021-10-30|18529.0|0|18529.0|0|243.0|0|0.0|100
0|2021-10-31|18535.0|0|18535.0|0|243.0|0|0.0|100
0|2021-11-01|18539.0|0|18539.0|0|243.0|0|0.0|100
0|2021-11-02|18565.0|0|18565.0|0|243.0|0|0.0|100
0|2021-11-03|18579.0|0|18579.0|0|244.0|0|0.0|100
0|2021-11-04|18588.0|0|18588.0|0|246.0|0|0.0|100
0|2021-11-05|18606.0|0|18606.0|0|246.0|0|0.0|100
0|2021-11-06|18621.0|0|18621.0|0|246.0|0|0.0|100
0|2021-11-07|18628.0|0|18628.0|0|246.0|0|0.0|100
0|2021-11-08|18628.0|0|18630.0|0|246.0|0|0.0|100
0|2021-11-09|18650.0|0|18650.0|0|246.0|0|0.0|100
0|2021-11-10|18650.0|0|18666.0|0|246.0|0|0.0|100
0|2021-11-11|18679.0|0|18679.0|0|247.0|0|0.0|100
0|2021-11-12|18693.0|0|18693.0|0|247.0|0|0.0|100
0|2021-11-13|18709.0|0|18709.0|0|247.0|0|0.0|100
0|2021-11-14|18718.0|0|18718.0|0|248.0|0|0.0|100
0|2021-11-15|18721.0|0|18721.0|0|248.0|0|0.0|100
0|2021-11-16|18743.0|0|18743.0|0|247.0|0|0.0|100
0|2021-11-17|18762.0|0|18762.0|0|247.0|0|0.0|100
0|2021-11-18|18795.0|0|18795.0|0|246.0|0|0.0|100
0|2021-11-19|18809.0|0|18809.0|0|246.0|0|0.0|100
0|2021-11-20|18821.0|0|18821.0|0|246.0|0|0.0|100
0|2021-11-21|18825.0|0|18825.0|0|246.0|0|0.0|100
0|2021-11-22|18830.0|0|18830.0|0|246.0|0|0.0|100
0|2021-11-23|18859.0|0|18859.0|0|246.0|0|0.0|100
0|2021-11-24|18877.0|0|18877.0|0|246.0|0|0.0|100
0|2021-11-25|18885.0|0|18885.0|0|246.0|0|0.0|100
0|2021-11-26|18895.0|0|18895.0|0|246.0|0|0.0|100
0|2021-11-27|18904.0|0|18904.0|0|246.0|0|0.0|100
0|2021-11-28|18911.0|0|18911.0|0|246.0|0|0.0|100
0|2021-11-29|18916.0|0|18916.0|0|246.0|0|0.0|100
0|2021-11-30|18916.0|0|18939.0|0|246.0|0|0.0|100
0|2021-12-01|18971.0|0|18971.0|0|246.0|0|0.0|100
0|2021-12-02|18991.0|0|18991.0|0|246.0|0|0.0|100
0|2021-12-03|19038.0|0|19038.0|0|246.0|0|0.0|100
0|2021-12-04|19065.0|0|19065.0|0|246.0|0|0.0|100
0|2021-12-05|19076.0|0|19076.0|0|246.0|0|0.0|100
0|2021-12-06|19089.0|0|19089.0|0|246.0|0|0.0|100
0|2021-12-07|19110.0|0|19110.0|0|247.0|0|0.0|100
0|2021-12-08|19126.0|0|19126.0|0|248.0|0|0.0|100
0|2021-12-09|19154.0|0|19154.0|0|249.0|0|0.0|100
0|2021-12-10|19197.0|0|19197.0|0|252.0|0|0.0|100
0|2021-12-11|19224.0|0|19224.0|0|252.0|0|0.0|100
0|2021-12-12|19237.0|0|19237.0|0|252.0|0|0.0|100
0|2021-12-13|19246.0|0|19246.0|0|252.0|0|0.0|100
0|2021-12-14|19246.0|0|19276.0|0|252.0|0|0.0|100
0|2021-12-15|19327.0|0|19327.0|0|252.0|0|0.0|100
0|2021-12-16|19364.0|0|19364.0|0|253.0|0|0.0|100
0|2021-12-17|19416.0|0|19416.0|0|253.0|0|0.0|100
0|2021-12-18|19439.0|0|19439.0|0|253.0|0|0.0|100
0|2021-12-19|19454.0|0|19454.0|0|253.0|0|0.0|100
0|2021-12-20|19464.0|0|19464.0|0|253.0|0|0.0|100
0|2021-12-21|19497.0|0|19497.0|0|253.0|0|0.0|100
0|2021-12-22|19526.0|0|19526.0|0|254.0|0|0.0|100
0|2021-12-23|19574.0|0|19574.0|0|255.0|0|0.0|100
0|2021-12-24|19676.0|0|19676.0|0|256.0|0|0.0|100
0|2021-12-25|19707.0|0|19707.0|0|256.0|0|0.0|100
0|2021-12-26|19724.0|0|19724.0|0|256.0|0|0.0|100
0|2021-12-27|19750.0|0|19750.0|0|256.0|0|0.0|100
0|2021-12-28|19827.0|0|19827.0|0|257.0|0|0.0|100
0|2021-12-29|20000.0|0|20000.0|0|256.0|0|0.0|100
0|2021-12-30|20220.0|0|20220.0|0|258.0|0|0.0|100
0|2021-12-31|20387.0|0|20387.0|0|258.0|0|0.0|100
0|2022-01-01|20569.0|0|20569.0|0|259.0|0|0.0|100
0|2022-01-02|20654.0|0|20654.0|0|260.0|0|0.0|100
0|2022-01-03|20733.0|0|20733.0|0|260.0|0|0.0|100
0|2022-01-04|21060.0|0|21060.0|0|260.0|0|0.0|100
0|2022-01-05|21399.0|0|21399.0|0|261.0|0|0.0|100
0|2022-01-06|21750.0|0|21750.0|0|263.0|0|0.0|100
0|2022-01-07|22078.0|0|22078.0|0|263.0|0|0.0|100
0|2022-01-08|22551.0|0|22551.0|0|264.0|0|0.0|100
0|2022-01-09|22551.0|0|22551.0|0|264.0|0|0.0|100
0|2022-01-10|22936.0|0|22936.0|0|265.0|0|0.0|100
0|2022-01-11|23289.0|0|23289.0|0|265.0|0|0.0|100
0|2022-01-12|23733.0|0|23733.0|0|265.0|0|0.0|100
0|2022-01-13|23733.0|0|24213.0|0|265.0|0|0.0|100
0|2022-01-14|24711.0|0|24711.0|0|267.0|0|0.0|100
0|2022-01-15|25140.0|0|25140.0|0|267.0|0|0.0|100
0|2022-01-16|25294.0|0|25294.0|0|267.0|0|0.0|100
0|2022-01-17|25447.0|0|0.0|100|267.0|0|0.0|100
