|dates|Martin_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Martin_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Martin_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Martin_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Martin_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Martin_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Martin_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Martin_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|4112.0|0|4112.0|0|50.0|0|0.0|100
0|2021-12-21|4134.0|0|4134.0|0|50.0|0|0.0|100
0|2021-12-22|4145.0|0|4145.0|0|51.0|0|0.0|100
0|2021-12-23|4156.0|0|4156.0|0|51.0|0|0.0|100
0|2021-12-24|4156.0|0|4156.0|0|51.0|0|0.0|100
0|2021-12-25|4156.0|0|4156.0|0|51.0|0|0.0|100
0|2021-12-26|4156.0|0|4156.0|0|51.0|0|0.0|100
0|2021-12-27|4173.0|0|4173.0|0|51.0|0|0.0|100
0|2021-12-28|4209.0|0|4209.0|0|51.0|0|0.0|100
0|2021-12-29|4214.0|0|4214.0|0|52.0|0|0.0|100
0|2021-12-30|4235.0|0|4235.0|0|52.0|0|0.0|100
0|2021-12-31|4235.0|0|4235.0|0|52.0|0|0.0|100
0|2022-01-01|4235.0|0|4235.0|0|52.0|0|0.0|100
0|2022-01-02|4235.0|0|4235.0|0|52.0|0|0.0|100
0|2022-01-03|4251.0|0|4251.0|0|52.0|0|0.0|100
0|2022-01-04|4307.0|0|4307.0|0|52.0|0|0.0|100
0|2022-01-05|4314.0|0|4314.0|0|52.0|0|0.0|100
0|2022-01-06|4328.0|0|4328.0|0|52.0|0|0.0|100
0|2022-01-07|4332.0|0|4332.0|0|52.0|0|0.0|100
0|2022-01-08|4332.0|0|4332.0|0|52.0|0|0.0|100
0|2022-01-09|4332.0|0|4332.0|0|52.0|0|0.0|100
0|2022-01-10|4352.0|0|4352.0|0|52.0|0|0.0|100
0|2022-01-11|4410.0|0|4410.0|0|52.0|0|0.0|100
0|2022-01-12|4436.0|0|4436.0|0|53.0|0|0.0|100
0|2022-01-13|4436.0|0|4451.0|0|53.0|0|0.0|100
0|2022-01-14|4478.0|0|4478.0|0|53.0|0|0.0|100
0|2022-01-15|4478.0|0|4478.0|0|53.0|0|0.0|100
0|2022-01-16|4478.0|0|4478.0|0|53.0|0|0.0|100
0|2022-01-17|4478.0|0|0.0|100|53.0|0|0.0|100
