|dates|Atlantic_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Atlantic_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Atlantic_NewJersey_UnitedStates.NYT_ConfirmedCases.data|Atlantic_NewJersey_UnitedStates.NYT_ConfirmedCases.missing|Atlantic_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Atlantic_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Atlantic_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Atlantic_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-24|45410.0|0|45410.0|0|812.0|0|0.0|100
0|2021-12-25|45749.0|0|45749.0|0|812.0|0|0.0|100
0|2021-12-26|46030.0|0|46030.0|0|814.0|0|0.0|100
0|2021-12-27|46324.0|0|46324.0|0|814.0|0|0.0|100
0|2021-12-28|46696.0|0|46696.0|0|815.0|0|0.0|100
0|2021-12-29|47300.0|0|47300.0|0|816.0|0|0.0|100
0|2021-12-30|51454.0|0|47884.0|0|817.0|0|0.0|100
0|2021-12-31|48679.0|0|48679.0|0|818.0|0|0.0|100
0|2022-01-01|49375.0|0|49375.0|0|819.0|0|0.0|100
0|2022-01-02|50164.0|0|50164.0|0|819.0|0|0.0|100
0|2022-01-03|50761.0|0|50761.0|0|823.0|0|0.0|100
0|2022-01-04|51387.0|0|51387.0|0|827.0|0|0.0|100
0|2022-01-05|52441.0|0|52441.0|0|829.0|0|0.0|100
0|2022-01-06|53204.0|0|53204.0|0|834.0|0|0.0|100
0|2022-01-07|54384.0|0|54384.0|0|835.0|0|0.0|100
0|2022-01-08|55332.0|0|55332.0|0|838.0|0|0.0|100
0|2022-01-09|56322.0|0|56322.0|0|838.0|0|0.0|100
0|2022-01-10|56992.0|0|56992.0|0|843.0|0|0.0|100
0|2022-01-11|57506.0|0|57506.0|0|849.0|0|0.0|100
0|2022-01-12|58327.0|0|58327.0|0|850.0|0|0.0|100
0|2022-01-13|58327.0|0|59079.0|0|850.0|0|0.0|100
0|2022-01-14|59952.0|0|59952.0|0|857.0|0|0.0|100
0|2022-01-15|60570.0|0|60570.0|0|860.0|0|0.0|100
0|2022-01-16|61181.0|0|61181.0|0|860.0|0|0.0|100
0|2022-01-17|61587.0|0|0.0|100|859.0|0|0.0|100
