|dates|DonaAna_NewMexico_UnitedStates.BLS_EmployedPopulation.data|DonaAna_NewMexico_UnitedStates.BLS_EmployedPopulation.missing|DonaAna_NewMexico_UnitedStates.BLS_UnemployedPopulation.data|DonaAna_NewMexico_UnitedStates.BLS_UnemployedPopulation.missing|DonaAna_NewMexico_UnitedStates.BLS_UnemploymentRate.data|DonaAna_NewMexico_UnitedStates.BLS_UnemploymentRate.missing|DonaAna_NewMexico_UnitedStates.BLS_LaborForcePopulation.data|DonaAna_NewMexico_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-10-18|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-10-19|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-10-20|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-10-21|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-10-22|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-10-23|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-10-24|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-10-25|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-10-26|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-10-27|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-10-28|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-10-29|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-10-30|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-10-31|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-01|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-02|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-03|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-04|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-05|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-06|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-07|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-08|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-09|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-10|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-11|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-12|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-13|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-14|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-15|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-16|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
0|2021-11-17|90518.0|0|7103.0|0|7.2760983804714146|0|97621.0|0
