|dates|Worcester_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Worcester_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Worcester_Massachusetts_UnitedStates.NYT_ConfirmedDeaths.data|Worcester_Massachusetts_UnitedStates.NYT_ConfirmedDeaths.missing|Worcester_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Worcester_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Worcester_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Worcester_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|2384.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|2385.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|2393.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|2394.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|2399.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|2402.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|2402.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|2402.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|2409.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|2417.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|2417.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|2418.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|2421.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|2421.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|2421.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|2421.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|2427.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|2429.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|2432.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|2432.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|2432.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|2432.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|2433.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|2435.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|2436.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|2436.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|2441.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|2441.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|2441.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|2445.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|2448.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|2452.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|2453.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|2456.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|2456.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|2456.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|2456.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|2460.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|2464.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|2464.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|2466.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|2466.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|2466.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|2468.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|2472.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|2473.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|2476.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|2478.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|2478.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|2478.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|2483.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|2487.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|2487.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|2487.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|2490.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|2490.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|2490.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|2490.0|0|0.0|100|0.0|100
0|2021-12-14|0.0|100|2502.0|0|0.0|100|0.0|100
0|2021-12-15|0.0|100|2503.0|0|0.0|100|0.0|100
0|2021-12-16|0.0|100|2506.0|0|0.0|100|0.0|100
0|2021-12-17|0.0|100|2510.0|0|0.0|100|0.0|100
0|2021-12-18|0.0|100|2510.0|0|0.0|100|0.0|100
0|2021-12-19|0.0|100|2510.0|0|0.0|100|0.0|100
0|2021-12-20|0.0|100|2518.0|0|0.0|100|0.0|100
0|2021-12-21|0.0|100|2527.0|0|0.0|100|0.0|100
0|2021-12-22|0.0|100|2532.0|0|0.0|100|0.0|100
