|dates|Nottoway_Virginia_UnitedStates.JHU_ConfirmedCases.data|Nottoway_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Nottoway_Virginia_UnitedStates.NYT_ConfirmedCases.data|Nottoway_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Nottoway_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Nottoway_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Nottoway_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Nottoway_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-02|2871.0|0|2871.0|0|71.0|0|0.0|100
0|2022-01-03|2966.0|0|2966.0|0|71.0|0|0.0|100
0|2022-01-04|3010.0|0|3010.0|0|71.0|0|0.0|100
0|2022-01-05|3022.0|0|3022.0|0|71.0|0|0.0|100
0|2022-01-06|3047.0|0|3047.0|0|71.0|0|0.0|100
0|2022-01-07|3090.0|0|3090.0|0|71.0|0|0.0|100
0|2022-01-08|3090.0|0|3090.0|0|71.0|0|0.0|100
0|2022-01-09|3090.0|0|3090.0|0|71.0|0|0.0|100
0|2022-01-10|3157.0|0|3157.0|0|72.0|0|0.0|100
0|2022-01-11|3170.0|0|3170.0|0|72.0|0|0.0|100
0|2022-01-12|3206.0|0|3206.0|0|72.0|0|0.0|100
0|2022-01-13|3206.0|0|3232.0|0|72.0|0|0.0|100
0|2022-01-14|3271.0|0|3271.0|0|72.0|0|0.0|100
0|2022-01-15|3271.0|0|3271.0|0|72.0|0|0.0|100
0|2022-01-16|3271.0|0|3271.0|0|72.0|0|0.0|100
0|2022-01-17|3318.0|0|0.0|100|72.0|0|0.0|100
