|dates|Okmulgee_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Okmulgee_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Okmulgee_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Okmulgee_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Okmulgee_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Okmulgee_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Okmulgee_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Okmulgee_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|6431.0|0|6431.0|0|141.0|0|0.0|100
0|2021-12-14|6431.0|0|6431.0|0|141.0|0|0.0|100
0|2021-12-15|6492.0|0|6492.0|0|141.0|0|0.0|100
0|2021-12-16|6492.0|0|6492.0|0|141.0|0|0.0|100
0|2021-12-17|6492.0|0|6492.0|0|141.0|0|0.0|100
0|2021-12-18|6492.0|0|6492.0|0|141.0|0|0.0|100
0|2021-12-19|6492.0|0|6492.0|0|141.0|0|0.0|100
0|2021-12-20|6492.0|0|6492.0|0|141.0|0|0.0|100
0|2021-12-21|6492.0|0|6492.0|0|141.0|0|0.0|100
0|2021-12-22|6559.0|0|6559.0|0|141.0|0|0.0|100
0|2021-12-23|6559.0|0|6559.0|0|153.0|0|0.0|100
0|2021-12-24|6559.0|0|6559.0|0|153.0|0|0.0|100
0|2021-12-25|6559.0|0|6559.0|0|153.0|0|0.0|100
0|2021-12-26|6559.0|0|6559.0|0|153.0|0|0.0|100
0|2021-12-27|6559.0|0|6559.0|0|153.0|0|0.0|100
0|2021-12-28|6559.0|0|6559.0|0|153.0|0|0.0|100
0|2021-12-29|6606.0|0|6606.0|0|153.0|0|0.0|100
0|2021-12-30|6606.0|0|6606.0|0|153.0|0|0.0|100
0|2021-12-31|6606.0|0|6606.0|0|153.0|0|0.0|100
0|2022-01-01|6606.0|0|6606.0|0|153.0|0|0.0|100
0|2022-01-02|6606.0|0|6606.0|0|153.0|0|0.0|100
0|2022-01-03|6606.0|0|6606.0|0|153.0|0|0.0|100
0|2022-01-04|6606.0|0|6606.0|0|153.0|0|0.0|100
0|2022-01-05|6772.0|0|6772.0|0|155.0|0|0.0|100
0|2022-01-06|6772.0|0|6772.0|0|155.0|0|0.0|100
0|2022-01-07|6772.0|0|6772.0|0|155.0|0|0.0|100
0|2022-01-08|6772.0|0|6772.0|0|155.0|0|0.0|100
0|2022-01-09|6772.0|0|6772.0|0|155.0|0|0.0|100
0|2022-01-10|6772.0|0|6772.0|0|155.0|0|0.0|100
0|2022-01-11|6772.0|0|6772.0|0|155.0|0|0.0|100
0|2022-01-12|7021.0|0|7021.0|0|156.0|0|0.0|100
0|2022-01-13|7021.0|0|7021.0|0|156.0|0|0.0|100
0|2022-01-14|7021.0|0|7021.0|0|156.0|0|0.0|100
0|2022-01-15|7021.0|0|7021.0|0|156.0|0|0.0|100
0|2022-01-16|7021.0|0|7021.0|0|156.0|0|0.0|100
0|2022-01-17|7021.0|0|0.0|100|156.0|0|0.0|100
