|dates|Okmulgee_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Okmulgee_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Okmulgee_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Okmulgee_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Okmulgee_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Okmulgee_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Okmulgee_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Okmulgee_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5767.0|0|5767.0|0|119.0|0|0.0|100
0|2021-10-18|5767.0|0|5767.0|0|119.0|0|0.0|100
0|2021-10-19|5767.0|0|5767.0|0|119.0|0|0.0|100
0|2021-10-20|5853.0|0|5853.0|0|138.0|0|0.0|100
0|2021-10-21|5853.0|0|5853.0|0|138.0|0|0.0|100
0|2021-10-22|5853.0|0|5853.0|0|138.0|0|0.0|100
0|2021-10-23|5853.0|0|5853.0|0|138.0|0|0.0|100
0|2021-10-24|5853.0|0|5853.0|0|138.0|0|0.0|100
0|2021-10-25|5853.0|0|5853.0|0|138.0|0|0.0|100
0|2021-10-26|5853.0|0|5853.0|0|138.0|0|0.0|100
0|2021-10-27|5931.0|0|5931.0|0|141.0|0|0.0|100
0|2021-10-28|5931.0|0|5931.0|0|141.0|0|0.0|100
0|2021-10-29|5931.0|0|5931.0|0|141.0|0|0.0|100
0|2021-10-30|5931.0|0|5931.0|0|141.0|0|0.0|100
0|2021-10-31|5931.0|0|5931.0|0|141.0|0|0.0|100
0|2021-11-01|5931.0|0|5931.0|0|141.0|0|0.0|100
0|2021-11-02|5931.0|0|5931.0|0|141.0|0|0.0|100
0|2021-11-03|5985.0|0|5985.0|0|141.0|0|0.0|100
0|2021-11-04|5985.0|0|5985.0|0|141.0|0|0.0|100
0|2021-11-05|5985.0|0|5985.0|0|141.0|0|0.0|100
0|2021-11-06|5985.0|0|5985.0|0|141.0|0|0.0|100
0|2021-11-07|5985.0|0|5985.0|0|141.0|0|0.0|100
0|2021-11-08|5985.0|0|5985.0|0|141.0|0|0.0|100
0|2021-11-09|5985.0|0|5985.0|0|141.0|0|0.0|100
0|2021-11-10|5985.0|0|6077.0|0|141.0|0|0.0|100
0|2021-11-11|5985.0|0|6077.0|0|141.0|0|0.0|100
0|2021-11-12|6077.0|0|6077.0|0|141.0|0|0.0|100
0|2021-11-13|6077.0|0|6077.0|0|141.0|0|0.0|100
0|2021-11-14|6077.0|0|6077.0|0|141.0|0|0.0|100
0|2021-11-15|6077.0|0|6077.0|0|141.0|0|0.0|100
0|2021-11-16|6077.0|0|6077.0|0|141.0|0|0.0|100
0|2021-11-17|6155.0|0|6155.0|0|141.0|0|0.0|100
0|2021-11-18|6155.0|0|6155.0|0|141.0|0|0.0|100
0|2021-11-19|6155.0|0|6155.0|0|141.0|0|0.0|100
0|2021-11-20|6155.0|0|6155.0|0|141.0|0|0.0|100
0|2021-11-21|6155.0|0|6155.0|0|141.0|0|0.0|100
0|2021-11-22|6155.0|0|6155.0|0|141.0|0|0.0|100
0|2021-11-23|6155.0|0|6155.0|0|141.0|0|0.0|100
0|2021-11-24|6257.0|0|6257.0|0|141.0|0|0.0|100
0|2021-11-25|6257.0|0|6257.0|0|141.0|0|0.0|100
0|2021-11-26|6257.0|0|6257.0|0|141.0|0|0.0|100
0|2021-11-27|6257.0|0|6257.0|0|141.0|0|0.0|100
0|2021-11-28|6257.0|0|6257.0|0|141.0|0|0.0|100
0|2021-11-29|6257.0|0|6257.0|0|141.0|0|0.0|100
0|2021-11-30|6257.0|0|6257.0|0|141.0|0|0.0|100
0|2021-12-01|6317.0|0|6317.0|0|141.0|0|0.0|100
0|2021-12-02|6317.0|0|6317.0|0|141.0|0|0.0|100
0|2021-12-03|6317.0|0|6317.0|0|141.0|0|0.0|100
0|2021-12-04|6317.0|0|6317.0|0|141.0|0|0.0|100
0|2021-12-05|6317.0|0|6317.0|0|141.0|0|0.0|100
0|2021-12-06|6317.0|0|6317.0|0|141.0|0|0.0|100
0|2021-12-07|6317.0|0|6317.0|0|141.0|0|0.0|100
0|2021-12-08|6431.0|0|6431.0|0|141.0|0|0.0|100
0|2021-12-09|6431.0|0|6431.0|0|141.0|0|0.0|100
0|2021-12-10|6431.0|0|6431.0|0|141.0|0|0.0|100
0|2021-12-11|6431.0|0|6431.0|0|141.0|0|0.0|100
0|2021-12-12|6431.0|0|6431.0|0|141.0|0|0.0|100
