|dates|Alachua_Florida_UnitedStates.JHU_ConfirmedCases.data|Alachua_Florida_UnitedStates.JHU_ConfirmedCases.missing|Alachua_Florida_UnitedStates.NYT_ConfirmedCases.data|Alachua_Florida_UnitedStates.NYT_ConfirmedCases.missing|Alachua_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Alachua_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Alachua_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Alachua_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|39469.0|0|39153.0|0|285.0|0|0.0|100
0|2021-10-18|39469.0|0|39153.0|0|285.0|0|0.0|100
0|2021-10-19|39469.0|0|39153.0|0|285.0|0|0.0|100
0|2021-10-20|39469.0|0|39153.0|0|285.0|0|0.0|100
0|2021-10-21|39469.0|0|39153.0|0|285.0|0|0.0|100
0|2021-10-22|39676.0|0|39360.0|0|285.0|0|0.0|100
0|2021-10-23|39676.0|0|39360.0|0|285.0|0|0.0|100
0|2021-10-24|39676.0|0|39360.0|0|285.0|0|0.0|100
0|2021-10-25|39676.0|0|39360.0|0|285.0|0|0.0|100
0|2021-10-26|39676.0|0|39360.0|0|285.0|0|0.0|100
0|2021-10-27|39676.0|0|39360.0|0|285.0|0|0.0|100
0|2021-10-28|39676.0|0|39360.0|0|285.0|0|0.0|100
0|2021-10-29|39856.0|0|39540.0|0|285.0|0|0.0|100
0|2021-10-30|39856.0|0|39540.0|0|285.0|0|0.0|100
0|2021-10-31|39856.0|0|39540.0|0|285.0|0|0.0|100
0|2021-11-01|39856.0|0|39540.0|0|285.0|0|0.0|100
0|2021-11-02|39856.0|0|39540.0|0|285.0|0|0.0|100
0|2021-11-03|39856.0|0|39540.0|0|285.0|0|0.0|100
0|2021-11-04|39856.0|0|39540.0|0|285.0|0|0.0|100
0|2021-11-05|39960.0|0|39644.0|0|285.0|0|0.0|100
0|2021-11-06|39960.0|0|39644.0|0|285.0|0|0.0|100
0|2021-11-07|39960.0|0|39644.0|0|285.0|0|0.0|100
0|2021-11-08|39960.0|0|39644.0|0|285.0|0|0.0|100
0|2021-11-09|39960.0|0|39644.0|0|285.0|0|0.0|100
0|2021-11-10|39960.0|0|39644.0|0|285.0|0|0.0|100
0|2021-11-11|39960.0|0|39644.0|0|285.0|0|0.0|100
0|2021-11-12|40126.0|0|39810.0|0|285.0|0|0.0|100
0|2021-11-13|40126.0|0|39810.0|0|285.0|0|0.0|100
0|2021-11-14|40126.0|0|39810.0|0|285.0|0|0.0|100
0|2021-11-15|40126.0|0|39810.0|0|285.0|0|0.0|100
0|2021-11-16|40126.0|0|39810.0|0|285.0|0|0.0|100
0|2021-11-17|40126.0|0|39810.0|0|285.0|0|0.0|100
0|2021-11-18|40126.0|0|39810.0|0|285.0|0|0.0|100
0|2021-11-19|40253.0|0|39937.0|0|285.0|0|0.0|100
0|2021-11-20|40253.0|0|39937.0|0|285.0|0|0.0|100
0|2021-11-21|40253.0|0|39937.0|0|285.0|0|0.0|100
0|2021-11-22|40253.0|0|39937.0|0|285.0|0|0.0|100
0|2021-11-23|40253.0|0|39937.0|0|285.0|0|0.0|100
0|2021-11-24|40253.0|0|39937.0|0|285.0|0|0.0|100
0|2021-11-25|40253.0|0|39937.0|0|285.0|0|0.0|100
0|2021-11-26|40253.0|0|39937.0|0|285.0|0|0.0|100
0|2021-11-27|40253.0|0|39937.0|0|285.0|0|0.0|100
0|2021-11-28|40253.0|0|39937.0|0|285.0|0|0.0|100
0|2021-11-29|40253.0|0|39937.0|0|285.0|0|0.0|100
0|2021-11-30|40383.0|0|40067.0|0|285.0|0|0.0|100
0|2021-12-01|40383.0|0|40067.0|0|285.0|0|0.0|100
0|2021-12-02|40383.0|0|40067.0|0|285.0|0|0.0|100
0|2021-12-03|40476.0|0|40160.0|0|285.0|0|0.0|100
0|2021-12-04|40476.0|0|40160.0|0|285.0|0|0.0|100
0|2021-12-05|40476.0|0|40160.0|0|285.0|0|0.0|100
0|2021-12-06|40476.0|0|40160.0|0|285.0|0|0.0|100
0|2021-12-07|40476.0|0|40160.0|0|285.0|0|0.0|100
0|2021-12-08|40476.0|0|40160.0|0|285.0|0|0.0|100
0|2021-12-09|40476.0|0|40160.0|0|285.0|0|0.0|100
0|2021-12-10|40637.0|0|40321.0|0|285.0|0|0.0|100
0|2021-12-11|40637.0|0|40321.0|0|285.0|0|0.0|100
0|2021-12-12|40637.0|0|40321.0|0|285.0|0|0.0|100
0|2021-12-13|40637.0|0|40321.0|0|285.0|0|0.0|100
0|2021-12-14|40637.0|0|40321.0|0|285.0|0|0.0|100
0|2021-12-15|40637.0|0|40321.0|0|285.0|0|0.0|100
0|2021-12-16|40637.0|0|40321.0|0|285.0|0|0.0|100
0|2021-12-17|40831.0|0|40515.0|0|285.0|0|0.0|100
0|2021-12-18|40831.0|0|40515.0|0|285.0|0|0.0|100
0|2021-12-19|40831.0|0|40515.0|0|285.0|0|0.0|100
0|2021-12-20|40831.0|0|40515.0|0|285.0|0|0.0|100
0|2021-12-21|40831.0|0|40515.0|0|285.0|0|0.0|100
0|2021-12-22|40831.0|0|40515.0|0|285.0|0|0.0|100
0|2021-12-23|40831.0|0|40515.0|0|285.0|0|0.0|100
0|2021-12-24|40831.0|0|41206.0|0|285.0|0|0.0|100
0|2021-12-25|41522.0|0|41206.0|0|285.0|0|0.0|100
0|2021-12-26|41522.0|0|41206.0|0|285.0|0|0.0|100
0|2021-12-27|41522.0|0|41206.0|0|285.0|0|0.0|100
0|2021-12-28|41522.0|0|41206.0|0|285.0|0|0.0|100
0|2021-12-29|41522.0|0|41206.0|0|285.0|0|0.0|100
0|2021-12-30|41522.0|0|41206.0|0|285.0|0|0.0|100
0|2021-12-31|43595.0|0|43279.0|0|285.0|0|0.0|100
0|2022-01-01|43595.0|0|43279.0|0|285.0|0|0.0|100
0|2022-01-02|43595.0|0|43279.0|0|285.0|0|0.0|100
0|2022-01-03|43595.0|0|43279.0|0|285.0|0|0.0|100
0|2022-01-04|43595.0|0|43279.0|0|285.0|0|0.0|100
0|2022-01-05|43595.0|0|43279.0|0|285.0|0|0.0|100
0|2022-01-06|43595.0|0|43279.0|0|285.0|0|0.0|100
0|2022-01-07|47373.0|0|47057.0|0|285.0|0|0.0|100
