|dates|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Northumberland_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Northumberland_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Northumberland_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|13244.0|0|13244.0|0|407.0|0|0.0|100
0|2021-11-09|13282.0|0|13282.0|0|407.0|0|0.0|100
0|2021-11-10|13371.0|0|13371.0|0|409.0|0|0.0|100
0|2021-11-11|13450.0|0|13450.0|0|409.0|0|0.0|100
0|2021-11-12|13504.0|0|13504.0|0|409.0|0|0.0|100
0|2021-11-13|13782.0|0|13782.0|0|410.0|0|0.0|100
0|2021-11-14|13830.0|0|13830.0|0|411.0|0|0.0|100
0|2021-11-15|13857.0|0|13857.0|0|412.0|0|0.0|100
0|2021-11-16|13928.0|0|13928.0|0|414.0|0|0.0|100
0|2021-11-17|14014.0|0|14014.0|0|417.0|0|0.0|100
0|2021-11-18|14094.0|0|14094.0|0|418.0|0|0.0|100
0|2021-11-19|14164.0|0|14164.0|0|418.0|0|0.0|100
0|2021-11-20|14237.0|0|14237.0|0|419.0|0|0.0|100
0|2021-11-21|14298.0|0|14298.0|0|420.0|0|0.0|100
0|2021-11-22|14361.0|0|14361.0|0|420.0|0|0.0|100
0|2021-11-23|14402.0|0|14402.0|0|422.0|0|0.0|100
0|2021-11-24|14470.0|0|14470.0|0|422.0|0|0.0|100
0|2021-11-25|14503.0|0|14503.0|0|424.0|0|0.0|100
0|2021-11-26|14503.0|0|14578.0|0|424.0|0|0.0|100
0|2021-11-27|14635.0|0|14635.0|0|424.0|0|0.0|100
0|2021-11-28|14683.0|0|14683.0|0|424.0|0|0.0|100
0|2021-11-29|14731.0|0|14731.0|0|425.0|0|0.0|100
0|2021-11-30|14803.0|0|14803.0|0|426.0|0|0.0|100
0|2021-12-01|14891.0|0|14891.0|0|430.0|0|0.0|100
0|2021-12-02|14992.0|0|14992.0|0|432.0|0|0.0|100
0|2021-12-03|15100.0|0|15100.0|0|433.0|0|0.0|100
0|2021-12-04|15227.0|0|15227.0|0|433.0|0|0.0|100
0|2021-12-05|15301.0|0|15301.0|0|434.0|0|0.0|100
0|2021-12-06|15359.0|0|15359.0|0|434.0|0|0.0|100
0|2021-12-07|15408.0|0|15408.0|0|435.0|0|0.0|100
0|2021-12-08|15525.0|0|15525.0|0|435.0|0|0.0|100
0|2021-12-09|15581.0|0|15581.0|0|436.0|0|0.0|100
0|2021-12-10|15687.0|0|15687.0|0|438.0|0|0.0|100
0|2021-12-11|15756.0|0|15756.0|0|439.0|0|0.0|100
0|2021-12-12|15834.0|0|15834.0|0|439.0|0|0.0|100
0|2021-12-13|15880.0|0|15880.0|0|440.0|0|0.0|100
0|2021-12-14|15880.0|0|15963.0|0|440.0|0|0.0|100
0|2021-12-15|16048.0|0|16048.0|0|447.0|0|0.0|100
0|2021-12-16|16137.0|0|16137.0|0|447.0|0|0.0|100
0|2021-12-17|16213.0|0|16213.0|0|447.0|0|0.0|100
0|2021-12-18|16274.0|0|16274.0|0|453.0|0|0.0|100
0|2021-12-19|16346.0|0|16346.0|0|455.0|0|0.0|100
0|2021-12-20|16373.0|0|16373.0|0|455.0|0|0.0|100
0|2021-12-21|16420.0|0|16420.0|0|459.0|0|0.0|100
0|2021-12-22|16487.0|0|16487.0|0|462.0|0|0.0|100
0|2021-12-23|16536.0|0|16536.0|0|464.0|0|0.0|100
0|2021-12-24|16610.0|0|16610.0|0|464.0|0|0.0|100
0|2021-12-25|16671.0|0|16671.0|0|464.0|0|0.0|100
0|2021-12-26|16698.0|0|16698.0|0|464.0|0|0.0|100
0|2021-12-27|16716.0|0|16716.0|0|464.0|0|0.0|100
0|2021-12-28|16764.0|0|16764.0|0|466.0|0|0.0|100
0|2021-12-29|16859.0|0|16859.0|0|468.0|0|0.0|100
0|2021-12-30|16961.0|0|16961.0|0|470.0|0|0.0|100
0|2021-12-31|17071.0|0|17071.0|0|471.0|0|0.0|100
0|2022-01-01|17173.0|0|17173.0|0|471.0|0|0.0|100
0|2022-01-02|17243.0|0|17243.0|0|471.0|0|0.0|100
0|2022-01-03|17343.0|0|17343.0|0|473.0|0|0.0|100
0|2022-01-04|17438.0|0|17438.0|0|478.0|0|0.0|100
0|2022-01-05|17601.0|0|17601.0|0|478.0|0|0.0|100
0|2022-01-06|17710.0|0|17710.0|0|479.0|0|0.0|100
0|2022-01-07|17902.0|0|17902.0|0|479.0|0|0.0|100
0|2022-01-08|18086.0|0|18086.0|0|479.0|0|0.0|100
0|2022-01-09|18245.0|0|18245.0|0|479.0|0|0.0|100
0|2022-01-10|18407.0|0|18407.0|0|479.0|0|0.0|100
0|2022-01-11|18538.0|0|18538.0|0|479.0|0|0.0|100
0|2022-01-12|18721.0|0|18721.0|0|479.0|0|0.0|100
0|2022-01-13|18721.0|0|18930.0|0|479.0|0|0.0|100
0|2022-01-14|19130.0|0|19130.0|0|485.0|0|0.0|100
0|2022-01-15|19309.0|0|19309.0|0|485.0|0|0.0|100
0|2022-01-16|19576.0|0|19576.0|0|485.0|0|0.0|100
0|2022-01-17|19658.0|0|0.0|100|485.0|0|0.0|100
