|dates|Grant_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Grant_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Grant_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Grant_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Grant_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Grant_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Grant_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Grant_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|4956.0|0|5308.0|0|41.0|0|0.0|100
0|2021-12-27|5005.0|0|5356.0|0|41.0|0|0.0|100
0|2021-12-28|5031.0|0|5390.0|0|41.0|0|0.0|100
0|2021-12-29|5067.0|0|5431.0|0|41.0|0|0.0|100
0|2021-12-30|5067.0|0|5431.0|0|41.0|0|0.0|100
0|2021-12-31|5067.0|0|5431.0|0|41.0|0|0.0|100
0|2022-01-01|5067.0|0|5431.0|0|41.0|0|0.0|100
0|2022-01-02|5067.0|0|5431.0|0|41.0|0|0.0|100
0|2022-01-03|5137.0|0|5549.0|0|42.0|0|0.0|100
0|2022-01-04|5163.0|0|5587.0|0|42.0|0|0.0|100
0|2022-01-05|5201.0|0|5619.0|0|42.0|0|0.0|100
0|2022-01-06|5244.0|0|5687.0|0|42.0|0|0.0|100
0|2022-01-07|5271.0|0|5726.0|0|42.0|0|0.0|100
0|2022-01-08|5271.0|0|5726.0|0|42.0|0|0.0|100
0|2022-01-09|5271.0|0|5726.0|0|42.0|0|0.0|100
0|2022-01-10|5360.0|0|5846.0|0|42.0|0|0.0|100
0|2022-01-11|5387.0|0|5898.0|0|42.0|0|0.0|100
0|2022-01-12|5443.0|0|5978.0|0|42.0|0|0.0|100
0|2022-01-13|5443.0|0|6014.0|0|42.0|0|0.0|100
0|2022-01-14|5518.0|0|6073.0|0|42.0|0|0.0|100
0|2022-01-15|5518.0|0|6073.0|0|42.0|0|0.0|100
0|2022-01-16|5518.0|0|6073.0|0|42.0|0|0.0|100
0|2022-01-17|5518.0|0|0.0|100|42.0|0|0.0|100
