|dates|Iron_Michigan_UnitedStates.JHU_ConfirmedCases.data|Iron_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Iron_Michigan_UnitedStates.NYT_ConfirmedCases.data|Iron_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Iron_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Iron_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Iron_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Iron_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1377.0|0|1377.0|0|55.0|0|0.0|100
0|2021-10-18|1387.0|0|1387.0|0|55.0|0|0.0|100
0|2021-10-19|1387.0|0|1387.0|0|55.0|0|0.0|100
0|2021-10-20|1400.0|0|1400.0|0|55.0|0|0.0|100
0|2021-10-21|1400.0|0|1400.0|0|55.0|0|0.0|100
0|2021-10-22|1408.0|0|1408.0|0|56.0|0|0.0|100
0|2021-10-23|1408.0|0|1408.0|0|56.0|0|0.0|100
0|2021-10-24|1408.0|0|1408.0|0|56.0|0|0.0|100
0|2021-10-25|1415.0|0|1415.0|0|56.0|0|0.0|100
0|2021-10-26|1415.0|0|1415.0|0|56.0|0|0.0|100
0|2021-10-27|1427.0|0|1427.0|0|56.0|0|0.0|100
0|2021-10-28|1427.0|0|1427.0|0|56.0|0|0.0|100
0|2021-10-29|1439.0|0|1439.0|0|57.0|0|0.0|100
0|2021-10-30|1439.0|0|1439.0|0|57.0|0|0.0|100
0|2021-10-31|1439.0|0|1439.0|0|57.0|0|0.0|100
0|2021-11-01|1453.0|0|1453.0|0|58.0|0|0.0|100
0|2021-11-02|1453.0|0|1453.0|0|58.0|0|0.0|100
0|2021-11-03|1476.0|0|1476.0|0|58.0|0|0.0|100
0|2021-11-04|1476.0|0|1476.0|0|58.0|0|0.0|100
0|2021-11-05|1486.0|0|1486.0|0|58.0|0|0.0|100
0|2021-11-06|1486.0|0|1486.0|0|58.0|0|0.0|100
0|2021-11-07|1486.0|0|1486.0|0|58.0|0|0.0|100
0|2021-11-08|1509.0|0|1509.0|0|59.0|0|0.0|100
0|2021-11-09|1509.0|0|1509.0|0|59.0|0|0.0|100
0|2021-11-10|1509.0|0|1527.0|0|59.0|0|0.0|100
0|2021-11-11|1527.0|0|1527.0|0|61.0|0|0.0|100
0|2021-11-12|1547.0|0|1547.0|0|61.0|0|0.0|100
0|2021-11-13|1547.0|0|1547.0|0|61.0|0|0.0|100
0|2021-11-14|1547.0|0|1547.0|0|61.0|0|0.0|100
0|2021-11-15|1563.0|0|1563.0|0|61.0|0|0.0|100
0|2021-11-16|1563.0|0|1563.0|0|61.0|0|0.0|100
0|2021-11-17|1599.0|0|1599.0|0|61.0|0|0.0|100
0|2021-11-18|1599.0|0|1599.0|0|61.0|0|0.0|100
0|2021-11-19|1623.0|0|1623.0|0|62.0|0|0.0|100
0|2021-11-20|1623.0|0|1623.0|0|62.0|0|0.0|100
0|2021-11-21|1623.0|0|1623.0|0|62.0|0|0.0|100
0|2021-11-22|1649.0|0|1649.0|0|62.0|0|0.0|100
0|2021-11-23|1649.0|0|1649.0|0|62.0|0|0.0|100
0|2021-11-24|1674.0|0|1674.0|0|63.0|0|0.0|100
0|2021-11-25|1674.0|0|1674.0|0|63.0|0|0.0|100
0|2021-11-26|1674.0|0|1674.0|0|63.0|0|0.0|100
0|2021-11-27|1674.0|0|1674.0|0|63.0|0|0.0|100
0|2021-11-28|1674.0|0|1674.0|0|63.0|0|0.0|100
0|2021-11-29|1696.0|0|1696.0|0|65.0|0|0.0|100
0|2021-11-30|1696.0|0|1696.0|0|65.0|0|0.0|100
0|2021-12-01|1727.0|0|1727.0|0|67.0|0|0.0|100
0|2021-12-02|1727.0|0|1727.0|0|67.0|0|0.0|100
0|2021-12-03|1749.0|0|1749.0|0|68.0|0|0.0|100
0|2021-12-04|1749.0|0|1749.0|0|68.0|0|0.0|100
0|2021-12-05|1749.0|0|1749.0|0|68.0|0|0.0|100
0|2021-12-06|1762.0|0|1762.0|0|69.0|0|0.0|100
0|2021-12-07|1762.0|0|1762.0|0|69.0|0|0.0|100
0|2021-12-08|1779.0|0|1779.0|0|70.0|0|0.0|100
0|2021-12-09|1779.0|0|1779.0|0|70.0|0|0.0|100
0|2021-12-10|1792.0|0|1792.0|0|70.0|0|0.0|100
0|2021-12-11|1792.0|0|1792.0|0|70.0|0|0.0|100
0|2021-12-12|1792.0|0|1792.0|0|70.0|0|0.0|100
0|2021-12-13|1803.0|0|1803.0|0|70.0|0|0.0|100
0|2021-12-14|1803.0|0|1803.0|0|70.0|0|0.0|100
