|dates|Bertie_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Bertie_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Bertie_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Bertie_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Bertie_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Bertie_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Bertie_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Bertie_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|2506.0|0|2506.0|0|52.0|0|0.0|100
0|2021-11-12|2510.0|0|2510.0|0|52.0|0|0.0|100
0|2021-11-13|2510.0|0|2510.0|0|52.0|0|0.0|100
0|2021-11-14|2510.0|0|2510.0|0|52.0|0|0.0|100
0|2021-11-15|2512.0|0|2512.0|0|52.0|0|0.0|100
0|2021-11-16|2519.0|0|2519.0|0|52.0|0|0.0|100
0|2021-11-17|2522.0|0|2522.0|0|52.0|0|0.0|100
0|2021-11-18|2527.0|0|2527.0|0|53.0|0|0.0|100
0|2021-11-19|2530.0|0|2530.0|0|53.0|0|0.0|100
0|2021-11-20|2530.0|0|2530.0|0|53.0|0|0.0|100
0|2021-11-21|2530.0|0|2530.0|0|53.0|0|0.0|100
0|2021-11-22|2536.0|0|2536.0|0|53.0|0|0.0|100
0|2021-11-23|2540.0|0|2540.0|0|53.0|0|0.0|100
0|2021-11-24|2539.0|0|2539.0|0|53.0|0|0.0|100
0|2021-11-25|2539.0|0|2539.0|0|53.0|0|0.0|100
0|2021-11-26|2539.0|0|2539.0|0|53.0|0|0.0|100
0|2021-11-27|2539.0|0|2539.0|0|53.0|0|0.0|100
0|2021-11-28|2539.0|0|2539.0|0|53.0|0|0.0|100
0|2021-11-29|2545.0|0|2545.0|0|53.0|0|0.0|100
0|2021-11-30|2547.0|0|2547.0|0|53.0|0|0.0|100
0|2021-12-01|2551.0|0|2551.0|0|53.0|0|0.0|100
0|2021-12-02|2556.0|0|2556.0|0|53.0|0|0.0|100
0|2021-12-03|2556.0|0|2558.0|0|53.0|0|0.0|100
0|2021-12-04|2558.0|0|2558.0|0|53.0|0|0.0|100
0|2021-12-05|2558.0|0|2558.0|0|53.0|0|0.0|100
0|2021-12-06|2576.0|0|2576.0|0|53.0|0|0.0|100
0|2021-12-07|2578.0|0|2578.0|0|53.0|0|0.0|100
0|2021-12-08|2576.0|0|2576.0|0|53.0|0|0.0|100
0|2021-12-09|2577.0|0|2577.0|0|53.0|0|0.0|100
0|2021-12-10|2583.0|0|2583.0|0|53.0|0|0.0|100
0|2021-12-11|2583.0|0|2583.0|0|53.0|0|0.0|100
0|2021-12-12|2583.0|0|2583.0|0|53.0|0|0.0|100
0|2021-12-13|2601.0|0|2601.0|0|53.0|0|0.0|100
0|2021-12-14|2601.0|0|2603.0|0|53.0|0|0.0|100
0|2021-12-15|2609.0|0|2609.0|0|53.0|0|0.0|100
0|2021-12-16|2616.0|0|2616.0|0|53.0|0|0.0|100
0|2021-12-17|2608.0|0|2608.0|0|54.0|0|0.0|100
0|2021-12-18|2608.0|0|2608.0|0|54.0|0|0.0|100
0|2021-12-19|2608.0|0|2608.0|0|54.0|0|0.0|100
0|2021-12-20|2624.0|0|2624.0|0|54.0|0|0.0|100
0|2021-12-21|2625.0|0|2625.0|0|54.0|0|0.0|100
0|2021-12-22|2629.0|0|2629.0|0|54.0|0|0.0|100
0|2021-12-23|2629.0|0|2629.0|0|54.0|0|0.0|100
0|2021-12-24|2629.0|0|2629.0|0|54.0|0|0.0|100
0|2021-12-25|2629.0|0|2629.0|0|54.0|0|0.0|100
0|2021-12-26|2629.0|0|2629.0|0|54.0|0|0.0|100
0|2021-12-27|2629.0|0|2629.0|0|54.0|0|0.0|100
0|2021-12-28|2656.0|0|2656.0|0|54.0|0|0.0|100
0|2021-12-29|2656.0|0|2656.0|0|54.0|0|0.0|100
0|2021-12-30|2673.0|0|2673.0|0|54.0|0|0.0|100
0|2021-12-31|2673.0|0|2707.0|0|54.0|0|0.0|100
0|2022-01-01|2673.0|0|2707.0|0|54.0|0|0.0|100
0|2022-01-02|2673.0|0|2707.0|0|54.0|0|0.0|100
0|2022-01-03|2788.0|0|2788.0|0|54.0|0|0.0|100
0|2022-01-04|2796.0|0|2796.0|0|54.0|0|0.0|100
0|2022-01-05|2877.0|0|2877.0|0|54.0|0|0.0|100
0|2022-01-06|2919.0|0|2919.0|0|54.0|0|0.0|100
0|2022-01-07|3010.0|0|3010.0|0|54.0|0|0.0|100
0|2022-01-08|3010.0|0|3010.0|0|54.0|0|0.0|100
0|2022-01-09|3010.0|0|3010.0|0|54.0|0|0.0|100
0|2022-01-10|3127.0|0|3127.0|0|54.0|0|0.0|100
0|2022-01-11|3170.0|0|3170.0|0|54.0|0|0.0|100
0|2022-01-12|3194.0|0|3194.0|0|54.0|0|0.0|100
0|2022-01-13|3194.0|0|3290.0|0|54.0|0|0.0|100
0|2022-01-14|3375.0|0|3375.0|0|57.0|0|0.0|100
0|2022-01-15|3375.0|0|3375.0|0|57.0|0|0.0|100
0|2022-01-16|3375.0|0|3375.0|0|57.0|0|0.0|100
0|2022-01-17|3375.0|0|0.0|100|57.0|0|0.0|100
