|dates|RedRiver_Texas_UnitedStates.JHU_ConfirmedCases.data|RedRiver_Texas_UnitedStates.JHU_ConfirmedCases.missing|RedRiver_Texas_UnitedStates.NYT_ConfirmedCases.data|RedRiver_Texas_UnitedStates.NYT_ConfirmedCases.missing|RedRiver_Texas_UnitedStates.JHU_ConfirmedDeaths.data|RedRiver_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|RedRiver_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|RedRiver_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1355.0|0|1355.0|0|48.0|0|0.0|100
0|2021-10-18|1355.0|0|1355.0|0|48.0|0|0.0|100
0|2021-10-19|1370.0|0|1370.0|0|48.0|0|0.0|100
0|2021-10-20|1371.0|0|1371.0|0|48.0|0|0.0|100
0|2021-10-21|1373.0|0|1373.0|0|48.0|0|0.0|100
0|2021-10-22|1378.0|0|1378.0|0|49.0|0|0.0|100
0|2021-10-23|1378.0|0|1378.0|0|49.0|0|0.0|100
0|2021-10-24|1378.0|0|1378.0|0|49.0|0|0.0|100
0|2021-10-25|1378.0|0|1378.0|0|49.0|0|0.0|100
0|2021-10-26|1380.0|0|1380.0|0|49.0|0|0.0|100
0|2021-10-27|1380.0|0|1380.0|0|50.0|0|0.0|100
0|2021-10-28|1382.0|0|1382.0|0|50.0|0|0.0|100
0|2021-10-29|1385.0|0|1385.0|0|50.0|0|0.0|100
0|2021-10-30|1389.0|0|1389.0|0|50.0|0|0.0|100
0|2021-10-31|1389.0|0|1389.0|0|50.0|0|0.0|100
0|2021-11-01|1389.0|0|1389.0|0|50.0|0|0.0|100
0|2021-11-02|1391.0|0|1391.0|0|50.0|0|0.0|100
0|2021-11-03|1393.0|0|1393.0|0|51.0|0|0.0|100
0|2021-11-04|1394.0|0|1394.0|0|51.0|0|0.0|100
0|2021-11-05|1394.0|0|1394.0|0|51.0|0|0.0|100
0|2021-11-06|1395.0|0|1395.0|0|52.0|0|0.0|100
0|2021-11-07|1395.0|0|1395.0|0|53.0|0|0.0|100
0|2021-11-08|1395.0|0|1395.0|0|53.0|0|0.0|100
0|2021-11-09|1403.0|0|1403.0|0|53.0|0|0.0|100
0|2021-11-10|1403.0|0|1403.0|0|53.0|0|0.0|100
0|2021-11-11|1406.0|0|1406.0|0|53.0|0|0.0|100
0|2021-11-12|1408.0|0|1408.0|0|53.0|0|0.0|100
0|2021-11-13|1410.0|0|1410.0|0|53.0|0|0.0|100
0|2021-11-14|1410.0|0|1410.0|0|54.0|0|0.0|100
0|2021-11-15|1410.0|0|1410.0|0|54.0|0|0.0|100
0|2021-11-16|1410.0|0|1410.0|0|54.0|0|0.0|100
0|2021-11-17|1410.0|0|1410.0|0|55.0|0|0.0|100
0|2021-11-18|1410.0|0|1410.0|0|55.0|0|0.0|100
0|2021-11-19|1410.0|0|1410.0|0|55.0|0|0.0|100
0|2021-11-20|1411.0|0|1411.0|0|55.0|0|0.0|100
0|2021-11-21|1411.0|0|1411.0|0|55.0|0|0.0|100
0|2021-11-22|1411.0|0|1411.0|0|55.0|0|0.0|100
0|2021-11-23|1412.0|0|1412.0|0|55.0|0|0.0|100
0|2021-11-24|1418.0|0|1418.0|0|55.0|0|0.0|100
0|2021-11-25|1418.0|0|1418.0|0|55.0|0|0.0|100
0|2021-11-26|1418.0|0|1418.0|0|55.0|0|0.0|100
0|2021-11-27|1418.0|0|1418.0|0|55.0|0|0.0|100
0|2021-11-28|1418.0|0|1418.0|0|55.0|0|0.0|100
0|2021-11-29|1422.0|0|1422.0|0|55.0|0|0.0|100
0|2021-11-30|1425.0|0|1425.0|0|55.0|0|0.0|100
0|2021-12-01|1427.0|0|1427.0|0|55.0|0|0.0|100
0|2021-12-02|1430.0|0|1430.0|0|55.0|0|0.0|100
0|2021-12-03|1430.0|0|1430.0|0|55.0|0|0.0|100
0|2021-12-04|1431.0|0|1431.0|0|55.0|0|0.0|100
0|2021-12-05|1432.0|0|1432.0|0|55.0|0|0.0|100
0|2021-12-06|1432.0|0|1432.0|0|55.0|0|0.0|100
0|2021-12-07|1435.0|0|1435.0|0|55.0|0|0.0|100
0|2021-12-08|1439.0|0|1439.0|0|55.0|0|0.0|100
0|2021-12-09|1447.0|0|1447.0|0|56.0|0|0.0|100
0|2021-12-10|1455.0|0|1455.0|0|56.0|0|0.0|100
0|2021-12-11|1456.0|0|1456.0|0|56.0|0|0.0|100
0|2021-12-12|1457.0|0|1457.0|0|56.0|0|0.0|100
0|2021-12-13|1462.0|0|1462.0|0|56.0|0|0.0|100
0|2021-12-14|1462.0|0|1469.0|0|56.0|0|0.0|100
0|2021-12-15|1480.0|0|1480.0|0|56.0|0|0.0|100
0|2021-12-16|1487.0|0|1487.0|0|56.0|0|0.0|100
0|2021-12-17|1494.0|0|1494.0|0|57.0|0|0.0|100
0|2021-12-18|1498.0|0|1498.0|0|57.0|0|0.0|100
0|2021-12-19|1499.0|0|1499.0|0|57.0|0|0.0|100
0|2021-12-20|1500.0|0|1500.0|0|57.0|0|0.0|100
0|2021-12-21|1501.0|0|1501.0|0|57.0|0|0.0|100
0|2021-12-22|1503.0|0|1503.0|0|57.0|0|0.0|100
0|2021-12-23|1511.0|0|1511.0|0|57.0|0|0.0|100
0|2021-12-24|1511.0|0|1511.0|0|57.0|0|0.0|100
0|2021-12-25|1511.0|0|1511.0|0|57.0|0|0.0|100
0|2021-12-26|1511.0|0|1511.0|0|57.0|0|0.0|100
0|2021-12-27|1523.0|0|1523.0|0|57.0|0|0.0|100
0|2021-12-28|1528.0|0|1528.0|0|57.0|0|0.0|100
0|2021-12-29|1528.0|0|1528.0|0|57.0|0|0.0|100
0|2021-12-30|1534.0|0|1534.0|0|57.0|0|0.0|100
0|2021-12-31|1534.0|0|1534.0|0|57.0|0|0.0|100
0|2022-01-01|1534.0|0|1534.0|0|57.0|0|0.0|100
0|2022-01-02|1534.0|0|1534.0|0|57.0|0|0.0|100
0|2022-01-03|1568.0|0|1568.0|0|58.0|0|0.0|100
0|2022-01-04|1585.0|0|1585.0|0|58.0|0|0.0|100
0|2022-01-05|1590.0|0|1590.0|0|58.0|0|0.0|100
0|2022-01-06|1599.0|0|1599.0|0|58.0|0|0.0|100
0|2022-01-07|1612.0|0|1612.0|0|58.0|0|0.0|100
0|2022-01-08|1628.0|0|1628.0|0|58.0|0|0.0|100
0|2022-01-09|1631.0|0|1631.0|0|58.0|0|0.0|100
0|2022-01-10|1636.0|0|1636.0|0|58.0|0|0.0|100
0|2022-01-11|1651.0|0|1651.0|0|58.0|0|0.0|100
0|2022-01-12|1687.0|0|1687.0|0|58.0|0|0.0|100
0|2022-01-13|1687.0|0|1741.0|0|58.0|0|0.0|100
0|2022-01-14|1741.0|0|1805.0|0|58.0|0|0.0|100
0|2022-01-15|1829.0|0|1829.0|0|58.0|0|0.0|100
0|2022-01-16|1844.0|0|1844.0|0|58.0|0|0.0|100
0|2022-01-17|1907.0|0|0.0|100|58.0|0|0.0|100
