|dates|RioArriba_NewMexico_UnitedStates.JHU_ConfirmedCases.data|RioArriba_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|RioArriba_NewMexico_UnitedStates.NYT_ConfirmedCases.data|RioArriba_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|RioArriba_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|RioArriba_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|RioArriba_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|RioArriba_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4646.0|0|4646.0|0|83.0|0|0.0|100
0|2021-10-18|4696.0|0|4696.0|0|83.0|0|0.0|100
0|2021-10-19|4705.0|0|4705.0|0|83.0|0|0.0|100
0|2021-10-20|4721.0|0|4721.0|0|83.0|0|0.0|100
0|2021-10-21|4776.0|0|4776.0|0|83.0|0|0.0|100
0|2021-10-22|4792.0|0|4792.0|0|83.0|0|0.0|100
0|2021-10-23|4792.0|0|4792.0|0|83.0|0|0.0|100
0|2021-10-24|4792.0|0|4792.0|0|83.0|0|0.0|100
0|2021-10-25|4840.0|0|4840.0|0|84.0|0|0.0|100
0|2021-10-26|4851.0|0|4851.0|0|84.0|0|0.0|100
0|2021-10-27|4896.0|0|4896.0|0|84.0|0|0.0|100
0|2021-10-28|4937.0|0|4937.0|0|84.0|0|0.0|100
0|2021-10-29|4941.0|0|4941.0|0|85.0|0|0.0|100
0|2021-10-30|4941.0|0|4941.0|0|85.0|0|0.0|100
0|2021-10-31|4941.0|0|4941.0|0|85.0|0|0.0|100
0|2021-11-01|5016.0|0|5016.0|0|85.0|0|0.0|100
0|2021-11-02|5036.0|0|5036.0|0|85.0|0|0.0|100
0|2021-11-03|5103.0|0|5103.0|0|85.0|0|0.0|100
0|2021-11-04|5131.0|0|5131.0|0|85.0|0|0.0|100
0|2021-11-05|5161.0|0|5161.0|0|85.0|0|0.0|100
0|2021-11-06|5161.0|0|5161.0|0|85.0|0|0.0|100
0|2021-11-07|5161.0|0|5161.0|0|85.0|0|0.0|100
0|2021-11-08|5233.0|0|5233.0|0|85.0|0|0.0|100
0|2021-11-09|5247.0|0|5247.0|0|86.0|0|0.0|100
0|2021-11-10|5247.0|0|5293.0|0|86.0|0|0.0|100
0|2021-11-11|5293.0|0|5293.0|0|86.0|0|0.0|100
0|2021-11-12|5342.0|0|5342.0|0|86.0|0|0.0|100
0|2021-11-13|5342.0|0|5342.0|0|86.0|0|0.0|100
0|2021-11-14|5342.0|0|5342.0|0|86.0|0|0.0|100
0|2021-11-15|5395.0|0|5395.0|0|86.0|0|0.0|100
0|2021-11-16|5414.0|0|5414.0|0|86.0|0|0.0|100
0|2021-11-17|5447.0|0|5447.0|0|86.0|0|0.0|100
0|2021-11-18|5475.0|0|5475.0|0|86.0|0|0.0|100
0|2021-11-19|5511.0|0|5511.0|0|86.0|0|0.0|100
0|2021-11-20|5511.0|0|5511.0|0|86.0|0|0.0|100
0|2021-11-21|5511.0|0|5511.0|0|86.0|0|0.0|100
0|2021-11-22|5573.0|0|5573.0|0|86.0|0|0.0|100
0|2021-11-23|5586.0|0|5586.0|0|86.0|0|0.0|100
0|2021-11-24|5618.0|0|5618.0|0|87.0|0|0.0|100
0|2021-11-25|5618.0|0|5618.0|0|87.0|0|0.0|100
0|2021-11-26|5618.0|0|5618.0|0|87.0|0|0.0|100
0|2021-11-27|5618.0|0|5618.0|0|87.0|0|0.0|100
0|2021-11-28|5618.0|0|5618.0|0|87.0|0|0.0|100
0|2021-11-29|5689.0|0|5689.0|0|87.0|0|0.0|100
0|2021-11-30|5710.0|0|5710.0|0|87.0|0|0.0|100
0|2021-12-01|5757.0|0|5757.0|0|87.0|0|0.0|100
0|2021-12-02|5788.0|0|5788.0|0|87.0|0|0.0|100
0|2021-12-03|5788.0|0|5812.0|0|87.0|0|0.0|100
0|2021-12-04|5836.0|0|5836.0|0|87.0|0|0.0|100
0|2021-12-05|5836.0|0|5836.0|0|87.0|0|0.0|100
0|2021-12-06|5901.0|0|5901.0|0|87.0|0|0.0|100
0|2021-12-07|5906.0|0|5906.0|0|87.0|0|0.0|100
0|2021-12-08|5929.0|0|5929.0|0|87.0|0|0.0|100
0|2021-12-09|5953.0|0|5953.0|0|87.0|0|0.0|100
0|2021-12-10|5971.0|0|5962.0|0|87.0|0|0.0|100
0|2021-12-11|5971.0|0|5971.0|0|87.0|0|0.0|100
0|2021-12-12|5971.0|0|5971.0|0|87.0|0|0.0|100
0|2021-12-13|6031.0|0|6031.0|0|87.0|0|0.0|100
0|2021-12-14|6031.0|0|6039.0|0|87.0|0|0.0|100
0|2021-12-15|6070.0|0|6070.0|0|89.0|0|0.0|100
0|2021-12-16|6070.0|0|6081.0|0|89.0|0|0.0|100
0|2021-12-17|6116.0|0|6092.0|0|89.0|0|0.0|100
0|2021-12-18|6116.0|0|6116.0|0|89.0|0|0.0|100
0|2021-12-19|6116.0|0|6116.0|0|89.0|0|0.0|100
0|2021-12-20|6149.0|0|6149.0|0|89.0|0|0.0|100
0|2021-12-21|6158.0|0|6158.0|0|91.0|0|0.0|100
0|2021-12-22|6172.0|0|6172.0|0|92.0|0|0.0|100
0|2021-12-23|6202.0|0|6202.0|0|92.0|0|0.0|100
0|2021-12-24|6202.0|0|6202.0|0|92.0|0|0.0|100
0|2021-12-25|6202.0|0|6202.0|0|92.0|0|0.0|100
0|2021-12-26|6202.0|0|6202.0|0|92.0|0|0.0|100
0|2021-12-27|6259.0|0|6259.0|0|94.0|0|0.0|100
0|2021-12-28|6271.0|0|6271.0|0|94.0|0|0.0|100
0|2021-12-29|6288.0|0|6288.0|0|94.0|0|0.0|100
0|2021-12-30|6329.0|0|6329.0|0|95.0|0|0.0|100
0|2021-12-31|6329.0|0|6329.0|0|95.0|0|0.0|100
0|2022-01-01|6329.0|0|6329.0|0|95.0|0|0.0|100
0|2022-01-02|6329.0|0|6329.0|0|95.0|0|0.0|100
0|2022-01-03|6499.0|0|6499.0|0|96.0|0|0.0|100
0|2022-01-04|6524.0|0|6524.0|0|98.0|0|0.0|100
0|2022-01-05|6539.0|0|6539.0|0|101.0|0|0.0|100
0|2022-01-06|6616.0|0|6616.0|0|102.0|0|0.0|100
0|2022-01-07|6734.0|0|6734.0|0|102.0|0|0.0|100
0|2022-01-08|6734.0|0|6734.0|0|102.0|0|0.0|100
0|2022-01-09|6734.0|0|6734.0|0|102.0|0|0.0|100
0|2022-01-10|6920.0|0|6920.0|0|102.0|0|0.0|100
0|2022-01-11|6964.0|0|6964.0|0|103.0|0|0.0|100
0|2022-01-12|7090.0|0|7090.0|0|103.0|0|0.0|100
0|2022-01-13|7090.0|0|7165.0|0|103.0|0|0.0|100
0|2022-01-14|7304.0|0|7304.0|0|104.0|0|0.0|100
0|2022-01-15|7304.0|0|7304.0|0|104.0|0|0.0|100
0|2022-01-16|7304.0|0|7304.0|0|104.0|0|0.0|100
0|2022-01-17|7304.0|0|0.0|100|104.0|0|0.0|100
