|dates|Putnam_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Putnam_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Putnam_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Putnam_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Putnam_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|17423.0|0|17423.0|0|230.0|0|0.0|100
0|2021-12-17|17444.0|0|17444.0|0|232.0|0|0.0|100
0|2021-12-18|17444.0|0|17444.0|0|232.0|0|0.0|100
0|2021-12-19|17444.0|0|17444.0|0|232.0|0|0.0|100
0|2021-12-20|17503.0|0|17503.0|0|232.0|0|0.0|100
0|2021-12-21|17527.0|0|17527.0|0|232.0|0|0.0|100
0|2021-12-22|17560.0|0|17560.0|0|234.0|0|0.0|100
0|2021-12-23|17618.0|0|17618.0|0|257.0|0|0.0|100
0|2021-12-24|17618.0|0|17618.0|0|257.0|0|0.0|100
0|2021-12-25|17618.0|0|17618.0|0|257.0|0|0.0|100
0|2021-12-26|17618.0|0|17618.0|0|257.0|0|0.0|100
0|2021-12-27|17686.0|0|17686.0|0|259.0|0|0.0|100
0|2021-12-28|17731.0|0|17731.0|0|260.0|0|0.0|100
0|2021-12-29|17830.0|0|17830.0|0|260.0|0|0.0|100
0|2021-12-30|17874.0|0|17874.0|0|262.0|0|0.0|100
0|2021-12-31|17874.0|0|17874.0|0|262.0|0|0.0|100
0|2022-01-01|17874.0|0|17874.0|0|262.0|0|0.0|100
0|2022-01-02|17874.0|0|17874.0|0|262.0|0|0.0|100
0|2022-01-03|18156.0|0|18156.0|0|262.0|0|0.0|100
0|2022-01-04|18207.0|0|18207.0|0|262.0|0|0.0|100
0|2022-01-05|18207.0|0|18207.0|0|262.0|0|0.0|100
0|2022-01-06|18207.0|0|18207.0|0|262.0|0|0.0|100
0|2022-01-07|18207.0|0|18207.0|0|262.0|0|0.0|100
0|2022-01-08|18207.0|0|18207.0|0|262.0|0|0.0|100
0|2022-01-09|18207.0|0|18207.0|0|262.0|0|0.0|100
0|2022-01-10|18207.0|0|18207.0|0|262.0|0|0.0|100
0|2022-01-11|18207.0|0|18207.0|0|262.0|0|0.0|100
0|2022-01-12|18810.0|0|18810.0|0|267.0|0|0.0|100
0|2022-01-13|18810.0|0|18810.0|0|267.0|0|0.0|100
0|2022-01-14|18810.0|0|18810.0|0|267.0|0|0.0|100
0|2022-01-15|18810.0|0|18810.0|0|267.0|0|0.0|100
0|2022-01-16|18810.0|0|18810.0|0|267.0|0|0.0|100
0|2022-01-17|18810.0|0|0.0|100|267.0|0|0.0|100
