|dates|Mercer_Missouri_UnitedStates.JHU_ConfirmedCases.data|Mercer_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Mercer_Missouri_UnitedStates.NYT_ConfirmedCases.data|Mercer_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Mercer_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Mercer_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Mercer_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Mercer_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|436.0|0|436.0|0|3.0|0|0.0|100
0|2021-10-18|436.0|0|436.0|0|3.0|0|0.0|100
0|2021-10-19|440.0|0|440.0|0|3.0|0|0.0|100
0|2021-10-20|440.0|0|440.0|0|3.0|0|0.0|100
0|2021-10-21|441.0|0|441.0|0|3.0|0|0.0|100
0|2021-10-22|444.0|0|444.0|0|3.0|0|0.0|100
0|2021-10-23|444.0|0|444.0|0|3.0|0|0.0|100
0|2021-10-24|444.0|0|444.0|0|3.0|0|0.0|100
0|2021-10-25|444.0|0|444.0|0|3.0|0|0.0|100
0|2021-10-26|445.0|0|445.0|0|3.0|0|0.0|100
0|2021-10-27|445.0|0|445.0|0|3.0|0|0.0|100
0|2021-10-28|446.0|0|446.0|0|3.0|0|0.0|100
0|2021-10-29|446.0|0|446.0|0|3.0|0|0.0|100
0|2021-10-30|446.0|0|446.0|0|3.0|0|0.0|100
0|2021-10-31|446.0|0|446.0|0|3.0|0|0.0|100
0|2021-11-01|446.0|0|446.0|0|3.0|0|0.0|100
0|2021-11-02|446.0|0|446.0|0|3.0|0|0.0|100
0|2021-11-03|447.0|0|447.0|0|3.0|0|0.0|100
0|2021-11-04|447.0|0|447.0|0|3.0|0|0.0|100
0|2021-11-05|447.0|0|447.0|0|3.0|0|0.0|100
0|2021-11-06|447.0|0|447.0|0|3.0|0|0.0|100
0|2021-11-07|447.0|0|447.0|0|3.0|0|0.0|100
0|2021-11-08|447.0|0|447.0|0|3.0|0|0.0|100
0|2021-11-09|447.0|0|447.0|0|3.0|0|0.0|100
0|2021-11-10|447.0|0|447.0|0|3.0|0|0.0|100
0|2021-11-11|447.0|0|447.0|0|3.0|0|0.0|100
0|2021-11-12|448.0|0|448.0|0|3.0|0|0.0|100
0|2021-11-13|448.0|0|448.0|0|3.0|0|0.0|100
0|2021-11-14|448.0|0|448.0|0|3.0|0|0.0|100
0|2021-11-15|449.0|0|449.0|0|3.0|0|0.0|100
0|2021-11-16|451.0|0|451.0|0|3.0|0|0.0|100
0|2021-11-17|451.0|0|451.0|0|3.0|0|0.0|100
0|2021-11-18|456.0|0|456.0|0|3.0|0|0.0|100
0|2021-11-19|456.0|0|456.0|0|3.0|0|0.0|100
0|2021-11-20|457.0|0|457.0|0|3.0|0|0.0|100
0|2021-11-21|457.0|0|457.0|0|3.0|0|0.0|100
0|2021-11-22|457.0|0|457.0|0|3.0|0|0.0|100
0|2021-11-23|461.0|0|461.0|0|3.0|0|0.0|100
0|2021-11-24|461.0|0|461.0|0|3.0|0|0.0|100
0|2021-11-25|461.0|0|461.0|0|3.0|0|0.0|100
0|2021-11-26|461.0|0|461.0|0|3.0|0|0.0|100
0|2021-11-27|461.0|0|461.0|0|3.0|0|0.0|100
0|2021-11-28|461.0|0|461.0|0|3.0|0|0.0|100
0|2021-11-29|464.0|0|464.0|0|3.0|0|0.0|100
0|2021-11-30|467.0|0|467.0|0|3.0|0|0.0|100
0|2021-12-01|469.0|0|469.0|0|3.0|0|0.0|100
0|2021-12-02|469.0|0|472.0|0|3.0|0|0.0|100
0|2021-12-03|472.0|0|472.0|0|9.0|0|0.0|100
0|2021-12-04|474.0|0|474.0|0|9.0|0|0.0|100
0|2021-12-05|475.0|0|475.0|0|9.0|0|0.0|100
0|2021-12-06|475.0|0|475.0|0|9.0|0|0.0|100
0|2021-12-07|478.0|0|478.0|0|9.0|0|0.0|100
0|2021-12-08|484.0|0|484.0|0|9.0|0|0.0|100
0|2021-12-09|489.0|0|489.0|0|9.0|0|0.0|100
0|2021-12-10|491.0|0|491.0|0|9.0|0|0.0|100
0|2021-12-11|493.0|0|493.0|0|9.0|0|0.0|100
0|2021-12-12|494.0|0|494.0|0|9.0|0|0.0|100
0|2021-12-13|494.0|0|494.0|0|9.0|0|0.0|100
0|2021-12-14|494.0|0|500.0|0|9.0|0|0.0|100
0|2021-12-15|502.0|0|502.0|0|9.0|0|0.0|100
0|2021-12-16|509.0|0|509.0|0|9.0|0|0.0|100
0|2021-12-17|513.0|0|513.0|0|9.0|0|0.0|100
0|2021-12-18|515.0|0|515.0|0|9.0|0|0.0|100
0|2021-12-19|518.0|0|518.0|0|9.0|0|0.0|100
0|2021-12-20|518.0|0|518.0|0|9.0|0|0.0|100
0|2021-12-21|520.0|0|520.0|0|9.0|0|0.0|100
0|2021-12-22|524.0|0|524.0|0|9.0|0|0.0|100
0|2021-12-23|528.0|0|528.0|0|9.0|0|0.0|100
0|2021-12-24|528.0|0|528.0|0|9.0|0|0.0|100
0|2021-12-25|528.0|0|528.0|0|9.0|0|0.0|100
0|2021-12-26|528.0|0|528.0|0|9.0|0|0.0|100
0|2021-12-27|531.0|0|531.0|0|9.0|0|0.0|100
0|2021-12-28|536.0|0|536.0|0|10.0|0|0.0|100
0|2021-12-29|536.0|0|536.0|0|10.0|0|0.0|100
0|2021-12-30|536.0|0|536.0|0|10.0|0|0.0|100
0|2021-12-31|536.0|0|536.0|0|10.0|0|0.0|100
0|2022-01-01|536.0|0|536.0|0|10.0|0|0.0|100
0|2022-01-02|536.0|0|536.0|0|10.0|0|0.0|100
0|2022-01-03|536.0|0|540.0|0|10.0|0|0.0|100
0|2022-01-04|542.0|0|542.0|0|11.0|0|0.0|100
0|2022-01-05|548.0|0|548.0|0|11.0|0|0.0|100
0|2022-01-06|548.0|0|548.0|0|11.0|0|0.0|100
0|2022-01-07|551.0|0|551.0|0|11.0|0|0.0|100
0|2022-01-08|553.0|0|553.0|0|11.0|0|0.0|100
0|2022-01-09|553.0|0|553.0|0|11.0|0|0.0|100
0|2022-01-10|555.0|0|555.0|0|11.0|0|0.0|100
0|2022-01-11|557.0|0|557.0|0|11.0|0|0.0|100
0|2022-01-12|562.0|0|562.0|0|11.0|0|0.0|100
0|2022-01-13|562.0|0|565.0|0|11.0|0|0.0|100
0|2022-01-14|568.0|0|568.0|0|11.0|0|0.0|100
0|2022-01-15|572.0|0|572.0|0|11.0|0|0.0|100
0|2022-01-16|572.0|0|572.0|0|11.0|0|0.0|100
0|2022-01-17|572.0|0|0.0|100|11.0|0|0.0|100
