|dates|SanBernardino_California_UnitedStates.JHU_ConfirmedCases.data|SanBernardino_California_UnitedStates.JHU_ConfirmedCases.missing|SanBernardino_California_UnitedStates.NYT_ConfirmedCases.data|SanBernardino_California_UnitedStates.NYT_ConfirmedCases.missing|SanBernardino_California_UnitedStates.JHU_ConfirmedDeaths.data|SanBernardino_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanBernardino_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanBernardino_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|368635.0|0|368635.0|0|5897.0|0|0.0|100
0|2021-11-16|368927.0|0|368927.0|0|5898.0|0|0.0|100
0|2021-11-17|369149.0|0|369149.0|0|5901.0|0|0.0|100
0|2021-11-18|369796.0|0|369796.0|0|5893.0|0|0.0|100
0|2021-11-19|370171.0|0|370171.0|0|5897.0|0|0.0|100
0|2021-11-20|370171.0|0|370171.0|0|5897.0|0|0.0|100
0|2021-11-21|370171.0|0|370171.0|0|5897.0|0|0.0|100
0|2021-11-22|371470.0|0|371470.0|0|5912.0|0|0.0|100
0|2021-11-23|371700.0|0|371700.0|0|5926.0|0|0.0|100
0|2021-11-24|371882.0|0|371882.0|0|5944.0|0|0.0|100
0|2021-11-25|371882.0|0|371882.0|0|5944.0|0|0.0|100
0|2021-11-26|371882.0|0|371882.0|0|5944.0|0|0.0|100
0|2021-11-27|371882.0|0|371882.0|0|5944.0|0|0.0|100
0|2021-11-28|371882.0|0|371882.0|0|5944.0|0|0.0|100
0|2021-11-29|374256.0|0|374256.0|0|5958.0|0|0.0|100
0|2021-11-30|374543.0|0|374543.0|0|5962.0|0|0.0|100
0|2021-12-01|374855.0|0|374855.0|0|5967.0|0|0.0|100
0|2021-12-02|375494.0|0|375494.0|0|5973.0|0|0.0|100
0|2021-12-03|376280.0|0|376280.0|0|5983.0|0|0.0|100
0|2021-12-04|376280.0|0|376280.0|0|5983.0|0|0.0|100
0|2021-12-05|376280.0|0|376280.0|0|5983.0|0|0.0|100
0|2021-12-06|378408.0|0|378408.0|0|5998.0|0|0.0|100
0|2021-12-07|378408.0|0|378732.0|0|5998.0|0|0.0|100
0|2021-12-08|379107.0|0|379107.0|0|6007.0|0|0.0|100
0|2021-12-09|379756.0|0|379756.0|0|6006.0|0|0.0|100
0|2021-12-10|380385.0|0|380385.0|0|6007.0|0|0.0|100
0|2021-12-11|380385.0|0|380385.0|0|6007.0|0|0.0|100
0|2021-12-12|380385.0|0|380385.0|0|6007.0|0|0.0|100
0|2021-12-13|382217.0|0|382217.0|0|6011.0|0|0.0|100
0|2021-12-14|382217.0|0|382514.0|0|6011.0|0|0.0|100
0|2021-12-15|382844.0|0|382844.0|0|6013.0|0|0.0|100
0|2021-12-16|383483.0|0|383483.0|0|6013.0|0|0.0|100
0|2021-12-17|384019.0|0|384019.0|0|6017.0|0|0.0|100
0|2021-12-18|384019.0|0|384019.0|0|6017.0|0|0.0|100
0|2021-12-19|384019.0|0|384019.0|0|6017.0|0|0.0|100
0|2021-12-20|385841.0|0|385841.0|0|6023.0|0|0.0|100
0|2021-12-21|386242.0|0|386242.0|0|6023.0|0|0.0|100
0|2021-12-22|386580.0|0|386580.0|0|6026.0|0|0.0|100
0|2021-12-23|387551.0|0|387551.0|0|6039.0|0|0.0|100
0|2021-12-24|388559.0|0|388559.0|0|6043.0|0|0.0|100
0|2021-12-25|388559.0|0|388559.0|0|6043.0|0|0.0|100
0|2021-12-26|388559.0|0|388559.0|0|6043.0|0|0.0|100
0|2021-12-27|388559.0|0|388559.0|0|6043.0|0|0.0|100
0|2021-12-28|393033.0|0|393033.0|0|6047.0|0|0.0|100
0|2021-12-29|393823.0|0|393823.0|0|6047.0|0|0.0|100
0|2021-12-30|395615.0|0|395615.0|0|6049.0|0|0.0|100
0|2021-12-31|399021.0|0|399021.0|0|6051.0|0|0.0|100
0|2022-01-01|399021.0|0|399021.0|0|6051.0|0|0.0|100
0|2022-01-02|399021.0|0|399021.0|0|6051.0|0|0.0|100
0|2022-01-03|399021.0|0|399021.0|0|6051.0|0|0.0|100
0|2022-01-04|414681.0|0|414681.0|0|6056.0|0|0.0|100
0|2022-01-05|417152.0|0|417152.0|0|6060.0|0|0.0|100
0|2022-01-06|418718.0|0|418718.0|0|6085.0|0|0.0|100
0|2022-01-07|425119.0|0|425119.0|0|6122.0|0|0.0|100
0|2022-01-08|425119.0|0|425119.0|0|6122.0|0|0.0|100
0|2022-01-09|425119.0|0|425119.0|0|6122.0|0|0.0|100
0|2022-01-10|443652.0|0|443652.0|0|6180.0|0|0.0|100
0|2022-01-11|450602.0|0|450602.0|0|6184.0|0|0.0|100
0|2022-01-12|463243.0|0|456355.0|0|6198.0|0|0.0|100
0|2022-01-13|463243.0|0|463256.0|0|6198.0|0|0.0|100
0|2022-01-14|469782.0|0|469782.0|0|6233.0|0|0.0|100
0|2022-01-15|469782.0|0|469782.0|0|6233.0|0|0.0|100
0|2022-01-16|469782.0|0|469782.0|0|6233.0|0|0.0|100
0|2022-01-17|489812.0|0|0.0|100|6259.0|0|0.0|100
