|dates|Converse_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Converse_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Converse_Wyoming_UnitedStates.NYT_ConfirmedCases.data|Converse_Wyoming_UnitedStates.NYT_ConfirmedCases.missing|Converse_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Converse_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Converse_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Converse_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-06|2413.0|0|2413.0|0|49.0|0|0.0|100
0|2022-01-07|2431.0|0|2431.0|0|49.0|0|0.0|100
0|2022-01-08|2431.0|0|2431.0|0|49.0|0|0.0|100
0|2022-01-09|2431.0|0|2431.0|0|49.0|0|0.0|100
0|2022-01-10|2455.0|0|2455.0|0|49.0|0|0.0|100
0|2022-01-11|2477.0|0|2477.0|0|49.0|0|0.0|100
0|2022-01-12|2490.0|0|2490.0|0|49.0|0|0.0|100
0|2022-01-13|2490.0|0|2508.0|0|49.0|0|0.0|100
0|2022-01-14|2536.0|0|2536.0|0|49.0|0|0.0|100
0|2022-01-15|2536.0|0|2536.0|0|49.0|0|0.0|100
0|2022-01-16|2536.0|0|2536.0|0|49.0|0|0.0|100
0|2022-01-17|2536.0|0|0.0|100|49.0|0|0.0|100
