|dates|Elkhart_Indiana_UnitedStates.JHU_ConfirmedCases.data|Elkhart_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Elkhart_Indiana_UnitedStates.NYT_ConfirmedCases.data|Elkhart_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Elkhart_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Elkhart_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Elkhart_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Elkhart_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|35546.0|0|35649.0|0|503.0|0|0.0|100
0|2021-10-18|35696.0|0|35800.0|0|507.0|0|0.0|100
0|2021-10-19|35752.0|0|35856.0|0|508.0|0|0.0|100
0|2021-10-20|35807.0|0|35911.0|0|508.0|0|0.0|100
0|2021-10-21|35888.0|0|35992.0|0|509.0|0|0.0|100
0|2021-10-22|35949.0|0|36053.0|0|510.0|0|0.0|100
0|2021-10-23|35949.0|0|36053.0|0|510.0|0|0.0|100
0|2021-10-24|35949.0|0|36053.0|0|510.0|0|0.0|100
0|2021-10-25|36044.0|0|36148.0|0|510.0|0|0.0|100
0|2021-10-26|36101.0|0|36206.0|0|512.0|0|0.0|100
0|2021-10-27|36154.0|0|36259.0|0|514.0|0|0.0|100
0|2021-10-28|36235.0|0|36340.0|0|515.0|0|0.0|100
0|2021-10-29|36307.0|0|36412.0|0|516.0|0|0.0|100
0|2021-10-30|36307.0|0|36412.0|0|516.0|0|0.0|100
0|2021-10-31|36307.0|0|36412.0|0|516.0|0|0.0|100
0|2021-11-01|36435.0|0|36540.0|0|516.0|0|0.0|100
0|2021-11-02|36501.0|0|36606.0|0|517.0|0|0.0|100
0|2021-11-03|36570.0|0|36675.0|0|519.0|0|0.0|100
0|2021-11-04|36651.0|0|36756.0|0|520.0|0|0.0|100
0|2021-11-05|36762.0|0|36867.0|0|520.0|0|0.0|100
0|2021-11-06|36762.0|0|36867.0|0|520.0|0|0.0|100
0|2021-11-07|36762.0|0|36867.0|0|520.0|0|0.0|100
0|2021-11-08|36986.0|0|37091.0|0|521.0|0|0.0|100
0|2021-11-09|37058.0|0|37164.0|0|524.0|0|0.0|100
0|2021-11-10|37058.0|0|37263.0|0|524.0|0|0.0|100
0|2021-11-11|37442.0|0|37547.0|0|525.0|0|0.0|100
0|2021-11-12|37582.0|0|37687.0|0|526.0|0|0.0|100
0|2021-11-13|37582.0|0|37687.0|0|526.0|0|0.0|100
0|2021-11-14|37582.0|0|37687.0|0|526.0|0|0.0|100
0|2021-11-15|37823.0|0|37928.0|0|526.0|0|0.0|100
0|2021-11-16|37921.0|0|38026.0|0|526.0|0|0.0|100
0|2021-11-17|38040.0|0|38145.0|0|529.0|0|0.0|100
0|2021-11-18|38249.0|0|38354.0|0|529.0|0|0.0|100
0|2021-11-19|38396.0|0|38501.0|0|532.0|0|0.0|100
0|2021-11-20|38396.0|0|38501.0|0|532.0|0|0.0|100
0|2021-11-21|38396.0|0|38501.0|0|532.0|0|0.0|100
0|2021-11-22|38740.0|0|38846.0|0|535.0|0|0.0|100
0|2021-11-23|38842.0|0|38949.0|0|536.0|0|0.0|100
0|2021-11-24|39011.0|0|39118.0|0|536.0|0|0.0|100
0|2021-11-25|39011.0|0|39118.0|0|536.0|0|0.0|100
0|2021-11-26|39011.0|0|39118.0|0|536.0|0|0.0|100
0|2021-11-27|39011.0|0|39118.0|0|536.0|0|0.0|100
0|2021-11-28|39011.0|0|39118.0|0|536.0|0|0.0|100
0|2021-11-29|39461.0|0|39568.0|0|538.0|0|0.0|100
0|2021-11-30|39621.0|0|39730.0|0|543.0|0|0.0|100
0|2021-12-01|39818.0|0|39927.0|0|546.0|0|0.0|100
0|2021-12-02|39818.0|0|40188.0|0|546.0|0|0.0|100
0|2021-12-03|40268.0|0|40378.0|0|546.0|0|0.0|100
0|2021-12-04|40268.0|0|40378.0|0|546.0|0|0.0|100
0|2021-12-05|40268.0|0|40378.0|0|546.0|0|0.0|100
0|2021-12-06|40619.0|0|40729.0|0|547.0|0|0.0|100
0|2021-12-07|40767.0|0|40877.0|0|548.0|0|0.0|100
0|2021-12-08|40898.0|0|41008.0|0|552.0|0|0.0|100
0|2021-12-09|41106.0|0|41216.0|0|554.0|0|0.0|100
0|2021-12-10|41238.0|0|41350.0|0|554.0|0|0.0|100
0|2021-12-11|41238.0|0|41350.0|0|554.0|0|0.0|100
0|2021-12-12|41238.0|0|41350.0|0|554.0|0|0.0|100
0|2021-12-13|41521.0|0|41633.0|0|558.0|0|0.0|100
0|2021-12-14|41521.0|0|41766.0|0|558.0|0|0.0|100
0|2021-12-15|41772.0|0|41884.0|0|563.0|0|0.0|100
0|2021-12-16|41983.0|0|42096.0|0|564.0|0|0.0|100
0|2021-12-17|42124.0|0|42237.0|0|564.0|0|0.0|100
0|2021-12-18|42124.0|0|42237.0|0|564.0|0|0.0|100
0|2021-12-19|42124.0|0|42237.0|0|564.0|0|0.0|100
0|2021-12-20|42420.0|0|42533.0|0|569.0|0|0.0|100
0|2021-12-21|42516.0|0|42630.0|0|574.0|0|0.0|100
0|2021-12-22|42605.0|0|42720.0|0|575.0|0|0.0|100
0|2021-12-23|42605.0|0|42720.0|0|575.0|0|0.0|100
0|2021-12-24|42605.0|0|42720.0|0|575.0|0|0.0|100
0|2021-12-25|42605.0|0|42720.0|0|575.0|0|0.0|100
