|dates|Elkhart_Indiana_UnitedStates.JHU_ConfirmedCases.data|Elkhart_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Elkhart_Indiana_UnitedStates.NYT_ConfirmedCases.data|Elkhart_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Elkhart_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Elkhart_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Elkhart_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Elkhart_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|42605.0|0|42720.0|0|575.0|0|0.0|100
0|2021-12-27|42946.0|0|43062.0|0|577.0|0|0.0|100
0|2021-12-28|43069.0|0|43185.0|0|584.0|0|0.0|100
0|2021-12-29|43238.0|0|43354.0|0|586.0|0|0.0|100
0|2021-12-30|43519.0|0|43635.0|0|589.0|0|0.0|100
0|2021-12-31|43519.0|0|43635.0|0|589.0|0|0.0|100
0|2022-01-01|43519.0|0|43635.0|0|589.0|0|0.0|100
0|2022-01-02|43519.0|0|43635.0|0|589.0|0|0.0|100
0|2022-01-03|43950.0|0|44067.0|0|592.0|0|0.0|100
0|2022-01-04|44157.0|0|44274.0|0|597.0|0|0.0|100
0|2022-01-05|44434.0|0|44551.0|0|602.0|0|0.0|100
0|2022-01-06|44774.0|0|44891.0|0|605.0|0|0.0|100
0|2022-01-07|44989.0|0|45106.0|0|606.0|0|0.0|100
0|2022-01-08|44989.0|0|45106.0|0|606.0|0|0.0|100
0|2022-01-09|44989.0|0|45106.0|0|606.0|0|0.0|100
0|2022-01-10|45885.0|0|46004.0|0|607.0|0|0.0|100
0|2022-01-11|46202.0|0|46321.0|0|611.0|0|0.0|100
0|2022-01-12|46549.0|0|46668.0|0|619.0|0|0.0|100
0|2022-01-13|46549.0|0|47050.0|0|619.0|0|0.0|100
0|2022-01-14|47294.0|0|47414.0|0|621.0|0|0.0|100
0|2022-01-15|47294.0|0|47414.0|0|621.0|0|0.0|100
0|2022-01-16|47294.0|0|47414.0|0|621.0|0|0.0|100
0|2022-01-17|48098.0|0|0.0|100|622.0|0|0.0|100
