|dates|Mason_Texas_UnitedStates.BLS_EmployedPopulation.data|Mason_Texas_UnitedStates.BLS_EmployedPopulation.missing|Mason_Texas_UnitedStates.BLS_UnemployedPopulation.data|Mason_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Mason_Texas_UnitedStates.BLS_UnemploymentRate.data|Mason_Texas_UnitedStates.BLS_UnemploymentRate.missing|Mason_Texas_UnitedStates.BLS_LaborForcePopulation.data|Mason_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-10-18|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-10-19|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-10-20|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-10-21|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-10-22|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-10-23|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-10-24|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-10-25|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-10-26|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-10-27|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-10-28|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-10-29|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-10-30|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-10-31|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-01|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-02|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-03|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-04|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-05|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-06|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-07|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-08|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-09|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-10|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-11|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-12|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-13|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-14|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-15|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-16|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-17|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
0|2021-11-18|1644.0|0|85.0|0|4.9161364950838635|0|1729.0|0
