|dates|Buchanan_Missouri_UnitedStates.JHU_ConfirmedCases.data|Buchanan_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Buchanan_Missouri_UnitedStates.NYT_ConfirmedCases.data|Buchanan_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Buchanan_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Buchanan_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Buchanan_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Buchanan_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|13385.0|0|15049.0|0|182.0|0|0.0|100
0|2021-10-18|13392.0|0|15093.0|0|182.0|0|0.0|100
0|2021-10-19|13402.0|0|15093.0|0|182.0|0|0.0|100
0|2021-10-20|13409.0|0|15093.0|0|182.0|0|0.0|100
0|2021-10-21|13417.0|0|15135.0|0|183.0|0|0.0|100
0|2021-10-22|13432.0|0|15135.0|0|183.0|0|0.0|100
0|2021-10-23|13443.0|0|15135.0|0|183.0|0|0.0|100
0|2021-10-24|13447.0|0|15135.0|0|183.0|0|0.0|100
0|2021-10-25|13454.0|0|15191.0|0|183.0|0|0.0|100
0|2021-10-26|13474.0|0|15191.0|0|183.0|0|0.0|100
0|2021-10-27|13491.0|0|15191.0|0|183.0|0|0.0|100
0|2021-10-28|13503.0|0|15240.0|0|183.0|0|0.0|100
0|2021-10-29|13516.0|0|15240.0|0|183.0|0|0.0|100
0|2021-10-30|13527.0|0|15240.0|0|183.0|0|0.0|100
0|2021-10-31|13534.0|0|15240.0|0|183.0|0|0.0|100
0|2021-11-01|13545.0|0|15293.0|0|183.0|0|0.0|100
0|2021-11-02|13563.0|0|15293.0|0|183.0|0|0.0|100
0|2021-11-03|13599.0|0|15293.0|0|183.0|0|0.0|100
0|2021-11-04|13622.0|0|15381.0|0|183.0|0|0.0|100
0|2021-11-05|13641.0|0|15381.0|0|183.0|0|0.0|100
0|2021-11-06|13678.0|0|15381.0|0|184.0|0|0.0|100
0|2021-11-07|13691.0|0|15381.0|0|184.0|0|0.0|100
0|2021-11-08|13706.0|0|15470.0|0|184.0|0|0.0|100
0|2021-11-09|13728.0|0|15470.0|0|185.0|0|0.0|100
0|2021-11-10|13744.0|0|15526.0|0|185.0|0|0.0|100
0|2021-11-11|13744.0|0|15526.0|0|185.0|0|0.0|100
0|2021-11-12|13790.0|0|15526.0|0|185.0|0|0.0|100
0|2021-11-13|13831.0|0|15526.0|0|185.0|0|0.0|100
0|2021-11-14|13852.0|0|15526.0|0|185.0|0|0.0|100
0|2021-11-15|13869.0|0|15638.0|0|185.0|0|0.0|100
0|2021-11-16|13905.0|0|15638.0|0|185.0|0|0.0|100
0|2021-11-17|13925.0|0|15638.0|0|185.0|0|0.0|100
0|2021-11-18|14367.0|0|15789.0|0|186.0|0|0.0|100
0|2021-11-19|14414.0|0|15789.0|0|186.0|0|0.0|100
0|2021-11-20|14460.0|0|15789.0|0|186.0|0|0.0|100
0|2021-11-21|14483.0|0|15789.0|0|186.0|0|0.0|100
0|2021-11-22|14502.0|0|15789.0|0|185.0|0|0.0|100
0|2021-11-23|14531.0|0|15912.0|0|185.0|0|0.0|100
0|2021-11-24|14562.0|0|16013.0|0|186.0|0|0.0|100
0|2021-11-25|14562.0|0|16013.0|0|186.0|0|0.0|100
0|2021-11-26|14562.0|0|16013.0|0|186.0|0|0.0|100
0|2021-11-27|14562.0|0|16013.0|0|186.0|0|0.0|100
0|2021-11-28|14562.0|0|16013.0|0|186.0|0|0.0|100
0|2021-11-29|14720.0|0|16188.0|0|186.0|0|0.0|100
0|2021-11-30|14766.0|0|16188.0|0|186.0|0|0.0|100
0|2021-12-01|14831.0|0|16188.0|0|186.0|0|0.0|100
0|2021-12-02|14935.0|0|16441.0|0|244.0|0|0.0|100
0|2021-12-03|14935.0|0|16441.0|0|244.0|0|0.0|100
0|2021-12-04|15078.0|0|16441.0|0|244.0|0|0.0|100
0|2021-12-05|15108.0|0|16441.0|0|244.0|0|0.0|100
0|2021-12-06|15181.0|0|16694.0|0|244.0|0|0.0|100
0|2021-12-07|15215.0|0|16694.0|0|244.0|0|0.0|100
0|2021-12-08|15312.0|0|16694.0|0|245.0|0|0.0|100
0|2021-12-09|15371.0|0|16925.0|0|245.0|0|0.0|100
0|2021-12-10|15420.0|0|16925.0|0|245.0|0|0.0|100
0|2021-12-11|15467.0|0|16925.0|0|245.0|0|0.0|100
0|2021-12-12|15507.0|0|16925.0|0|245.0|0|0.0|100
0|2021-12-13|15546.0|0|16925.0|0|245.0|0|0.0|100
0|2021-12-14|15546.0|0|16925.0|0|245.0|0|0.0|100
0|2021-12-15|15660.0|0|16925.0|0|245.0|0|0.0|100
0|2021-12-16|15723.0|0|17340.0|0|245.0|0|0.0|100
0|2021-12-17|15762.0|0|17340.0|0|252.0|0|0.0|100
0|2021-12-18|15816.0|0|17340.0|0|252.0|0|0.0|100
0|2021-12-19|15846.0|0|17340.0|0|252.0|0|0.0|100
0|2021-12-20|15873.0|0|17517.0|0|252.0|0|0.0|100
0|2021-12-21|15903.0|0|17517.0|0|252.0|0|0.0|100
0|2021-12-22|15951.0|0|17656.0|0|252.0|0|0.0|100
0|2021-12-23|16051.0|0|17656.0|0|252.0|0|0.0|100
0|2021-12-24|16051.0|0|17656.0|0|252.0|0|0.0|100
0|2021-12-25|16051.0|0|17656.0|0|252.0|0|0.0|100
0|2021-12-26|16051.0|0|17656.0|0|252.0|0|0.0|100
0|2021-12-27|16218.0|0|17868.0|0|252.0|0|0.0|100
0|2021-12-28|16284.0|0|17868.0|0|255.0|0|0.0|100
0|2021-12-29|16341.0|0|17868.0|0|255.0|0|0.0|100
0|2021-12-30|16413.0|0|18137.0|0|256.0|0|0.0|100
0|2021-12-31|16413.0|0|18137.0|0|256.0|0|0.0|100
0|2022-01-01|16413.0|0|18137.0|0|256.0|0|0.0|100
0|2022-01-02|16413.0|0|18137.0|0|256.0|0|0.0|100
0|2022-01-03|16413.0|0|18396.0|0|256.0|0|0.0|100
0|2022-01-04|16838.0|0|18396.0|0|261.0|0|0.0|100
0|2022-01-05|16914.0|0|18396.0|0|261.0|0|0.0|100
0|2022-01-06|17094.0|0|18844.0|0|261.0|0|0.0|100
0|2022-01-07|17256.0|0|18844.0|0|261.0|0|0.0|100
0|2022-01-08|17418.0|0|18844.0|0|261.0|0|0.0|100
0|2022-01-09|17534.0|0|18844.0|0|261.0|0|0.0|100
0|2022-01-10|17646.0|0|19352.0|0|261.0|0|0.0|100
0|2022-01-11|17846.0|0|19352.0|0|263.0|0|0.0|100
0|2022-01-12|17882.0|0|19352.0|0|263.0|0|0.0|100
0|2022-01-13|17882.0|0|19961.0|0|263.0|0|0.0|100
0|2022-01-14|18351.0|0|19961.0|0|263.0|0|0.0|100
0|2022-01-15|18776.0|0|19961.0|0|263.0|0|0.0|100
0|2022-01-16|18776.0|0|19961.0|0|263.0|0|0.0|100
0|2022-01-17|18776.0|0|0.0|100|263.0|0|0.0|100
