|dates|Lipscomb_Texas_UnitedStates.BLS_EmployedPopulation.data|Lipscomb_Texas_UnitedStates.BLS_EmployedPopulation.missing|Lipscomb_Texas_UnitedStates.BLS_UnemployedPopulation.data|Lipscomb_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Lipscomb_Texas_UnitedStates.BLS_UnemploymentRate.data|Lipscomb_Texas_UnitedStates.BLS_UnemploymentRate.missing|Lipscomb_Texas_UnitedStates.BLS_LaborForcePopulation.data|Lipscomb_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-10-18|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-10-19|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-10-20|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-10-21|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-10-22|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-10-23|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-10-24|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-10-25|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-10-26|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-10-27|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-10-28|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-10-29|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-10-30|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-10-31|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-01|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-02|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-03|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-04|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-05|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-06|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-07|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-08|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-09|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-10|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-11|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-12|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-13|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-14|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-15|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-16|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-17|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-18|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
0|2021-11-19|1472.0|0|61.0|0|3.979125896934116|0|1533.0|0
