|dates|Pulaski_Indiana_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Indiana_UnitedStates.NYT_ConfirmedCases.data|Pulaski_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Pulaski_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1811.0|0|1813.0|0|55.0|0|0.0|100
0|2021-10-18|1818.0|0|1820.0|0|55.0|0|0.0|100
0|2021-10-19|1820.0|0|1822.0|0|56.0|0|0.0|100
0|2021-10-20|1831.0|0|1833.0|0|57.0|0|0.0|100
0|2021-10-21|1834.0|0|1836.0|0|57.0|0|0.0|100
0|2021-10-22|1837.0|0|1839.0|0|57.0|0|0.0|100
0|2021-10-23|1837.0|0|1839.0|0|57.0|0|0.0|100
0|2021-10-24|1837.0|0|1839.0|0|57.0|0|0.0|100
0|2021-10-25|1846.0|0|1848.0|0|57.0|0|0.0|100
0|2021-10-26|1847.0|0|1849.0|0|57.0|0|0.0|100
0|2021-10-27|1853.0|0|1855.0|0|57.0|0|0.0|100
0|2021-10-28|1859.0|0|1861.0|0|57.0|0|0.0|100
0|2021-10-29|1866.0|0|1868.0|0|57.0|0|0.0|100
0|2021-10-30|1866.0|0|1868.0|0|57.0|0|0.0|100
0|2021-10-31|1866.0|0|1868.0|0|57.0|0|0.0|100
0|2021-11-01|1876.0|0|1878.0|0|57.0|0|0.0|100
0|2021-11-02|1878.0|0|1880.0|0|57.0|0|0.0|100
0|2021-11-03|1888.0|0|1890.0|0|57.0|0|0.0|100
0|2021-11-04|1893.0|0|1895.0|0|57.0|0|0.0|100
0|2021-11-05|1903.0|0|1905.0|0|57.0|0|0.0|100
0|2021-11-06|1903.0|0|1905.0|0|57.0|0|0.0|100
0|2021-11-07|1903.0|0|1905.0|0|57.0|0|0.0|100
0|2021-11-08|1917.0|0|1919.0|0|57.0|0|0.0|100
0|2021-11-09|1920.0|0|1922.0|0|57.0|0|0.0|100
0|2021-11-10|1920.0|0|1932.0|0|57.0|0|0.0|100
0|2021-11-11|1941.0|0|1943.0|0|57.0|0|0.0|100
0|2021-11-12|1952.0|0|1955.0|0|57.0|0|0.0|100
0|2021-11-13|1952.0|0|1955.0|0|57.0|0|0.0|100
0|2021-11-14|1952.0|0|1955.0|0|57.0|0|0.0|100
0|2021-11-15|1968.0|0|1971.0|0|57.0|0|0.0|100
0|2021-11-16|1978.0|0|1981.0|0|58.0|0|0.0|100
0|2021-11-17|1982.0|0|1985.0|0|58.0|0|0.0|100
0|2021-11-18|1989.0|0|1992.0|0|58.0|0|0.0|100
0|2021-11-19|1994.0|0|1997.0|0|58.0|0|0.0|100
0|2021-11-20|1994.0|0|1997.0|0|58.0|0|0.0|100
0|2021-11-21|1994.0|0|1997.0|0|58.0|0|0.0|100
0|2021-11-22|2015.0|0|2018.0|0|58.0|0|0.0|100
0|2021-11-23|2020.0|0|2023.0|0|58.0|0|0.0|100
0|2021-11-24|2031.0|0|2034.0|0|58.0|0|0.0|100
0|2021-11-25|2031.0|0|2034.0|0|58.0|0|0.0|100
0|2021-11-26|2031.0|0|2034.0|0|58.0|0|0.0|100
0|2021-11-27|2031.0|0|2034.0|0|58.0|0|0.0|100
0|2021-11-28|2031.0|0|2034.0|0|58.0|0|0.0|100
0|2021-11-29|2056.0|0|2059.0|0|58.0|0|0.0|100
0|2021-11-30|2064.0|0|2067.0|0|58.0|0|0.0|100
0|2021-12-01|2075.0|0|2078.0|0|59.0|0|0.0|100
0|2021-12-02|2075.0|0|2088.0|0|59.0|0|0.0|100
0|2021-12-03|2103.0|0|2106.0|0|59.0|0|0.0|100
0|2021-12-04|2103.0|0|2106.0|0|59.0|0|0.0|100
0|2021-12-05|2103.0|0|2106.0|0|59.0|0|0.0|100
0|2021-12-06|2137.0|0|2140.0|0|59.0|0|0.0|100
0|2021-12-07|2143.0|0|2146.0|0|60.0|0|0.0|100
0|2021-12-08|2155.0|0|2158.0|0|60.0|0|0.0|100
0|2021-12-09|2160.0|0|2163.0|0|60.0|0|0.0|100
0|2021-12-10|2177.0|0|2180.0|0|60.0|0|0.0|100
0|2021-12-11|2177.0|0|2180.0|0|60.0|0|0.0|100
0|2021-12-12|2177.0|0|2180.0|0|60.0|0|0.0|100
0|2021-12-13|2197.0|0|2200.0|0|60.0|0|0.0|100
0|2021-12-14|2197.0|0|2206.0|0|60.0|0|0.0|100
0|2021-12-15|2213.0|0|2216.0|0|62.0|0|0.0|100
0|2021-12-16|2218.0|0|2221.0|0|62.0|0|0.0|100
0|2021-12-17|2239.0|0|2242.0|0|63.0|0|0.0|100
0|2021-12-18|2239.0|0|2242.0|0|63.0|0|0.0|100
0|2021-12-19|2239.0|0|2242.0|0|63.0|0|0.0|100
0|2021-12-20|2272.0|0|2275.0|0|64.0|0|0.0|100
0|2021-12-21|2284.0|0|2287.0|0|64.0|0|0.0|100
0|2021-12-22|2294.0|0|2297.0|0|67.0|0|0.0|100
0|2021-12-23|2294.0|0|2297.0|0|67.0|0|0.0|100
0|2021-12-24|2294.0|0|2297.0|0|67.0|0|0.0|100
0|2021-12-25|2294.0|0|2297.0|0|67.0|0|0.0|100
0|2021-12-26|2294.0|0|2297.0|0|67.0|0|0.0|100
0|2021-12-27|2332.0|0|2335.0|0|68.0|0|0.0|100
0|2021-12-28|2334.0|0|2337.0|0|68.0|0|0.0|100
0|2021-12-29|2350.0|0|2353.0|0|69.0|0|0.0|100
0|2021-12-30|2360.0|0|2363.0|0|69.0|0|0.0|100
0|2021-12-31|2360.0|0|2363.0|0|69.0|0|0.0|100
0|2022-01-01|2360.0|0|2363.0|0|69.0|0|0.0|100
0|2022-01-02|2360.0|0|2363.0|0|69.0|0|0.0|100
0|2022-01-03|2414.0|0|2417.0|0|69.0|0|0.0|100
0|2022-01-04|2433.0|0|2436.0|0|69.0|0|0.0|100
0|2022-01-05|2442.0|0|2445.0|0|70.0|0|0.0|100
0|2022-01-06|2455.0|0|2458.0|0|71.0|0|0.0|100
0|2022-01-07|2488.0|0|2491.0|0|71.0|0|0.0|100
0|2022-01-08|2488.0|0|2491.0|0|71.0|0|0.0|100
0|2022-01-09|2488.0|0|2491.0|0|71.0|0|0.0|100
0|2022-01-10|2543.0|0|2546.0|0|71.0|0|0.0|100
0|2022-01-11|2558.0|0|2561.0|0|71.0|0|0.0|100
0|2022-01-12|2567.0|0|2570.0|0|73.0|0|0.0|100
0|2022-01-13|2567.0|0|2586.0|0|73.0|0|0.0|100
0|2022-01-14|2604.0|0|2607.0|0|73.0|0|0.0|100
0|2022-01-15|2604.0|0|2607.0|0|73.0|0|0.0|100
0|2022-01-16|2604.0|0|2607.0|0|73.0|0|0.0|100
