|dates|Martin_Indiana_UnitedStates.JHU_ConfirmedCases.data|Martin_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Martin_Indiana_UnitedStates.NYT_ConfirmedCases.data|Martin_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Martin_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Martin_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Martin_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Martin_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1373.0|0|1375.0|0|19.0|0|0.0|100
0|2021-10-18|1374.0|0|1376.0|0|19.0|0|0.0|100
0|2021-10-19|1374.0|0|1376.0|0|19.0|0|0.0|100
0|2021-10-20|1380.0|0|1382.0|0|19.0|0|0.0|100
0|2021-10-21|1382.0|0|1384.0|0|19.0|0|0.0|100
0|2021-10-22|1387.0|0|1389.0|0|19.0|0|0.0|100
0|2021-10-23|1387.0|0|1389.0|0|19.0|0|0.0|100
0|2021-10-24|1387.0|0|1389.0|0|19.0|0|0.0|100
0|2021-10-25|1393.0|0|1395.0|0|19.0|0|0.0|100
0|2021-10-26|1398.0|0|1400.0|0|19.0|0|0.0|100
0|2021-10-27|1398.0|0|1400.0|0|19.0|0|0.0|100
0|2021-10-28|1405.0|0|1407.0|0|19.0|0|0.0|100
0|2021-10-29|1407.0|0|1409.0|0|19.0|0|0.0|100
0|2021-10-30|1407.0|0|1409.0|0|19.0|0|0.0|100
0|2021-10-31|1407.0|0|1409.0|0|19.0|0|0.0|100
0|2021-11-01|1413.0|0|1415.0|0|19.0|0|0.0|100
0|2021-11-02|1414.0|0|1416.0|0|19.0|0|0.0|100
0|2021-11-03|1418.0|0|1420.0|0|19.0|0|0.0|100
0|2021-11-04|1422.0|0|1424.0|0|19.0|0|0.0|100
0|2021-11-05|1429.0|0|1431.0|0|19.0|0|0.0|100
0|2021-11-06|1429.0|0|1431.0|0|19.0|0|0.0|100
0|2021-11-07|1429.0|0|1431.0|0|19.0|0|0.0|100
0|2021-11-08|1442.0|0|1444.0|0|19.0|0|0.0|100
0|2021-11-09|1445.0|0|1447.0|0|19.0|0|0.0|100
0|2021-11-10|1445.0|0|1453.0|0|19.0|0|0.0|100
0|2021-11-11|1461.0|0|1463.0|0|19.0|0|0.0|100
0|2021-11-12|1467.0|0|1469.0|0|19.0|0|0.0|100
0|2021-11-13|1467.0|0|1469.0|0|19.0|0|0.0|100
0|2021-11-14|1467.0|0|1469.0|0|19.0|0|0.0|100
0|2021-11-15|1468.0|0|1470.0|0|19.0|0|0.0|100
0|2021-11-16|1471.0|0|1473.0|0|19.0|0|0.0|100
0|2021-11-17|1474.0|0|1476.0|0|19.0|0|0.0|100
0|2021-11-18|1477.0|0|1479.0|0|19.0|0|0.0|100
0|2021-11-19|1484.0|0|1486.0|0|19.0|0|0.0|100
0|2021-11-20|1484.0|0|1486.0|0|19.0|0|0.0|100
